        Time / ns                e-field (t=0..end(0.00192)) (pb)_Z_0D_20/real
----------------------------------------------------------------------
                       0                               0
               0.0019258                               0
               0.0038516                               0
               0.0057774                               0
               0.0077032                               0
                0.009629                               0
               0.0115548                               0
               0.0134806                               0
               0.0154064                               0
               0.0173322                               0
                0.019258                               0
               0.0211838                               0
               0.0231096                               0
               0.0250354                               0
               0.0269612                               0
                0.028887                               0
               0.0308128                               0
               0.0327386                               0
               0.0346644                               0
               0.0365902                               0
                0.038516                               0
               0.0404418                               0
               0.0423676                               0
               0.0442934                               0
               0.0462192                               0
                0.048145                               0
               0.0500708                               0
               0.0519966                  -1.6320812e-25
               0.0539224                  -2.8561271e-25
               0.0558482                   1.2373227e-23
                0.057774                   1.0097117e-22
               0.0596998                   9.0177914e-22
               0.0616256                  -1.8106127e-22
               0.0635514                  -6.7963906e-21
               0.0654772                  -3.1196542e-20
                0.067403                  -4.9914684e-19
               0.0693288                   1.4263696e-20
               0.0712546                  -3.4227015e-19
               0.0731804                   4.3354273e-18
               0.0751062                   1.5516275e-17
                0.077032                  -3.1032551e-17
               0.0789578                  -8.0319343e-17
               0.0808836                  -4.3810579e-17
               0.0828094                   5.8414463e-17
               0.0847352                   8.7621158e-17
                0.086661                  -5.8861431e-31
               0.0885868                    2.080155e-30
               0.0905126                  -1.1682893e-16
               0.0924384                  -1.0501195e-29
               0.0943642                   -3.638638e-30
                 0.09629                  -6.4255475e-16
               0.0982158                   1.2851117e-15
               0.1001416                  -1.1263675e-29
               0.1020674                  -3.2711927e-15
               0.1039932                  -1.8692501e-15
                0.105919                  -3.2711927e-15
               0.1078448                  -3.5663838e-29
               0.1097706                   -5.140438e-15
               0.1116964                   5.6077541e-15
               0.1136222                  -3.7385256e-15
                0.115548                  -5.6077541e-15
               0.1174738                   3.7385256e-15
               0.1193996                   1.1215508e-14
               0.1213254                  -3.7384578e-15
               0.1232512                   2.8038805e-14
                0.125177                   1.4954102e-14
               0.1271028                  -2.2431016e-14
               0.1290286                    3.730391e-28
               0.1309544                    3.738512e-14
               0.1328802                  -1.6376397e-28
                0.134806                   2.2431154e-14
               0.1367318                   2.2431044e-13
               0.1386576                   2.0935634e-13
               0.1405834                  -2.3926455e-13
               0.1425092                  -9.4457215e-28
                0.144435                  -6.0198064e-27
               0.1463608                   4.1871267e-13
               0.1482866                  -1.1963282e-13
               0.1502124                  -8.3742534e-13
               0.1521382                   1.6748507e-12
                0.154064                   1.6748507e-12
               0.1559898                   2.4822023e-26
               0.1579156                  -4.7853128e-13
               0.1598414                   2.8711701e-12
               0.1617672                   2.1698759e-26
                0.163693                   3.3497014e-12
               0.1656188                    -2.20263e-26
               0.1675446                   1.2329099e-26
               0.1694704                   1.9141251e-12
               0.1713962                  -6.6994028e-12
                0.173322                  -1.3398806e-11
               0.1752478                   9.5705908e-12
               0.1771736                   1.4355868e-11
               0.1790994                   9.9779682e-26
               0.1810252                  -2.6797611e-11
                0.182951                   3.8282502e-12
               0.1848768                   7.6565004e-12
               0.1868026                    3.731538e-26
               0.1887284                  -4.6240107e-25
               0.1906542                  -8.6217281e-25
                 0.19258                   3.8282363e-11
               0.1945058                   4.5938722e-11
               0.1964316                     1.37258e-25
               0.1983574                  -9.1877443e-11
               0.2002832                  -2.1614329e-24
                0.202209                  -4.9598407e-24
               0.2041348                  -2.3613204e-24
               0.2060606                  -2.3613204e-24
               0.2079864                   6.1252003e-11
               0.2099122                  -5.3596078e-24
                0.211838                  -4.5938778e-10
               0.2137638                  -6.5589382e-24
               0.2156896                  -3.6750977e-10
               0.2176154                   2.4500801e-10
               0.2195412                   6.1251781e-10
                0.221467                  -8.5577808e-24
               0.2233928                  -1.3475373e-09
               0.2253186                  -1.2250401e-10
               0.2272444                  -9.8002295e-10
               0.2291702                  -1.4700391e-09
                0.231096                  -1.9600552e-09
               0.2330218                  -3.4300942e-09
               0.2349476                  -3.4300942e-09
               0.2368734                  -5.3901492e-09
               0.2387992                  -5.8801564e-09
                0.240725                  -6.8601884e-09
               0.2426508                  -9.8002664e-09
               0.2445766                  -9.8002486e-09
               0.2465024                  -1.3720377e-08
               0.2484282                  -1.5680442e-08
                0.250354                  -2.3520625e-08
               0.2522798                   3.9201282e-09
               0.2542056                  -3.9201282e-09
               0.2561314                  -3.9201066e-08
               0.2580572                  -7.0561875e-08
