        Time / ns                e-field (t=0..end(0.00192)) (pb)_Z_0D_10/real
----------------------------------------------------------------------
                       0                               0
               0.0019258                               0
               0.0038516                               0
               0.0057774                               0
               0.0077032                               0
                0.009629                               0
               0.0115548                               0
               0.0134806                               0
               0.0154064                               0
               0.0173322                               0
                0.019258                               0
               0.0211838                               0
               0.0231096                               0
               0.0250354                               0
               0.0269612                               0
                0.028887                               0
               0.0308128                               0
               0.0327386                               0
               0.0346644                  -1.4261282e-20
               0.0365902                   5.2588373e-20
                0.038516                   5.0594047e-19
               0.0404418                  -1.4207766e-18
               0.0423676                  -1.4432417e-17
               0.0442934                  -2.0650316e-17
               0.0462192                  -2.5556193e-17
                0.048145                  -5.4763207e-18
               0.0500708                  -2.1905283e-17
               0.0519966                  -1.3873381e-16
               0.0539224                   4.5678337e-30
               0.0558482                    7.236608e-30
                0.057774                  -1.7524226e-16
               0.0596998                  -5.3447422e-30
               0.0616256                   4.6731369e-16
               0.0635514                  -9.3462738e-16
               0.0654772                  -1.5187701e-15
                0.067403                   -2.336579e-16
               0.0693288                   1.5187701e-15
               0.0712546                  -1.1682857e-15
               0.0731804                  -2.2197409e-15
               0.0751062                   4.6731581e-16
                0.077032                   5.1404473e-15
               0.0789578                   -7.477019e-15
               0.0808836                  -6.5423855e-15
               0.0828094                   1.4954038e-14
               0.0847352                   1.8692632e-15
                0.086661                  -2.6169542e-14
               0.0885868                  -2.3365672e-14
               0.0905126                   4.6731343e-14
               0.0924384                   5.2339084e-14
               0.0943642                  -2.2431064e-14
                 0.09629                   -2.243101e-14
               0.0982158                  -5.9816152e-14
               0.1001416                    2.243101e-14
               0.1020674                   1.0467817e-13
               0.1039932                   2.0935634e-13
                0.105919                   8.9724038e-14
               0.1078448                  -2.3926461e-13
               0.1097706                  -2.3926461e-13
               0.1116964                  -8.9724038e-14
               0.1136222                  -6.5797725e-13
                0.115548                  -1.0098248e-26
               0.1174738                  -4.7852922e-13
               0.1193996                  -8.1462322e-27
               0.1213254                  -8.3742534e-13
               0.1232512                  -9.5705843e-13
                0.125177                  -1.8296684e-26
               0.1271028                  -1.9141169e-12
               0.1290286                   2.2730147e-12
               0.1309544                   3.8282337e-12
               0.1328802                   1.9141195e-12
                0.134806                  -3.8282337e-12
               0.1367318                   6.6994023e-12
               0.1386576                   1.3398806e-11
               0.1405834                   1.3864542e-25
               0.1425092                   -1.237057e-25
                0.144435                   1.9141255e-12
               0.1463608                  -7.6564779e-12
               0.1482866                  -5.7423385e-12
               0.1502124                   2.6797611e-11
               0.1521382                   2.6797611e-11
                0.154064                   1.7227081e-11
               0.1559898                   2.2969354e-11
               0.1579156                  -4.9849284e-25
               0.1598414                   2.2609422e-25
               0.1617672                   2.2969354e-11
                0.163693                  -9.2325401e-25
               0.1656188                   1.0719044e-10
               0.1675446                   1.7752173e-24
               0.1694704                  -1.4547294e-10
               0.1713962                   2.1438089e-10
                0.173322                  -4.2876178e-10
               0.1752478                   4.2876178e-10
               0.1771736                   6.7376871e-10
               0.1790994                  -3.0625907e-10
               0.1810252                   1.8375483e-10
                0.182951                   9.8002784e-10
               0.1848768                   8.6712711e-24
               0.1868026                  -9.8002784e-10
               0.1887284                  -1.7150471e-09
               0.1906542                  -6.1251815e-10
                 0.19258                  -9.3184557e-24
               0.1945058                   1.7150471e-09
               0.1964316                   3.0625853e-09
               0.1983574                   -3.430094e-09
               0.2002832                  -3.9201113e-09
                0.202209                   5.3901497e-09
               0.2041348                  -1.4915403e-23
               0.2060606                  -1.4915403e-23
               0.2079864                   9.8003228e-10
               0.2099122                  -2.4500806e-09
                0.211838                   1.2900259e-22
               0.2137638                  -2.9400773e-09
               0.2156896                  -7.5680412e-23
               0.2176154                   1.3720377e-08
               0.2195412                   2.5693048e-22
                0.221467                   1.5680445e-08
               0.2233928                   2.7440754e-08
               0.2253186                  -2.3520675e-08
               0.2272444                  -4.3121197e-08
               0.2291702                  -5.4881504e-08
                0.231096                   5.4881507e-08
               0.2330218                   5.4881507e-08
               0.2349476                  -9.8002729e-08
               0.2368734                   1.0976301e-07
               0.2387992                   1.0976301e-07
                0.240725                   1.9583608e-21
               0.2426508                   7.8402323e-08
               0.2445766                   7.0562123e-08
               0.2465024                   7.8404554e-09
               0.2484282                   1.5680465e-07
                0.250354                   2.5088713e-07
               0.2522798                   4.3905203e-07
