        Frequency / GHz                X/abs,linear
              0.92352852                       8.7067054
              0.92899318                       9.1353998
              0.93445785                       9.5188531
              0.93992251                       9.8201588
              0.94538718                       10.012895
              0.95085185                       10.081148
              0.95631651                       10.019381
              0.96178118                       9.8323937
              0.96724584                       9.5354643
              0.97271051                       9.1545952
              0.97817517                       8.7266278
              0.98363984                       8.2985709
              0.98910451                       7.9248379
              0.99456917                       7.6605697
               1.0000338                        7.550215
               1.0054985                        7.614456
               1.0109632                       7.8428712
               1.0164278                       8.1977251
               1.0218925                       8.6259599
               1.0273572                       9.0717186
               1.0328218                        9.484635
               1.0382865                       9.8237342
               1.0437512                       10.058683
               1.0492158                       10.169914
               1.0546805                       10.148467
               1.0601452                       9.9958941
               1.0656098                       9.7243561
               1.0710745                       9.3568848
               1.0765392                       8.9276462
               1.0820038                       8.4817042
               1.0874685                       8.0731659
               1.0929332                       7.7598563
               1.0983978                       7.5929329
               1.1038625                       7.6029935
               1.1093272                       7.7894773
               1.1147918                       8.1208738
               1.1202565                       8.5455373
               1.1257212                       9.0054598
               1.1311858                       9.4464195
               1.1366505                       9.8231516
               1.1421151                        10.10117
               1.1475798                       10.257051
               1.1530445                       10.278254
               1.1585091                        10.16297
               1.1639738                       9.9201537
               1.1694385                       9.5697766
               1.1749031                       9.1431798
               1.1803678                        8.683173
               1.1858325                       8.2429525
               1.1912971                       7.8820917
               1.1967618                       7.6575142
               1.2022265                       7.6095095
               1.2076911                       7.7483282
               1.2131558                       8.0502904
               1.2186205                       8.4664611
               1.2240851                       8.9372474
               1.2295498                       9.4045806
               1.2350145                       9.8186712
               1.2404791                       10.140603
               1.2459438                       10.342851
               1.2514085                       10.409112
               1.2568731                       10.334073
               1.2623378                       10.123379
               1.2678025                       9.7938434
               1.2732671                       9.3738484
               1.2787318                       8.9036855
               1.2841965                       8.4351108
               1.2896611                       8.0285585
               1.2951258                       7.7456774
               1.3005905                       7.6359491
               1.3060551                       7.7211611
               1.3115198                        7.987141
               1.3169845                       8.3892331
               1.3224491                       8.8670466
               1.3279138                       9.3587535
               1.3333785                       9.8097906
               1.3388431                       10.176486
               1.3443078                       10.426926
               1.3497724                       10.540814
               1.3552371                       10.509167
               1.3607018                       10.334192
               1.3661664                       10.029436
               1.3716311                       9.6201963
               1.3770958                       9.1440167
               1.3825604                       8.6507525
               1.3880251                       8.2008692
               1.3934898                       7.8596306
               1.3989544                       7.6849314
               1.4044191                       7.7105138
               1.4098838                       7.9333836
               1.4153484                       8.3150237
               1.4208131                       8.7953229
               1.4262778                       9.3089134
               1.4317424                       9.7962126
               1.4372071                        10.20842
               1.4426718                        10.50889
               1.4481364                       10.673061
               1.4536011                       10.688074
               1.4590658                       10.552547
               1.4645304                       10.276642
               1.4699951                        9.882442
               1.4754598                       9.4045507
               1.4809244                       8.8905295
               1.4863891                       8.4001275
               1.4918538                       8.0011019
               1.4973184                       7.7587389
               1.5027831                       7.7187841
               1.5082478                       7.8909732
               1.5137124                       8.2450472
               1.5191771                       8.7225975
               1.5246418                       9.2551156
               1.5301064                       9.7777719
               1.5355711                       10.236212
               1.5410357                       10.588653
               1.5465004                       10.805943
               1.5519651                       10.871102
               1.5574297                       10.778977
               1.5628944                       10.536204
               1.5683591                       10.161528
               1.5738237                       9.6864322
               1.5792884                       9.1558516
               1.5847531                       8.6281555
               1.5902177                       8.1724964
               1.5956824                       7.8603376
               1.6011471                       7.7490762
               1.6066117                       7.8625038
               1.6120764                       8.1809695
               1.6175411                         8.64961
               1.6230057                       9.1974329
               1.6284704                       9.7541815
               1.6339351                       10.259466
               1.6393997                        10.66588
               1.6448644                        10.93929
               1.6503291                       11.058302
               1.6557937                       11.013774
               1.6612584                       10.808652
               1.6667231                       10.458202
               1.6721877                       9.9906273
               1.6776524                       9.4479502
               1.6831171                       8.8865858
               1.6885817                       8.3760481
               1.6940464                       7.9926332
               1.6995111                       7.8046254
               1.7049757                       7.8508415
               1.7104404                       8.1247276
               1.7159051                       8.5772836
               1.7213697                       9.1360413
               1.7268344                       9.7252255
               1.7322991                        10.27787
               1.7377637                       10.740371
               1.7432284                       11.073139
                1.748693                       11.250012
               1.7541577                       11.257599
               1.7596224                       11.094961
                1.765087                       10.773729
               1.7705517                       10.318666
               1.7760164                       9.7686361
                1.781481                       9.1776062
               1.7869457                       8.6145023
               1.7924104                       8.1590413
                1.797875                       7.8892437
               1.8033397                       7.8594477
               1.8088044                       8.0787054
                1.814269                       8.5067248
               1.8197337                       9.0710479
               1.8251984                       9.6904464
                1.830663                       10.290784
               1.8361277                       10.811566
               1.8415924                        11.20718
                1.847057                       11.446265
               1.8525217                       11.510866
               1.8579864                        11.39593
                1.863451                       11.109272
               1.8689157                       10.672056
               1.8743804                       10.119766
                1.879845                       9.5035055
               1.8853097                       8.8907676
               1.8907744                       8.3632744
                1.896239                       8.0072902
               1.9017037                       7.8925825
               1.9071684                       8.0461441
                1.912633                       8.4397585
               1.9180977                       9.0030908
               1.9235624                       9.6497853
                1.929027                       10.297902
               1.9344917                       10.879239
               1.9399564                       11.341462
                1.945421                       11.647492
               1.9508857                       11.774435
               1.9563503                       11.712845
                1.961815                       11.466517
               1.9672797                       11.052835
               1.9727443                       10.503707
                1.978209                       9.8670199
               1.9836737                       9.2081008
               1.9891383                       8.6093223
                1.994603                        8.163449
               2.0000677                       7.9549453
               2.0055323                       8.0306886
                2.010997                       8.3783698
               2.0164617                        8.932681
               2.0219263                       9.6028639
                2.027391                       10.298533
               2.0328557                       10.942794
               2.0383203                       11.475742
                2.043785                       11.853943
               2.0492497                       12.049108
               2.0547143                       12.047068
                2.060179                       11.847352
               2.0656437                       11.463371
               2.0711083                       10.923262
                2.076573                       10.271395
               2.0820377                       9.5703097
               2.0875023                       8.9017801
                2.092967                       8.3631736
               2.0984317                       8.0522625
               2.1038963                        8.037107
                2.109361                       8.3254482
               2.1148257                       8.8608753
               2.1202903                        9.549565
                2.125755                       10.292095
               2.1312197                       11.001709
               2.1366843                       11.609879
                2.142149                       12.066038
               2.1476137                       12.335943
               2.1530783                       12.400308
                2.158543                       12.254103
               2.1640076                       11.906544
               2.1694723                       11.381797
                2.174937                       10.720455
               2.1804016                       9.9817533
               2.1858663                       9.2457584
                2.191331                       8.6125017
               2.1967956                       8.1910764
               2.2022603                       8.0711377
                2.207725                       8.2846559
               2.2131896                       8.7890936
               2.2186543                       9.4897984
                2.224119                       10.277875
               2.2295836                       11.055319
               2.2350483                        11.74367
                2.240513                       12.284257
               2.2459776                       12.636209
               2.2514423                       12.774639
                2.256907                        12.68961
               2.2623716                       12.385884
               2.2678363                       11.883442
                2.273301                       11.218862
               2.2787656                        10.44765
               2.2842303                       9.6472166
                2.289695                       8.9183793
               2.2951596                       8.3790873
               2.3006243                       8.1399206
                2.306089                       8.2608926
               2.3115536                       8.7194801
               2.3170183                       9.4237196
                2.322483                       10.255153
               2.3279476                       11.102892
               2.3334123                       11.876908
                2.338877                        12.50921
               2.3443416                       12.951457
               2.3498063                       13.172583
                2.355271                       13.157325
               2.3607356                       12.905679
               2.3662003                       12.433201
               2.3716649                       11.772227
               2.3771296                       10.974182
               2.3825943                       10.113031
               2.3880589                       9.2886598
               2.3935236                       8.6251015
               2.3989883                       8.2520197
               2.4044529                       8.2604015
               2.4099176                       8.6549383
               2.4153823                       9.3516302
               2.4208469                       10.223019
               2.4263116                       11.143446
               2.4317763                       12.009238
               2.4372409                       12.741543
               2.4427056                       13.283507
               2.4481703                       13.597168
               2.4536349                       13.661435
               2.4590996                       13.471168
               2.4645643                       13.037219
               2.4700289                       12.387444
               2.4754936                       11.568889
               2.4809583                       10.651448
               2.4864229                       9.7325642
               2.4918876                       8.9394838
               2.4973523                       8.4179781
               2.5028169                       8.2914746
               2.5082816                        8.599764
               2.5137463                        9.274387
               2.5192109                        10.18061
               2.5246756                       11.175899
               2.5301403                       12.140295
               2.5356049                       12.982098
               2.5410696                       13.634622
               2.5465343                       14.052134
               2.5519989                       14.207102
               2.5574636                       14.088801
               2.5629283                       13.703051
               2.5683929                       13.072969
               2.5738576                       12.240958
               2.5793222                       11.272342
               2.5847869                       10.260884
               2.5902516                       9.3342671
               2.5957162                       8.6504659
               2.6011809                       8.3648178
               2.6066456                       8.5600383
               2.6121102                       9.1935861
               2.6175749                       10.127129
               2.6230396                       11.199065
               2.6285042                       12.269753
               2.6339689                       13.232054
               2.6394336                       14.007768
               2.6448982                       14.542301
               2.6503629                       14.800927
               2.6558276                       14.766802
               2.6612922                       14.440309
               2.6667569                       13.839529
               2.6722216                       13.001962
               2.6776862                        11.98798
               2.6831509                       10.886681
               2.6886156                       9.8236973
               2.6940802                       8.9647106
               2.6995449                       8.4941052
               2.7050096                       8.5441563
               2.7104742                        9.111697
               2.7159389                       10.061615
               2.7214036                       11.211276
               2.7268682                       12.396962
               2.7323329                       13.492653
               2.7377976                       14.406451
               2.7432622                       15.073527
               2.7487269                       15.451045
               2.7541916                        15.51538
               2.7596562                       15.260991
               2.7651209                       14.700563
               2.7705855                       13.866421
               2.7760502                        12.81367
               2.7815149                        11.62602
               2.7869795                       10.424964
               2.7924442                       9.3792321
               2.7979089                       8.6970396
               2.8033735                       8.5641733
               2.8088382                       9.0330801
               2.8143029                       9.9835026
               2.8197675                       11.210749
               2.8252322                       12.521324
               2.8306969                        13.76568
               2.8361615                       14.835334
               2.8416262                       15.653474
               2.8470909                       16.168014
               2.8525555                       16.347739
               2.8580202                       16.180584
               2.8634849                       15.673395
               2.8689495                       14.853002
               2.8744142                       13.768974
               2.8798789                       12.499113
               2.8853435                       11.159163
               2.8908082                       9.9165145
               2.8962729                       8.9960658
               2.9017375                       8.6368371
               2.9072022                       8.9645948
               2.9126669                       9.8925134
               2.9181315                       11.195164
               2.9235962                       12.641923
               2.9290609                       14.053292
               2.9345255                       15.300319
               2.9399902                       16.291945
               2.9454549                       16.965412
               2.9509195                       17.280913
               2.9563842                       17.219114
               2.9618489                       16.780468
               2.9673135                       15.985914
               2.9727782                        14.87921
               2.9782428                       13.531896
               2.9837075                       12.052831
               2.9891722                       10.604331
               2.9946368                        9.419704
               3.0001015                       8.7855354
               3.0055662                       8.9172956
               3.0110308                       9.7893085
               3.0164955                       11.161784
               3.0219602                       12.757652
               3.0274248                       14.358408
               3.0328895                       15.809271
               3.0383542                       17.001963
               3.0438188                       17.861244
               3.0492835                       18.337477
               3.0547482                       18.403128
               3.0602128                       18.051546
               3.0656775                       17.297275
               3.0711422                       16.177935
               3.0766068                       14.758544
               3.0820715                       13.140372
               3.0875362                       11.477814
               3.0930008                       10.004264
               3.0984655                       9.0426261
               3.1039302                       8.9087614
               3.1093948                        9.676265
               3.1148595                       11.107284
               3.1203242                       12.867042
               3.1257888                       14.684933
               3.1312535                       16.372759
               3.1367182                       17.801043
               3.1421828                       18.879746
               3.1476475                       19.547837
               3.1531122                       19.768405
               3.1585768                       19.526786
               3.1640415                       18.830456
               3.1695062                       17.710466
               3.1749708                       16.225076
               3.1804355                       14.467602
               3.1859001                       12.582643
               3.1913648                       10.796379
               3.1968295                       9.4524103
               3.2022941                       8.9667195
               3.2077588                       9.5589885
               3.2132235                       11.027621
               3.2186881                       12.968072
               3.2241528                       15.038215
               3.2296175                       17.005355
               3.2350821                       18.713351
               3.2405468                       20.054364
               3.2460115                       20.953977
               3.2514761                       21.364401
               3.2569408                       21.261765
               3.2624055                        20.64557
               3.2678701                        19.53969
               3.2733348                       17.995331
               3.2787995                       16.097704
               3.2842641                       13.980655
               3.2897288                       11.857665
               3.2951935                       10.075595
               3.3006581                       9.1350062
               3.3061228                       9.4495582
               3.3115875                       10.918187
               3.3170521                       13.058002
               3.3225168                       15.425827
               3.3279815                       17.727682
               3.3334461                        19.77309
               3.3389108                       21.432434
               3.3443755                       22.615344
               3.3498401                       23.261198
               3.3553048                       23.335335
               3.3607695                       22.828028
               3.3662341                       21.755085
               3.3716988                       20.160194
               3.3771635                       18.120386
               3.3826281                       15.758527
               3.3880928                        13.27212
               3.3935574                       10.995273
               3.3990221                       9.4818011
               3.4044868                       9.3722491
               3.4099514                       10.773992
               3.4154161                       13.132885
               3.4208808                       15.858792
               3.4263454                       18.569907
               3.4318101                       21.030296
               3.4372748                       23.083221
               3.4427394                       24.618988
               3.4482041                       25.561539
               3.4536688                       25.863271
               3.4591334                       25.503461
               3.4645981                       24.488527
               3.4700628                       22.853842
               3.4755274                       20.668083
               3.4809921                       18.043392
               3.4864568                       15.160131
               3.4919214                       12.327907
               3.4973861                       10.112177
               3.5028508                       9.3752864
               3.5083154                       10.591049
               3.5137801                       13.187021
               3.5192448                       16.353972
               3.5247094                       19.578067
               3.5301741                       22.561232
               3.5356388                       25.112277
               3.5411034                       27.097653
               3.5465681                        28.42232
               3.5520328                       29.022695
               3.5574974                       28.864485
               3.5629621                       27.942682
               3.5684268                        26.28298
               3.5738914                       23.945174
               3.5793561                       21.031084
               3.5848208                       17.704451
               3.5902854                       14.244359
               3.5957501                       11.186828
               3.6012147                       9.5532133
               3.6066794                       10.370035
               3.6121441                       13.211462
               3.6176087                       16.938056
               3.6230734                       20.825509
               3.6285381                       24.487493
               3.6340027                       27.688069
               3.6394674                       30.263587
               3.6449321                       32.094972
               3.6503967                       33.098206
               3.6558614                       33.221509
               3.6613261                       32.445199
               3.6667907                         30.7829
               3.6722554                       28.284233
               3.6777201                       25.040804
               3.6831847                       21.201252
               3.6886494                       17.013646
               3.6941141                        12.95555
               3.6995787                       10.089552
               3.7050434                       10.128472
               3.7105081                       13.191769
               3.7159727                       17.656273
               3.7214374                       22.436677
               3.7269021                       27.015332
               3.7323667                       31.096717
               3.7378314                       34.478114
               3.7432961                       37.008844
               3.7487607                       38.577492
               3.7542254                       39.108476
               3.7596901                       38.561963
               3.7651547                       36.935154
               3.7706194                       34.264616
               3.7760841                       30.630789
               3.7815487                       26.168783
               3.7870134                       21.099178
               3.7924781                       15.830365
               3.7979427                       11.333235
               3.8034074                       9.9386075
                3.808872                       13.103165
               3.8143367                        18.59183
               3.8198014                       24.640381
                3.825266                       30.523997
               3.8307307                       35.865557
               3.8361954                       40.409651
                 3.84166                       43.961748
               3.8471247                       46.371283
               3.8525894                       47.527784
                3.858054                       47.361254
               3.8635187                       45.843979
               3.8689834                       42.993021
                3.874448                       38.873895
               3.8799127                       33.608111
               3.8853774                       27.393778
                3.890842                       20.575925
               3.8963067                       13.946384
               3.9017714                       10.051875
                3.907236                       12.899347
               3.9127007                       19.915225
               3.9181654                       27.905352
                 3.92363                        35.79175
               3.9290947                       43.081805
               3.9345594                       49.444832
                3.940024                       54.620381
               3.9454887                       58.396484
               3.9509534                       60.605944
                3.956418                       61.127946
               3.9618827                       59.891234
               3.9673474                       56.877623
                3.972812                        52.12589
               3.9782767                       45.737483
               3.9837414                       37.889552
                3.989206                       28.877418
               3.9946707                       19.304161
               4.0001354                       11.306176
                  4.0056                       12.485031
               4.0110647                       22.036517
               4.0165293                       33.358169
                4.021994                         44.6989
               4.0274587                       55.395951
               4.0329233                       65.000412
                4.038388                       73.139526
               4.0438527                        79.49044
               4.0493173                       83.778121
                4.054782                       85.779777
               4.0602467                       85.331012
               4.0657113                       82.332119
                4.071176                       76.754116
               4.0766407                       68.645066
               4.0821053                       58.139381
                 4.08757                       45.481137
               4.0930347                        31.11978
               4.0984993                        16.40485
                4.103964                       11.654453
               4.1094287                       26.236764
               4.1148933                       44.524219
                4.120358                       63.213141
               4.1258227                        81.37996
               4.1312873                       98.360204
                4.136752                       113.54986
               4.1422167                        126.3772
               4.1476813                       136.30432
                4.153146                       142.83615
               4.1586107                       145.53146
               4.1640753                       144.01409
                 4.16954                       137.98372
               4.1750047                       127.22609
               4.1804693                       111.62334
                4.185934                       91.168473
               4.1913987                       66.003209
               4.1968633                       36.645646
                4.202328                       10.627557
               4.2077926                       39.329404
               4.2132573                       80.619577
                4.218722                       125.42907
               4.2241866                       172.75739
               4.2296513                       221.83929
                4.235116                       271.90887
               4.2405806                        322.1771
               4.2460453                       371.83775
                 4.25151                       420.08018
               4.2569746                       466.10422
               4.2624393                       509.13584
                4.267904                       548.44259
               4.2733686                       583.34854
               4.2788333                       613.24818
                4.284298                       637.61894
               4.2897626                        656.0321
               4.2952273                       668.16178
                4.300692                        673.7918
               4.3061566                       672.82022
               4.3116213                       665.26161
                4.317086                       651.24673
               4.3225506                       631.01989
               4.3280153                       604.93384
                 4.33348                       573.44254
               4.3389446                       537.09165
               4.3444093                       496.50732
                4.349874                        452.3833
               4.3553386                       405.46675
               4.3608033                       356.54315
                4.366268                       306.42074
               4.3717326                       255.91503
               4.3771973                       205.83436
                4.382662                       156.96889
               4.3881266                       110.09122
               4.3935913                        66.01436
                4.399056                       26.273214
               4.4045206                       17.613953
               4.4099853                       48.332485
               4.4154499                       76.679328
               4.4209146                       100.54765
               4.4263793                       119.59689
               4.4318439                       133.73364
               4.4373086                       142.99737
               4.4427733                       147.53473
               4.4482379                       147.58724
               4.4537026                        143.4812
               4.4591673                       135.61733
               4.4646319                       124.45987
               4.4700966                       110.52542
               4.4755613                         94.3726
               4.4810259                       76.595498
               4.4864906                       57.830815
               4.4919553                       38.825293
               4.4974199                       20.918566
               4.5028846                       11.414852
               4.5083493                       22.441731
               4.5138139                       37.608646
               4.5192786                       51.757686
               4.5247433                        63.99572
               4.5302079                       73.942609
               4.5356726                        81.38336
               4.5411373                       86.206391
               4.5466019                       88.385861
               4.5520666                       87.973457
               4.5575313                       85.092184
               4.5629959                       79.930266
               4.5684606                       72.735001
               4.5739253                       63.807437
               4.5793899                       53.500689
               4.5848546                       42.230898
               4.5903193                       30.536693
               4.5957839                       19.380448
               4.6012486                       11.932438
               4.6067133                       15.006009
               4.6121779                       24.134407
               4.6176426                        33.84785
               4.6231072                       42.760737
               4.6285719                       50.372957
               4.6340366                       56.415292
               4.6395012                       60.725742
               4.6449659                        63.21746
               4.6504306                       63.867755
               4.6558952                       62.712748
               4.6613599                       59.843563
               4.6668246                       55.403064
               4.6722892                       49.583644
               4.6777539                       42.628401
               4.6832186                        34.84292
               4.6886832                       26.642591
               4.6941479                        18.73788
               4.6996126                       12.874474
               4.7050772                       12.683027
               4.7105419                       17.973182
               4.7160066                        24.91875
               4.7214712                       31.776176
               4.7269359                       37.903776
               4.7324006                       42.984204
               4.7378652                       46.829122
               4.7433299                        49.32579
               4.7487946                       50.419562
               4.7542592                       50.106932
               4.7597239                       48.431979
               4.7651886                       45.484212
               4.7706532                       41.397739
               4.7761179                       36.353541
               4.7815826                       30.590207
               4.7870472                       24.439636
               4.7925119                       18.441798
               4.7979766                       13.692762
               4.8034412                       12.247735
               4.8089059                       14.991441
               4.8143706                       19.905942
               4.8198352                       25.274007
               4.8252999                       30.325472
               4.8307645                       34.686528
               4.8362292                       38.142589
               4.8416939                       40.562359
               4.8471585                       41.871814
               4.8526232                       42.044196
               4.8580879                       41.095643
               4.8635525                       39.083153
               4.8690172                       36.104233
               4.8744819                       32.299328
               4.8799465                       27.860849
               4.8854112                        23.05936
               4.8908759                       18.315547
               4.8963405                       14.377445
               4.9018052                       12.507717
               4.9072699                       13.649197
               4.9127345                       16.992848
               4.9181992                       21.172788
               4.9236639                       25.365534
               4.9291285                        29.14346
               4.9345932                       32.263373
               4.9400579                       34.576282
               4.9455225                       35.992929
               4.9509872                       36.470052
               4.9564519                        36.00455
               4.9619165                        34.63101
               4.9673812                       32.421291
               4.9728459                       29.486644
               4.9783105                       25.984923
               4.9837752                       22.139462
               4.9892399                       18.284755
               4.9947045                        14.96176
               5.0001692                       13.006335
               5.0056339                       13.191577
               5.0110985                       15.337822
               5.0165632                       18.529523
               5.0220279                       21.993454
               5.0274925                       25.268763
               5.0329572                       28.085144
               5.0384218                       30.275879
               5.0438865                       31.737899
               5.0493512                       32.414503
               5.0548158                       32.287773
               5.0602805                       31.375334
               5.0657452                       29.729563
               5.0712098                       27.439163
               5.0766745                       24.634675
               5.0821392                       21.501909
               5.0876038                       18.311233
               5.0930685                       15.470828
               5.0985332                       13.569079
               5.1039978                       13.204153
               5.1094625                       14.471593
               5.1149272                       16.840872
               5.1203918                        19.66825
               5.1258565                       22.493557
               5.1313212                        25.02702
               5.1367858                       27.085552
               5.1422505                       28.553114
               5.1477152                       29.361136
               5.1531798                       29.479321
               5.1586445                       28.911506
               5.1641092                       27.694318
               5.1695738                       25.898113
               5.1750385                       23.630987
               5.1805032                        21.04822
               5.1859678                       18.371192
               5.1914325                       15.918023
               5.1968972                       14.123995
               5.2023618                       13.451574
               5.2078265                         14.0963
               5.2132912                       15.796304
               5.2187558                       18.067235
               5.2242205                       20.484126
               5.2296852                       22.750588
               5.2351498                       24.670768
               5.2406145                        26.11689
               5.2460791                       27.009585
               5.2515438                       27.307637
               5.2570085                       27.003026
               5.2624731                       26.118992
               5.2679378                       24.710306
               5.2734025                       22.866033
               5.2788671                        20.71608
               5.2843318                        18.44351
               5.2897965                       16.302712
               5.2952611                       14.629363
               5.3007258                       13.788746
               5.3061905                       14.001512
               5.3116551                       15.172852
               5.3171198                       16.967148
               5.3225845                       19.017716
               5.3280491                       21.035689
               5.3335138                         22.8178
               5.3389785                       24.226409
               5.3444431                       25.172283
               5.3499078                       25.604188
               5.3553725                       25.503372
               5.3608371                       24.881083
               5.3663018                       23.778239
               5.3717665                       22.267179
               5.3772311                       20.456162
               5.3826958                       18.497581
               5.3881605                        16.59937
               5.3936251                       15.030626
               5.3990898                       14.090627
               5.4045545                        14.00025
               5.4100191                       14.764396
               5.4154838                       16.166342
               5.4209485                       17.903863
               5.4264131                       19.705277
               5.4318778                       21.364658
               5.4373424                       22.736138
               5.4428071                        23.72105
               5.4482718                       24.258223
               5.4537364                       24.318216
               5.4592011                       23.900406
               5.4646658                       23.032139

