        s / mm                Z/real
              -127.60411                  -3.0731613e-11
              -127.05195                  -3.7558068e-11
               -126.4998                  -4.5861454e-11
              -125.94765                  -5.5952531e-11
              -125.39549                  -6.8205718e-11
              -124.84334                  -8.3071461e-11
              -124.29119                  -1.0109108e-10
              -123.73904                  -1.2291447e-10
              -123.18688                  -1.4932123e-10
              -122.63473                  -1.8124588e-10
              -122.08258                  -2.1980781e-10
              -121.53042                  -2.6634637e-10
              -120.97827                  -3.2246264e-10
              -120.42612                  -3.9006884e-10
              -119.87396                  -4.7144596e-10
              -119.32181                  -5.6931269e-10
              -118.76966                  -6.8690759e-10
               -118.2175                  -8.2808405e-10
              -117.66535                  -9.9742226e-10
               -117.1132                  -1.2003626e-09
              -116.56105                  -1.4433599e-09
              -116.00889                  -1.7340653e-09
              -115.45674                  -2.0815389e-09
              -114.90459                  -2.4965034e-09
              -114.35243                  -2.9916344e-09
              -113.80028                  -3.5818985e-09
              -113.24813                   -4.284957e-09
              -112.69597                  -5.1216312e-09
              -112.14382                  -6.1164383e-09
              -111.59167                  -7.2982254e-09
              -111.03951                   -8.700903e-09
              -110.48736                  -1.0364293e-08
              -109.93521                  -1.2335129e-08
              -109.38305                  -1.4668178e-08
               -108.8309                  -1.7427571e-08
              -108.27875                   -2.068836e-08
               -107.7266                  -2.4538254e-08
              -107.17444                  -2.9079662e-08
              -106.62229                  -3.4432085e-08
              -106.07014                  -4.0734814e-08
              -105.51798                  -4.8150048e-08
              -104.96583                  -5.6866371e-08
              -104.41368                  -6.7103088e-08
              -103.86152                   -7.911484e-08
              -103.30937                  -9.3196921e-08
              -102.75722                  -1.0969162e-07
              -102.20506                  -1.2899517e-07
              -101.65291                  -1.5156596e-07
              -101.10076                   -1.779336e-07
              -100.54861                  -2.0870949e-07
              -99.996453                  -2.4459898e-07
              -99.444299                  -2.8641457e-07
              -98.892146                  -3.3509164e-07
              -98.339993                  -3.9170599e-07
               -97.78784                  -4.5749332e-07
              -97.235687                  -5.3387192e-07
              -96.683534                   -6.224686e-07
              -96.131381                  -7.2514655e-07
              -95.579228                   -8.440381e-07
              -95.027075                   -9.815807e-07
              -94.474922                  -1.1405591e-06
              -93.922769                  -1.3241509e-06
              -93.370616                  -1.5359773e-06
              -92.818462                  -1.7801638e-06
              -92.266309                  -2.0614041e-06
              -91.714156                  -2.3850298e-06
              -91.162003                  -2.7570972e-06
               -90.60985                  -3.1844765e-06
              -90.057697                  -3.6749504e-06
              -89.505544                  -4.2373313e-06
              -88.953391                  -4.8815855e-06
              -88.401238                  -5.6189721e-06
              -87.849085                  -6.4621992e-06
              -87.296932                  -7.4255969e-06
              -86.744779                  -8.5252983e-06
              -86.192625                  -9.7794614e-06
              -85.640472                  -1.1208503e-05
              -85.088319                  -1.2835351e-05
              -84.536166                  -1.4685719e-05
              -83.984013                  -1.6788413e-05
               -83.43186                  -1.9175687e-05
              -82.879707                  -2.1883628e-05
              -82.327554                  -2.4952553e-05
              -81.775401                   -2.842743e-05
              -81.223248                  -3.2358397e-05
              -80.671095                  -3.6801309e-05
              -80.118942                  -4.1818295e-05
              -79.566788                  -4.7478417e-05
              -79.014635                  -5.3858307e-05
              -78.462482                  -6.1042965e-05
              -77.910329                  -6.9126602e-05
              -77.358176                  -7.8213435e-05
              -76.806023                   -8.841863e-05
               -76.25387                  -9.9869383e-05
              -75.701717                  -0.00011270606
              -75.149564                  -0.00012708329
              -74.597411                  -0.00014317125
              -74.045258                  -0.00016115701
              -73.493105                    -0.000181246
              -72.940951                  -0.00020366369
              -72.388798                  -0.00022865704
              -71.836645                  -0.00025649634
              -71.284492                   -0.0002874772
              -70.732339                  -0.00032192236
              -70.180186                  -0.00036018381
              -69.628033                  -0.00040264524
               -69.07588                  -0.00044972409
              -68.523727                  -0.00050187407
              -67.971574                  -0.00055958814
              -67.419421                  -0.00062340029
              -66.867267                  -0.00069388905
              -66.315114                  -0.00077168092
              -65.762961                  -0.00085745224
              -65.210808                  -0.00095193292
              -64.658655                   -0.0010559103
              -64.106502                   -0.0011702316
              -63.554349                   -0.0012958073
              -63.002196                   -0.0014336148
              -62.450043                   -0.0015847035
               -61.89789                   -0.0017501985
              -61.345737                   -0.0019313005
              -60.793584                   -0.0021292924
               -60.24143                   -0.0023455437
              -59.689277                   -0.0025815125
              -59.137124                   -0.0028387517
              -58.584971                     -0.00311891
              -58.032818                   -0.0034237366
              -57.480665                   -0.0037550836
              -56.928512                   -0.0041149103
              -56.376359                   -0.0045052859
              -55.824206                   -0.0049283945
              -55.272053                    -0.005386535
                -54.7199                   -0.0058821213
              -54.167747                   -0.0064176882
              -53.615593                   -0.0069958911
               -53.06344                   -0.0076195129
              -52.511287                    -0.008291455
              -51.959134                    -0.009014738
              -51.406981                   -0.0097925116
              -50.854828                    -0.010628045
              -50.302675                    -0.011524722
              -49.750522                    -0.012486048
              -49.198369                    -0.013515644
              -48.646216                    -0.014617228
              -48.094063                    -0.015794631
               -47.54191                    -0.017051788
              -46.989756                     -0.01839271
              -46.437603                    -0.019821476
               -45.88545                    -0.021342265
              -45.333297                    -0.022959331
              -44.781144                    -0.024676923
              -44.228991                    -0.026499346
              -43.676838                    -0.028430954
              -43.124685                    -0.030476082
              -42.572532                    -0.032639053
              -42.020379                    -0.034924159
              -41.468226                    -0.037335652
              -40.916073                     -0.03987771
              -40.363919                    -0.042554385
              -39.811766                    -0.045369644
              -39.259613                    -0.048327295
               -38.70746                    -0.051430992
              -38.155307                    -0.054684185
              -37.603154                    -0.058090061
              -37.051001                    -0.061651576
              -36.498848                    -0.065371426
              -35.946695                    -0.069251922
              -35.394542                    -0.073295034
              -34.842389                      -0.0775024
              -34.290236                    -0.081875183
              -33.738082                     -0.08641407
              -33.185929                     -0.09111931
              -32.633776                    -0.095990623
              -32.081623                     -0.10102709
               -31.52947                     -0.10622726
              -30.977317                     -0.11158909
              -30.425164                     -0.11710977
              -29.873011                     -0.12278584
              -29.320858                     -0.12861316
              -28.768705                     -0.13458676
              -28.216552                     -0.14070091
              -27.664398                      -0.1469491
              -27.112245                     -0.15332389
              -26.560092                     -0.15981708
              -26.007939                     -0.16641959
              -25.455786                     -0.17312139
              -24.903633                     -0.17991151
               -24.35148                     -0.18677811
              -23.799327                      -0.1937085
              -23.247174                     -0.20068903
              -22.695021                     -0.20770504
              -22.142868                     -0.21474102
              -21.590715                     -0.22178059
              -21.038561                     -0.22880631
              -20.486408                     -0.23580003
              -19.934255                     -0.24274284
              -19.382102                     -0.24961482
              -18.829949                     -0.25639511
              -18.277796                      -0.2630624
              -17.725643                     -0.26959478
               -17.17349                     -0.27596948
              -16.621337                     -0.28216316
              -16.069184                     -0.28815183
              -15.517031                     -0.29391121
              -14.964878                     -0.29941664
              -14.412724                      -0.3046431
              -13.860571                     -0.30956518
              -13.308418                      -0.3141573
              -12.756265                     -0.31839397
              -12.204112                     -0.32224974
              -11.651959                     -0.32569939
              -11.099806                     -0.32871748
              -10.547653                     -0.33127912
              -9.9954998                      -0.3333599
              -9.4433467                     -0.33493581
              -8.8911936                     -0.33598357
              -8.3390405                     -0.33648047
              -7.7868875                     -0.33640474
              -7.2347344                     -0.33573571
              -6.6825813                     -0.33445361
              -6.1304282                     -0.33253963
              -5.5782751                     -0.32997631
               -5.026122                      -0.3267479
              -4.4739689                     -0.32283986
              -3.9218159                     -0.31823918
              -3.3696628                     -0.31293463
              -2.8175097                     -0.30691643
              -2.2653566                     -0.30017695
              -1.7132035                     -0.29271028
              -1.1610504                     -0.28451263
             -0.60889736                     -0.27558232
            -0.056744272                     -0.26591946
              0.49540881                     -0.25552634
               1.0475619                     -0.24440786
                1.599715                      -0.2325709
               2.1518681                     -0.22002449
               2.7040211                     -0.20678014
               3.2561742                     -0.19285152
               3.8083273                     -0.17825459
               4.3604804                      -0.1630077
               4.9126335                     -0.14713153
               5.4647866                     -0.13064911
               6.0169397                     -0.11358525
               6.5690927                    -0.095967266
               7.1212458                    -0.077824866
               7.6733989                    -0.059189338
                8.225552                    -0.040094056
               8.7777051                    -0.020574563
               9.3298582                  -0.00066821833
               9.8820112                     0.019586196
               10.434164                     0.040147943
               10.986317                     0.060974707
               11.538471                     0.082022977
               12.090624                      0.10324791
               12.642777                      0.12460367
                13.19493                      0.14604306
               13.747083                      0.16751785
               14.299236                      0.18897957
               14.851389                      0.21037899
               15.403542                      0.23166636
               15.955695                      0.25279145
               16.507848                      0.27370426
               17.060001                      0.29435464
               17.612154                      0.31469239
               18.164308                      0.33466808
               18.716461                      0.35423272
               19.268614                      0.37333763
               19.820767                      0.39193501
                20.37292                      0.40997838
               20.925073                      0.42742227
               21.477226                      0.44422206
               22.029379                      0.46033471
               22.581532                      0.47571897
               23.133685                      0.49033499
               23.685838                      0.50414478
               24.237991                      0.51711235
               24.790145                      0.52920357
               25.342298                       0.5403865
               25.894451                      0.55063127
               26.446604                      0.55991042
               26.998757                      0.56819908
                27.55091                      0.57547477
               28.103063                      0.58171725
               28.655216                       0.5869088
               29.207369                      0.59103465
               29.759522                      0.59408281
               30.311675                      0.59604362
               30.863828                      0.59691011
               31.415982                      0.59667829
               31.968135                      0.59534682
               32.520288                      0.59291685
               33.072441                      0.58939235
               33.624594                      0.58478005
               34.176747                      0.57908927
                 34.7289                      0.57233182
               35.281053                      0.56452205
               35.833206                       0.5556769
               36.385359                      0.54581571
               36.937512                      0.53496012
               37.489665                        0.523134
               38.041819                      0.51036351
               38.593972                      0.49667685
               39.146125                      0.48210419
               39.698278                      0.46667764
               40.250431                       0.4504312
               40.802584                      0.43340057
               41.354737                      0.41562294
                41.90689                      0.39713701
               42.459043                      0.37798284
               43.011196                      0.35820182
               43.563349                      0.33783654
               44.115502                      0.31693052
               44.667656                      0.29552809
               45.219809                      0.27367458
               45.771962                      0.25141603
               46.324115                      0.22879897
               46.876268                      0.20587028
               47.428421                       0.1826773
               47.980574                      0.15926767
               48.532727                      0.13568915
                49.08488                      0.11198953
               49.637033                     0.088216475
               50.189186                     0.064417493
               50.741339                      0.04063998
               51.293493                     0.016930965
               51.845646                   -0.0066630494
               52.397799                    -0.030096048
               52.949952                    -0.053322534
               53.502105                    -0.076297671
               54.054258                    -0.098977361
               54.606411                     -0.12131827
               55.158564                     -0.14327796
               55.710717                     -0.16481494
                56.26287                     -0.18588865
               56.815023                     -0.20645948
               57.367177                     -0.22648895
                57.91933                     -0.24593975
               58.471483                     -0.26477571
               59.023636                     -0.28296183
               59.575789                     -0.30046441
               60.127942                     -0.31725092
               60.680095                     -0.33329015
               61.232248                     -0.34855239
               61.784401                     -0.36300934
               62.336554                     -0.37663395
               62.888707                     -0.38940058
                63.44086                     -0.40128517
               63.993014                     -0.41226512
               64.545167                     -0.42231941
                65.09732                     -0.43142862
               65.649473                      -0.4395748
               66.201626                     -0.44674158
               66.753779                      -0.4529143
               67.305932                     -0.45808002
               67.858085                     -0.46222745
               68.410238                       -0.465347
               68.962391                     -0.46743078
               69.514544                     -0.46847273
               70.066697                     -0.46846867
               70.618851                      -0.4674162
               71.171004                      -0.4653147
               71.723157                     -0.46216542
                72.27531                     -0.45797161
               72.827463                     -0.45273854
               73.379616                     -0.44647337
               73.931769                     -0.43918507
               74.483922                     -0.43088466
               75.036075                     -0.42158541
               75.588228                     -0.41130255
               76.140381                     -0.40005319
               76.692534                     -0.38785652
               77.244688                      -0.3747339
               77.796841                     -0.36070872
               78.348994                     -0.34580648
               78.901147                     -0.33005476
                 79.4533                     -0.31348311
               80.005453                     -0.29612305
               80.557606                     -0.27800818
               81.109759                     -0.25917418
               81.661912                     -0.23965871
               82.214065                     -0.21950123
               82.766218                      -0.1987431
               83.318371                     -0.17742742
               83.870525                     -0.15559914
               84.422678                      -0.1333051
               84.974831                     -0.11059365
               85.526984                    -0.087514434
               86.079137                    -0.064118665
                86.63129                    -0.040459225
               87.183443                    -0.016590171
               87.735596                     0.007433502
               88.287749                     0.031555694
               88.839902                     0.055719207
               89.392055                     0.079866063
               89.944208                      0.10393778
               90.496362                      0.12787529
               91.048515                      0.15161896
               91.600668                      0.17510903
               92.152821                      0.19828583
               92.704974                      0.22108956
               93.257127                      0.24346052
                93.80928                      0.26533966
               94.361433                      0.28666863
               94.913586                      0.30738963
               95.465739                      0.32744554
               96.017892                      0.34678059
               96.570046                      0.36534044
               97.122199                      0.38307192
               97.674352                      0.39992346
               98.226505                      0.41584547
               98.778658                      0.43079026
               99.330811                      0.44471204
               99.882964                      0.45756744
               100.43512                      0.46931571
               100.98727                      0.47991856
               101.53942                      0.48934028
               102.09158                      0.49754814
               102.64373                      0.50451256
               103.19588                      0.51020704
               103.74804                      0.51460828
               104.30019                      0.51769639
               104.85234                      0.51945491
               105.40449                      0.51987096
               105.95665                      0.51893537
                106.5088                      0.51664265
               107.06095                      0.51299107
               107.61311                      0.50798273
               108.16526                      0.50162355
               108.71741                      0.49392342
               109.26957                      0.48489605
               109.82172                      0.47455901
               110.37387                      0.46293368
               110.92603                      0.45004546
               111.47818                      0.43592359
               112.03033                      0.42060086
               112.58248                      0.40411365
               113.13464                      0.38650212
               113.68679                      0.36781005
               114.23894                      0.34808441
                114.7911                      0.32737537
               115.34325                      0.30573642
                115.8954                      0.28322403
               116.44756                      0.25989744
               116.99971                      0.23581864
               117.55186                      0.21105203
               118.10402                      0.18566436
               118.65617                      0.15972458
               119.20832                      0.13330346
               119.76048                      0.10647338
               120.31263                     0.079308416
               120.86478                     0.051883894
               121.41693                      0.02427602
               121.96909                   -0.0034382662
               122.52124                    -0.031181388
               123.07339                    -0.058875392
               123.62555                    -0.086442281
                124.1777                     -0.11380432
               124.72985                     -0.14088425
               125.28201                     -0.16760546
               125.83416                     -0.19389228
               126.38631                     -0.21967016
               126.93847                     -0.24486597
               127.49062                      -0.2694083
               128.04277                     -0.29322771
               128.59492                     -0.31625675
               129.14708                     -0.33843021
               129.69923                     -0.35968554
               130.25138                       -0.379963
               130.80354                     -0.39920565
               131.35569                     -0.41735967
               131.90784                     -0.43437461
                  132.46                     -0.45020343
               133.01215                      -0.4648026
                133.5643                     -0.47813243
               134.11646                       -0.490157
               134.66861                     -0.50084428
               135.22076                     -0.51016643
               135.77291                     -0.51809972
               136.32507                     -0.52462452
               136.87722                     -0.52972542
               137.42937                     -0.53339128
               137.98153                     -0.53561525
               138.53368                     -0.53639488
               139.08583                     -0.53573201
               139.63799                     -0.53363253
               140.19014                     -0.53010661
               140.74229                     -0.52516862
               141.29445                     -0.51883704
                141.8466                     -0.51113435
               142.39875                     -0.50208693
                142.9509                     -0.49172486
               143.50306                      -0.4800819
               144.05521                     -0.46719549
               144.60736                     -0.45310647
               145.15952                     -0.43785881
               145.71167                      -0.4214995
               146.26382                     -0.40407856
               146.81598                      -0.3856488
               147.36813                     -0.36626546
               147.92028                     -0.34598608
               148.47244                     -0.32487042
               149.02459                     -0.30298021
               149.57674                      -0.2803788
               150.12889                     -0.25713114
               150.68105                     -0.23330354
                151.2332                     -0.20896331
               151.78535                     -0.18417855
               152.33751                     -0.15901815
               152.88966                     -0.13355149
               153.44181                      -0.1078481
               153.99397                    -0.081977505
               154.54612                    -0.056009115
               155.09827                    -0.030011908
               155.65043                   -0.0040542746
               156.20258                     0.021796096
               156.75473                     0.047472549
               157.30688                     0.072909615
               157.85904                     0.098042977
               158.41119                      0.12280981
               158.96334                      0.14714913
                159.5155                      0.17100164
               160.06765                      0.19430983
                160.6198                       0.2170183
               161.17196                      0.23907391
               161.72411                      0.26042579
               162.27626                      0.28102541
               162.82842                      0.30082675
               163.38057                      0.31978636
               163.93272                      0.33786338
               164.48487                      0.35501971
               165.03703                      0.37122002
               165.58918                      0.38643174
               166.14133                      0.40062524
               166.69349                      0.41377368
               167.24564                      0.42585301
               167.79779                      0.43684217
               168.34995                      0.44672314
                168.9021                      0.45548067
               169.45425                      0.46310229
               170.00641                      0.46957841
               170.55856                      0.47490236
               171.11071                       0.4790703
               171.66286                      0.48208101
               172.21502                      0.48393587
               172.76717                      0.48463905
               173.31932                      0.48419733
               173.87148                      0.48261989
               174.42363                      0.47991841
               174.97578                      0.47610696
               175.52794                      0.47120183
               176.08009                      0.46522146
               176.63224                      0.45818658
                177.1844                      0.45011994
               177.73655                      0.44104616
                178.2887                      0.43099176
               178.84086                      0.41998511
               179.39301                      0.40805619
               179.94516                      0.39523654
               180.49731                      0.38155927
               181.04947                        0.367059
               181.60162                      0.35177155
               182.15377                      0.33573395
               182.70593                      0.31898448
               183.25808                      0.30156248
               183.81023                      0.28350821
               184.36239                      0.26486283
               184.91454                      0.24566838
               185.46669                      0.22596758
               186.01885                      0.20580373
                 186.571                      0.18522082
               187.12315                      0.16426335
                187.6753                      0.14297618
               188.22746                      0.12140452
               188.77961                     0.099593914
               189.33176                     0.077590093
               189.88392                     0.055438926
               190.43607                     0.033186472
               190.98822                     0.010878808
               191.54038                    -0.011438148
               192.09253                    -0.033718591
               192.64468                    -0.055916759
               193.19684                    -0.077986998
               193.74899                    -0.099883975
               194.30114                     -0.12156283
               194.85329                     -0.14297908
               195.40545                     -0.16408854
                195.9576                     -0.18484748
               196.50975                     -0.20521275
               197.06191                     -0.22514191
               197.61406                     -0.24459317
               198.16621                     -0.26352538
               198.71837                     -0.28189814
               199.27052                     -0.29967195
               199.82267                     -0.31680819
               200.37483                     -0.33326922
               200.92698                     -0.34901843
               201.47913                     -0.36402023
               202.03128                     -0.37824021
               202.58344                     -0.39164525
               203.13559                     -0.40420351
               203.68774                     -0.41588446
                204.2399                       -0.426659
               204.79205                     -0.43649953
                205.3442                     -0.44538007
               205.89636                      -0.4532763
               206.44851                     -0.46016561
               207.00066                     -0.46602721
               207.55282                     -0.47084212
               208.10497                     -0.47459329
               208.65712                     -0.47726576
               209.20927                     -0.47884673
               209.76143                     -0.47932547
               210.31358                     -0.47869343
               210.86573                     -0.47694435
               211.41789                     -0.47407441
               211.97004                     -0.47008223
               212.52219                     -0.46496885
               213.07435                     -0.45873777
                213.6265                     -0.45139512
               214.17865                     -0.44294961
               214.73081                     -0.43341263
               215.28296                     -0.42279824
               215.83511                     -0.41112317
               216.38726                     -0.39840683
               216.93942                     -0.38467138
               217.49157                     -0.36994172
               218.04372                     -0.35424548
               218.59588                       -0.337613
               219.14803                     -0.32007715
               219.70018                     -0.30167354
               220.25234                     -0.28244048
               220.80449                     -0.26241872
               221.35664                     -0.24165138
                221.9088                     -0.22018416
               222.46095                     -0.19806519
                223.0131                     -0.17534473
               223.56525                     -0.15207504
               224.11741                     -0.12831052
               224.66956                     -0.10410765
               225.22171                    -0.079524667
               225.77387                    -0.054621303
               226.32602                     -0.02945885
               226.87817                   -0.0041000921
               227.43033                     0.021390989
               227.98248                     0.046949434
               228.53463                     0.072509413
               229.08679                      0.09800442
               229.63894                      0.12336741
               230.19109                      0.14853094
               230.74325                      0.17342748
                231.2954                      0.19798975
               231.84755                      0.22215061
                232.3997                      0.24584328
               232.95186                      0.26900179
               233.50401                      0.29156118
               234.05616                      0.31345743
               234.60832                       0.3346278
               235.16047                      0.35501116
               235.71262                      0.37454806
               236.26478                      0.39318091
               236.81693                      0.41085433
               237.36908                      0.42751516
               237.92124                      0.44311272
               238.47339                      0.45759907
               239.02554                        0.470929
               239.57769                      0.48306029
               240.12985                        0.493954
                 240.682                      0.50357453
               241.23415                      0.51188955
               241.78631                      0.51887029
               242.33846                      0.52449178
               242.89061                      0.52873291
               243.44277                      0.53157636
               243.99492                      0.53300876
               244.54707                      0.53302083
               245.09923                      0.53160734
               245.65138                      0.52876717
               246.20353                      0.52450346
               246.75568                       0.5188236
               247.30784                        0.511739
               247.85999                       0.5032652
               248.41214                        0.493422
                248.9643                      0.48223338
               249.51645                      0.46972723
                250.0686                      0.45593547
               250.62076                      0.44089382
               251.17291                      0.42464184
               251.72506                      0.40722288
               252.27722                      0.38868386
               252.82937                      0.36907492
               253.38152                      0.34844954
               253.93367                      0.32686447
               254.48583                      0.30437929
               255.03798                      0.28105625
               255.59013                      0.25696034
               256.14229                      0.23215891
               256.69444                      0.20672135
               257.24659                      0.18071903
               257.79875                      0.15422504
                258.3509                      0.12731397
               258.90305                      0.10006164
               259.45521                     0.072544919
               260.00736                     0.044841411
               260.55951                     0.017029195
               261.11166                    -0.010813368
               261.66382                    -0.038607833
               262.21597                    -0.066276034
               262.76812                    -0.093740358
               263.32028                     -0.12092385
               263.87243                     -0.14775048
               264.42458                     -0.17414547
               264.97674                     -0.20003553
               265.52889                     -0.22534904
               266.08104                     -0.25001628
                266.6332                     -0.27396961
               267.18535                     -0.29714364
                267.7375                     -0.31947557
               268.28965                     -0.34090543
               268.84181                     -0.36137605
               269.39396                     -0.38083317
               269.94611                     -0.39922578
               270.49827                     -0.41650643
               271.05042                     -0.43263107
               271.60257                     -0.44755912
               272.15473                     -0.46125371
               272.70688                     -0.47368192
               273.25903                     -0.48481461
               273.81119                     -0.49462654
               274.36334                     -0.50309657
