        Frequency / GHz                Z/abs,linear
----------------------------------------------------------------------
                       0                       17.861829
            0.0054646658                       17.852514
             0.010929332                       17.824646
             0.016393997                       17.778461
             0.021858663                       17.714351
             0.027323329                       17.632868
             0.032787995                       17.534728
              0.03825266                        17.42081
             0.043717326                        17.29216
             0.049181992                       17.149999
             0.054646658                       16.995722
             0.060111324                       16.830904
             0.065575989                       16.657302
             0.071040655                        16.47686
             0.076505321                       16.291706
             0.081969987                        16.10415
             0.087434652                       15.916683
             0.092899318                       15.731963
             0.098363984                       15.552803
              0.10382865                       15.382146
              0.10929332                        15.22304
              0.11475798                       15.078594
              0.12022265                       14.951932
              0.12568731                       14.846137
              0.13115198                       14.764182
              0.13661664                        14.70886
              0.14208131                       14.682708
              0.14754598                       14.687931
              0.15301064                       14.726338
              0.15847531                       14.799279
              0.16393997                       14.907608
              0.16940464                       15.051657
               0.1748693                       15.231233
              0.18033397                       15.445638
              0.18579864                       15.693701
               0.1912633                       15.973826
              0.19672797                       16.284056
              0.20219263                        16.62213
               0.2076573                       16.985552
              0.21312197                       17.371652
              0.21858663                       17.777639
               0.2240513                       18.200654
              0.22951596                       18.637812
              0.23498063                       19.086232
              0.24044529                       19.543069
              0.24590996                       20.005532
              0.25137463                       20.470899
              0.25683929                        20.93653
              0.26230396                       21.399874
              0.26776862                       21.858472
              0.27323329                       22.309958
              0.27869795                       22.752063
              0.28416262                       23.182616
              0.28962729                       23.599537
              0.29509195                       24.000839
              0.30055662                        24.38463
              0.30602128                       24.749103
              0.31148595                       25.092541
              0.31695062                       25.413313
              0.32241528                       25.709871
              0.32787995                       25.980752
              0.33334461                       26.224572
              0.33880928                        26.44003
              0.34427394                       26.625903
              0.34973861                       26.781049
              0.35520328                       26.904402
              0.36066794                       26.994977
              0.36613261                       27.051863
              0.37159727                       27.074229
              0.37706194                       27.061321
               0.3825266                       27.012461
              0.38799127                       26.927051
              0.39345594                       26.804569
               0.3989206                       26.644569
              0.40438527                       26.446686
              0.40984993                       26.210633
               0.4153146                         25.9362
              0.42077926                       25.623257
              0.42624393                       25.271757
               0.4317086                       24.881729
              0.43717326                       24.453288
              0.44263793                        23.98663
              0.44810259                       23.482036
              0.45356726                       22.939873
              0.45903193                       22.360599
              0.46449659                       21.744762
              0.46996126                       21.093009
              0.47542592                       20.406087
              0.48089059                       19.684855
              0.48635525                        18.93029
              0.49181992                       18.143504
              0.49728459                       17.325761
              0.50274925                       16.478505
              0.50821392                       15.603395
              0.51367858                       14.702362
              0.51914325                       13.777682
              0.52460791                         12.8321
              0.53007258                       11.869003
              0.53553725                       10.892703
              0.54100191                       9.9088887
              0.54646658                        8.925362
              0.55193124                       7.9533005
              0.55739591                       7.0094143
              0.56286058                       6.1196287
              0.56832524                       5.3249202
              0.57378991                       4.6883109
              0.57925457                       4.2949517
              0.58471924                       4.2260913
               0.5901839                       4.5067517
              0.59564857                       5.0866818
              0.60111324                       5.8828986
               0.6065779                       6.8230486
              0.61204257                       7.8570707
              0.61750723                       8.9527385
               0.6229719                       10.089274
              0.62843656                       11.252818
              0.63390123                       12.433676
               0.6393659                       13.624716
              0.64483056                        14.82042
              0.65029523                        16.01632
              0.65575989                        17.20865
              0.66122456                       18.394128
              0.66668923                       19.569811
              0.67215389                       20.733009
              0.67761856                       21.881215
              0.68308322                       23.012067
              0.68854789                       24.123316
              0.69401255                       25.212809
              0.69947722                        26.27847
              0.70494189                       27.318295
              0.71040655                       28.330343
              0.71587122                       29.312732
              0.72133588                       30.263634
              0.72680055                       31.181278
              0.73226521                       32.063946
              0.73772988                       32.909974
              0.74319455                       33.717751
              0.74865921                       34.485722
              0.75412388                       35.212389
              0.75958854                        35.89631
              0.76505321                       36.536103
              0.77051787                       37.130446
              0.77598254                       37.678081
              0.78144721                       38.177813
              0.78691187                       38.628512
              0.79237654                       39.029116
               0.7978412                       39.378634
              0.80330587                       39.676143
              0.80877054                       39.920796
               0.8142352                       40.111817
              0.81969987                       40.248509
              0.82516453                       40.330251
               0.8306292                       40.356501
              0.83609386                       40.326797
              0.84155853                       40.240759
               0.8470232                       40.098092
              0.85248786                       39.898584
              0.85795253                       39.642109
              0.86341719                       39.328628
              0.86888186                       38.958192
              0.87434652                       38.530939
              0.87981119                         38.0471
              0.88527586                          37.507
              0.89074052                       36.911056
              0.89620519                       36.259782
              0.90166985                        35.55379
              0.90713452                       34.793793
              0.91259919                       33.980606
              0.91806385                       33.115155
              0.92352852                       32.198475
              0.92899318                        31.23172
              0.93445785                       30.216169
              0.93992251                       29.153239
              0.94538718                       28.044496
              0.95085185                       26.891672
              0.95631651                       25.696694
              0.96178118                       24.461714
              0.96724584                        23.18916
              0.97271051                       21.881802
              0.97817517                       20.542851
              0.98363984                       19.176101
              0.98910451                       17.786149
              0.99456917                       16.378727
               1.0000338                       14.961231
               1.0054985                       13.543567
               1.0109632                       12.139562
               1.0164278                       10.769331
               1.0218925                       9.4632627
               1.0273572                       8.2684278
               1.0328218                       7.2572355
               1.0382865                       6.5327271
               1.0437512                       6.2118503
               1.0492158                       6.3688478
               1.0546805                       6.9809536
               1.0601452                       7.9498968
               1.0656098                       9.1667586
               1.0710745                       10.547559
               1.0765392                       12.035861
               1.0820038                       13.594973
               1.0874685                       15.200668
               1.0929332                       16.836343
               1.0983978                        18.49009
               1.1038625                       20.152955
               1.1093272                       21.817893
               1.1147918                       23.479126
               1.1202565                       25.131744
               1.1257212                       26.771443
