        s / mm                Y (7)/real
               399.70209                   -0.0015564057
               400.25424                   -0.0016176282
                400.8064                    -0.001668954
               401.35855                   -0.0017099592
                401.9107                   -0.0017403289
               402.46285                   -0.0017598466
               403.01501                   -0.0017683084
               403.56716                   -0.0017655431
               404.11931                   -0.0017515402
               404.67147                   -0.0017263638
               405.22362                   -0.0016900575
               405.77577                   -0.0016428233
               406.32793                   -0.0015849879
               406.88008                   -0.0015167826
               407.43223                   -0.0014385487
               407.98439                   -0.0013508946
               408.53654                   -0.0012543713
               409.08869                    -0.001149443
               409.64084                   -0.0010367869
                 410.193                   -0.0009172025
               410.74515                  -0.00079140563
                411.2973                  -0.00066014316
               411.84946                   -0.0005243103
               412.40161                  -0.00038483826
               412.95376                  -0.00024258457
               413.50592                  -9.8429262e-05
               414.05807                   4.6624658e-05
               414.61022                   0.00019158392
               415.16238                   0.00033555401
               415.71453                   0.00047759596
               416.26668                   0.00061670412
               416.81883                   0.00075194227
               417.37099                   0.00088244277
               417.92314                    0.0010073529
               418.47529                    0.0011258182
               419.02745                    0.0012369862
                419.5796                    0.0013401309
               420.13175                      0.00143463
               420.68391                    0.0015197783
               421.23606                    0.0015949535
               421.78821                    0.0016597446
               422.34037                     0.001713686
               422.89252                    0.0017563297
               423.44467                    0.0017874647
               423.99682                    0.0018069115
               424.54898                    0.0018144573
               425.10113                    0.0018100367
               425.65328                     0.001793749
               426.20544                    0.0017657386
               426.75759                    0.0017260974
               427.30974                    0.0016750674
                427.8619                    0.0016131522
               428.41405                    0.0015407411
                428.9662                    0.0014581759
               429.51836                    0.0013661349
               430.07051                    0.0012653201
               430.62266                    0.0011562946
               431.17481                    0.0010398155
               431.72697                   0.00091674148
               432.27912                   0.00078790424
               432.83127                   0.00065418474
               433.38343                    0.0005164291
               433.93558                   0.00037558477
               434.48773                   0.00023271653
               435.03989                   8.8705689e-05
               435.59204                   -5.553241e-05
               436.14419                  -0.00019886686
               436.69635                  -0.00034035556
                437.2485                  -0.00047920507
               437.80065                   -0.0006144158
                438.3528                  -0.00074496825
               438.90496                  -0.00087004438
               439.45711                  -0.00098888108
               440.00926                   -0.0011006693
               440.56142                   -0.0012046385
               441.11357                   -0.0013001353
               441.66572                   -0.0013865672
               442.21788                   -0.0014633393
               442.77003                   -0.0015299519
               443.32218                   -0.0015860604
               443.87434                   -0.0016313405
               444.42649                   -0.0016654396
               444.97864                   -0.0016881668
               445.53079                   -0.0016995343
               446.08295                   -0.0016994895
                446.6351                   -0.0016879572
               447.18725                   -0.0016651823
               447.73941                   -0.0016314852
               448.29156                   -0.0015869563
               448.84371                   -0.0015319123
               449.39587                   -0.0014669934
               449.94802                   -0.0013926585
               450.50017                   -0.0013093139
               451.05233                   -0.0012176512
               451.60448                   -0.0011184165
               452.15663                     -0.00101226
               452.70878                   -0.0008999183
               453.26094                  -0.00078225715
               453.81309                  -0.00066012019
               454.36524                  -0.00053431003
                454.9174                  -0.00040571651
               455.46955                  -0.00027527193
                456.0217                  -0.00014385134
               456.57386                  -1.2353303e-05
               457.12601                   0.00011829089
               457.67816                   0.00024720713
               458.23032                   0.00037355227
               458.78247                   0.00049647641
               459.33462                   0.00061514915
               459.88678                   0.00072878695
               460.43893                    0.0008366653
               460.99108                   0.00093809153
               461.54323                    0.0010324035
               462.09539                    0.0011190049
               462.64754                    0.0011973719
               463.19969                    0.0012670678
               463.75185                    0.0013276749
                 464.304                    0.0013787673
               464.85615                    0.0014201235
               465.40831                    0.0014516286
               465.96046                     0.001473015
               466.51261                    0.0014842122
               467.06477                    0.0014854028
               467.61692                    0.0014765396
               468.16907                    0.0014576521
               468.72122                    0.0014291446
               469.27338                    0.0013912928
               469.82553                    0.0013443009
               470.37768                    0.0012886407
               470.92984                    0.0012247902
               471.48199                    0.0011532234
               472.03414                    0.0010745432
                472.5863                   0.00098930217
               473.13845                   0.00089811592
                473.6906                   0.00080176037
               474.24276                    0.0007009169
               474.79491                     0.000596229
               475.34706                   0.00048850996
               475.89921                   0.00037858002
               476.45137                   0.00026713158
               477.00352                   0.00015492087
               477.55567                   4.2812351e-05
               478.10783                  -6.8465714e-05
               478.65998                  -0.00017824849
               479.21213                   -0.0002857053
               479.76429                  -0.00039009411
               480.31644                  -0.00049086123
               480.86859                   -0.0005873021
               481.42075                  -0.00067871086
                481.9729                  -0.00076463918
               482.52505                  -0.00084457098
                483.0772                  -0.00091790783
               483.62936                  -0.00098429269
               484.18151                   -0.0010434036
               484.73366                   -0.0010948325
               485.28582                   -0.0011383461
               485.83797                   -0.0011737613
               486.39012                   -0.0012008537
               486.94228                    -0.001219596
               487.49443                   -0.0012300056
               488.04658                   -0.0012320146
               488.59874                   -0.0012257362
               489.15089                   -0.0012113674
               489.70304                   -0.0011890141
               490.25519                   -0.0011589411
               490.80735                   -0.0011215337
                491.3595                   -0.0010770693
               491.91165                   -0.0010259104
               492.46381                  -0.00096855217
               493.01596                  -0.00090542657
               493.56811                  -0.00083701236
               494.12027                  -0.00076388603
               494.67242                   -0.0006865811
               495.22457                   -0.0006056587
               495.77673                  -0.00052173794
               496.32888                  -0.00043542824
               496.88103                  -0.00034734533
               497.43318                  -0.00025806103
               497.98534                  -0.00016818996
               498.53749                  -7.8446395e-05
               499.08964                   1.0621476e-05
                499.6418                   9.8532091e-05
               500.19395                   0.00018459901
                500.7461                   0.00026823519
               501.29826                   0.00034903402
               501.85041                    0.0004264558
               502.40256                   0.00049998559
               502.95472                   0.00056925109
               503.50687                   0.00063381673
               504.05902                   0.00069332563
               504.61117                   0.00074755643
               505.16333                    0.0007961613
               505.71548                   0.00083882203
               506.26763                   0.00087546163
               506.81979                   0.00090597567
               507.37194                   0.00093016619
               507.92409                   0.00094800404
               508.47625                    0.0009595458
                509.0284                   0.00096474977
               509.58055                   0.00096367377
               510.13271                   0.00095653648
               510.68486                   0.00094346022
               511.23701                   0.00092455068
               511.78917                   0.00090012651
               512.34132                   0.00087049446
               512.89347                    0.0008358169
               513.44562                   0.00079643147
               513.99778                   0.00075280936
               514.54993                   0.00070522913
               515.10208                   0.00065399368
               515.65424                   0.00059962265
               516.20639                   0.00054255088
               516.75854                   0.00048310024
                517.3107                   0.00042170255
               517.86285                    0.0003588513
                 518.415                   0.00029497842
               518.96716                   0.00023044577
               519.51931                   0.00016565732
               520.07146                   0.00010110113
               520.62361                    3.716112e-05
               521.17577                   -2.585981e-05
               521.72792                  -8.7539573e-05
               522.28007                  -0.00014747739
               522.83223                  -0.00020541345
               523.38438                  -0.00026106372
               523.93653                  -0.00031410444
               524.48869                  -0.00036428217
               525.04084                  -0.00041140473
               525.59299                  -0.00045525601
               526.14515                  -0.00049559695
                526.6973                  -0.00053232798
               527.24945                  -0.00056541516
                527.8016                  -0.00059466023
               528.35376                    -0.000619947
               528.90591                  -0.00064139111
               529.45806                  -0.00065896577
               530.01022                  -0.00067253248
               530.56237                  -0.00068218877
               531.11452                  -0.00068811762
               531.66668                   -0.0006903216
               532.21883                  -0.00068879161
               532.77098                  -0.00068374975
               533.32314                  -0.00067542588
               533.87529                    -0.000663834
               534.42744                  -0.00064910371
               534.97959                  -0.00063152875
               535.53175                  -0.00061121694
                536.0839                  -0.00058831711
               536.63605                  -0.00056316755
               537.18821                  -0.00053591436
               537.74036                  -0.00050664568
               538.29251                  -0.00047564785
               538.84467                  -0.00044315321
               539.39682                  -0.00040932469
               539.94897                  -0.00037435166
               540.50113                    -0.000338383
               541.05328                  -0.00030166161
               541.60543                  -0.00026443028
               542.15758                  -0.00022673401
               542.70974                  -0.00018870125
               543.26189                  -0.00015062135
               543.81404                   -0.0001126361
                544.3662                  -7.4769919e-05
               544.91835                  -3.7152193e-05
                545.4705                   1.9368985e-08
               546.02266                   3.6641571e-05
               546.57481                   7.2687785e-05
               547.12696                   0.00010805678
               547.67912                    0.0001426033
               548.23127                    0.0001762669
               548.78342                   0.00020903002
               549.33557                   0.00024083467
               549.88773                   0.00027160025
               550.43988                   0.00030125344
               550.99203                   0.00032974908
               551.54419                   0.00035707745
               552.09634                   0.00038319385
               552.64849                   0.00040801616
               553.20065                   0.00043152884
                553.7528                   0.00045370055
               554.30495                   0.00047443235
               554.85711                   0.00049373809
               555.40926                   0.00051161489
               555.96141                   0.00052787871
               556.51356                   0.00054249906
               557.06572                   0.00055558588
               557.61787                   0.00056698608
               558.17002                   0.00057651774
               558.72218                   0.00058424639
               559.27433                     0.000590145
               559.82648                    0.0005940364
               560.37864                   0.00059588242
               560.93079                   0.00059567872
               561.48294                   0.00059329262
                562.0351                   0.00058863282
               562.58725                   0.00058171249
                563.1394                   0.00057247129
               563.69155                   0.00056076499
               564.24371                   0.00054654463
               564.79586                   0.00052983893
               565.34801                    0.0005106018
               565.90017                   0.00048876681
               566.45232                   0.00046432401
               567.00447                   0.00043723737
               567.55663                   0.00040750498
               568.10878                   0.00037522558
               568.66093                   0.00034041553
               569.21309                     0.000303053
               569.76524                    0.0002632704
               570.31739                   0.00022116672
               570.86955                   0.00017676654
                571.4217                   0.00013025229
               571.97385                   8.1800382e-05
                 572.526                   3.1493983e-05
               573.07816                  -2.0423879e-05
               573.63031                  -7.3713695e-05
               574.18246                  -0.00012827351
               574.73462                  -0.00018380331
               575.28677                  -0.00023992289
               575.83892                  -0.00029647563
               576.39108                  -0.00035321128
               576.94323                  -0.00040970407
               577.49538                  -0.00046566814
               578.04754                  -0.00052080326
               578.59969                  -0.00057469789
               579.15184                  -0.00062705428
               579.70399                  -0.00067753393
               580.25615                  -0.00072567729
                580.8083                   -0.0007711714
               581.36045                  -0.00081372706
               581.91261                  -0.00085289421
               582.46476                  -0.00088833026
               583.01691                  -0.00091982009
               583.56907                    -0.000946958
               584.12122                   -0.0009693119
               584.67337                  -0.00098674393
               585.22553                   -0.0009990982
               585.77768                   -0.0010059584
               586.32983                   -0.0010070552
               586.88198                   -0.0010023786
               587.43414                  -0.00099179463
               587.98629                  -0.00097507456
               588.53844                  -0.00095216874
                589.0906                  -0.00092309917
               589.64275                  -0.00088782689
                590.1949                   -0.0008464054
               590.74706                  -0.00079898762
               591.29921                  -0.00074564116
               591.85136                  -0.00068648386
               592.40352                  -0.00062186977
               592.95567                  -0.00055210179
               593.50782                  -0.00047731838
               594.05997                   -0.0003978716
               594.61213                   -0.0003143163
               595.16428                  -0.00022704909
               595.71643                  -0.00013640788
               596.26859                  -4.2955732e-05
               596.82074                   5.2658446e-05
               597.37289                   0.00014995153
               597.92505                   0.00024844999
                598.4772                   0.00034744981
               599.02935                   0.00044622452
               599.58151                   0.00054423556
               600.13366                   0.00064088763
               600.68581                   0.00073542423
               601.23796                   0.00082717704
               601.79012                   0.00091556611
               602.34227                   0.00099993172
               602.89442                    0.0010796068
               603.44658                    0.0011539986
               603.99873                    0.0012225269
               604.55088                    0.0012846093
               605.10304                    0.0013397189
               605.65519                    0.0013873962
               606.20734                     0.001427183
                606.7595                    0.0014586327
               607.31165                     0.001481409
                607.8638                    0.0014952482
               608.41595                     0.001499883
               608.96811                    0.0014950894
               609.52026                    0.0014807502
               610.07241                    0.0014568503
               610.62457                     0.001423363
               611.17672                    0.0013802861
               611.72887                    0.0013278247
               612.28103                    0.0012662145
               612.83318                    0.0011956107
               613.38533                    0.0011163816
               613.93749                    0.0010289959
               614.48964                   0.00093380108
               615.04179                   0.00083131641
               615.59394                   0.00072222219
                616.1461                   0.00060707347
               616.69825                   0.00048648268
                617.2504                   0.00036124413
               617.80256                    0.0002321383
               618.35471                   9.9934925e-05
               618.90686                  -3.4530682e-05
               619.45902                  -0.00017041297
               620.01117                  -0.00030684413
               620.56332                  -0.00044290224
               621.11548                  -0.00057767448
               621.66763                  -0.00071028193
               622.21978                   -0.0008398276
               622.77193                  -0.00096540715
               623.32409                   -0.0010861624
               623.87624                   -0.0012012523
               624.42839                    -0.001309828
               624.98055                   -0.0014111104
                625.5327                   -0.0015043989
               626.08485                   -0.0015889673
               626.63701                    -0.001664117
               627.18916                   -0.0017293324
               627.74131                   -0.0017841487
               628.29347                   -0.0018279795
               628.84562                    -0.001860388
               629.39777                   -0.0018812492
               629.94993                   -0.0018903382
               630.50208                   -0.0018872705
               631.05423                   -0.0018720095
               631.60638                   -0.0018447552
               632.15854                   -0.0018054857
               632.71069                    -0.001754247
               633.26284                   -0.0016914178
                 633.815                    -0.001617361
               634.36715                   -0.0015323731
                634.9193                   -0.0014369405
               635.47146                   -0.0013316968
               636.02361                   -0.0012172789
               636.57576                   -0.0010943065
               637.12792                   -0.0009634926
               637.68007                  -0.00082574071
               638.23222                  -0.00068196601
               638.78437                  -0.00053297923
               639.33653                      -0.0003797
               639.88868                  -0.00022319365
               640.44083                  -6.4473506e-05
               640.99299                    9.547817e-05
               641.54514                    0.0002556103
               642.09729                   0.00041485616
               642.64945                   0.00057216948
                643.2016                   0.00072650595
               643.75375                   0.00087684081
               644.30591                    0.0010221929
               644.85806                    0.0011616007
               645.41021                    0.0012940811
               645.96236                    0.0014187162
               646.51452                    0.0015347429
               647.06667                    0.0016413958
               647.61882                    0.0017378468
               648.17098                    0.0018234287
               648.72313                     0.001897648
               649.27528                    0.0019599938
               649.82744                    0.0020099434
               650.37959                    0.0020471137
               650.93174                    0.0020713379
                651.4839                     0.002082478
               652.03605                    0.0020802984
                652.5882                    0.0020647768
               653.14035                    0.0020361315
               653.69251                    0.0019944844
               654.24466                    0.0019400187
               654.79681                    0.0018731439
               655.34897                    0.0017942876
               655.90112                      0.00170394
               656.45327                    0.0016026938
               657.00543                    0.0014911614
               657.55758                    0.0013700986
               658.10973                    0.0012403165
               658.66189                    0.0011025881
               659.21404                   0.00095788524
               659.76619                   0.00080722331
               660.31834                   0.00065142179
                660.8705                   0.00049147101
               661.42265                   0.00032861183
                661.9748                   0.00016386824
               662.52696                   -1.869043e-06
               663.07911                  -0.00016742288
               663.63126                  -0.00033157876
               664.18342                  -0.00049341299
               664.73557                  -0.00065195564
               665.28772                  -0.00080603941
               665.83988                  -0.00095466123
               666.39203                   -0.0010969673
               666.94418                   -0.0012320243
               667.49633                    -0.001358951
               668.04849                   -0.0014769607
               668.60064                   -0.0015852854
               669.15279                   -0.0016832767
               669.70495                   -0.0017703462
                670.2571                   -0.0018459185
               670.80925                   -0.0019096016
               671.36141                   -0.0019610473
               671.91356                   -0.0019998412
               672.46571                   -0.0020258351
               673.01787                   -0.0020390508
               673.57002                   -0.0020393076
               674.12217                   -0.0020265865
               674.67432                   -0.0020012387
               675.22648                   -0.0019634453
               675.77863                   -0.0019133228
               676.33078                   -0.0018514115
               676.88294                   -0.0017782511
               677.43509                    -0.001694166
               677.98724                   -0.0015998195
                678.5394                   -0.0014960453
               679.09155                    -0.001383406
                679.6437                   -0.0012626003
               680.19586                   -0.0011346347
               680.74801                   -0.0010003879
               681.30016                  -0.00086062814
               681.85232                  -0.00071630215
               682.40447                   -0.0005684534
               682.95662                  -0.00041805003
               683.50877                  -0.00026602553
               684.06093                  -0.00011336562
               684.61308                       3.892e-05
               685.16523                   0.00018983667
               685.71739                   0.00033842715
               686.26954                   0.00048380239
               686.82169                   0.00062506508
               687.37385                   0.00076129191
                 687.926                   0.00089164763
               688.47815                    0.0010153753
               689.03031                    0.0011317516
               689.58246                    0.0012400884
               690.13461                    0.0013397408
               690.68676                     0.001430186
               691.23892                    0.0015109444
               691.79107                    0.0015815213
               692.34322                    0.0016416147
               692.89538                    0.0016910171
               693.44753                    0.0017294047
               693.99968                    0.0017566277
               694.55184                    0.0017727652
               695.10399                    0.0017777766
               695.65614                    0.0017716593
                696.2083                    0.0017546876
               696.76045                    0.0017271091
                697.3126                    0.0016891137
               697.86475                    0.0016411143
               698.41691                    0.0015835592
               698.96906                    0.0015168384
               699.52121                    0.0014415708
               700.07337                    0.0013584101
               700.62552                    0.0012678277
               701.17767                    0.0011704898
               701.72983                    0.0010672313
               702.28198                   0.00095871607
               702.83413                   0.00084565654
               703.38629                   0.00072889756
               703.93844                   0.00060919545
               704.49059                   0.00048733348
               705.04274                   0.00036412808
                705.5949                   0.00024033278
               706.14705                   0.00011679416
                706.6992                  -5.6882831e-06
               707.25136                  -0.00012649411
               707.80351                  -0.00024484831
               708.35566                   -0.0003599009
               708.90782                   -0.0004711059
               709.45997                  -0.00057794136
               710.01212                  -0.00067964114
               710.56428                  -0.00077559196
               711.11643                  -0.00086545914
               711.66858                   -0.0009487995
               712.22073                   -0.0010250774
               712.77289                   -0.0010939545
               713.32504                   -0.0011551941
               713.87719                   -0.0012085376
               714.42935                   -0.0012538011
                714.9815                   -0.0012908388
               715.53365                   -0.0013195236
               716.08581                   -0.0013398757
               716.63796                   -0.0013519738
               717.19011                   -0.0013558455
               717.74227                   -0.0013516246
               718.29442                   -0.0013395454
               718.84657                    -0.001319789
               719.39872                   -0.0012925903
               719.95088                    -0.001258332
               720.50303                   -0.0012174091
               721.05518                    -0.001170166
               721.60734                   -0.0011169792
               722.15949                   -0.0010583187
               722.71164                  -0.00099470635
                723.2638                  -0.00092662802
               723.81595                   -0.0008545414
                724.3681                   -0.0007789747
               724.92026                  -0.00070051272
               725.47241                  -0.00061968726
               726.02456                   -0.0005370049
               726.57671                  -0.00045301072
               727.12887                   -0.0003682405
               727.68102                  -0.00028322369
               728.23317                  -0.00019847462
               728.78533                   -0.0001144442
               729.33748                  -3.1624696e-05
               729.88963                   4.9464304e-05
               730.44179                   0.00012844738
               730.99394                   0.00020497612
               731.54609                   0.00027860277
               732.09825                   0.00034895298
                732.6504                   0.00041576362
               733.20255                   0.00047876986
                733.7547                   0.00053770733
               734.30686                   0.00059231711
               734.85901                   0.00064240318
               735.41116                   0.00068788808
               735.96332                   0.00072866238
               736.51547                    0.0007645551
               737.06762                   0.00079552525
               737.61978                   0.00082163546
               738.17193                   0.00084287868
               738.72408                   0.00085922799
               739.27624                   0.00087076665
               739.82839                   0.00087763438
               740.38054                   0.00087993224
                740.9327                   0.00087777463
               741.48485                   0.00087135136
                 742.037                   0.00086085411
               742.58915                    0.0008464309
               743.14131                   0.00082829514
               743.69346                   0.00080671841
               744.24561                   0.00078188271
               744.79777                   0.00075399495
               745.34992                   0.00072340022
               745.90207                   0.00069033431
               746.45423                   0.00065490963
               747.00638                    0.0006174233
               747.55853                   0.00057826092
               748.11069                   0.00053758584
               748.66284                   0.00049550572
               749.21499                   0.00045236284
               749.76714                   0.00040846561
                750.3193                   0.00036386326
               750.87145                   0.00031876047
                751.4236                   0.00027353579
               751.97576                    0.0002282608
               752.52791                   0.00018298908
               753.08006                   0.00013805691
               753.63222                   9.3593682e-05
               754.18437                   4.9588742e-05
               754.73652                   6.2913563e-06
               755.28868                  -3.6136511e-05
               755.84083                    -7.77178e-05
               756.39298                  -0.00011832172
               756.94513                   -0.0001577983
               757.49729                  -0.00019611809
               758.04944                  -0.00023323963
               758.60159                  -0.00026908689
               759.15375                  -0.00030356567
                759.7059                  -0.00033663684
               760.25805                   -0.0003682942
               760.81021                   -0.0003984359
               761.36236                   -0.0004270231
               761.91451                  -0.00045410357
               762.46667                  -0.00047957783
               763.01882                  -0.00050336106
               763.57097                  -0.00052549726
               764.12312                  -0.00054589956
               764.67528                  -0.00056446729
               765.22743                  -0.00058127192
               765.77958                   -0.0005962491
               766.33174                  -0.00060922082
               766.88389                  -0.00062024572
               767.43604                  -0.00062934348
                767.9882                  -0.00063628758
               768.54035                  -0.00064105396
                769.0925                  -0.00064374688
               769.64466                   -0.0006441773
               770.19681                  -0.00064219855
               770.74896                  -0.00063790502
               771.30111                   -0.0006312484
               771.85327                   -0.0006220978
               772.40542                  -0.00061043378
               772.95757                  -0.00059621403
               773.50973                  -0.00057940811
               774.06188                  -0.00056001234
               774.61403                   -0.0005379885
               775.16619                  -0.00051335332
               775.71834                  -0.00048610281
               776.27049                  -0.00045621999
               776.82265                  -0.00042381078
                777.3748                  -0.00038890526
               777.92695                   -0.0003514834
                778.4791                  -0.00031172584
               779.03126                  -0.00026976998
               779.58341                   -0.0002256226
               780.13556                  -0.00017944998
               780.68772                  -0.00013146996
               781.23987                  -8.1814308e-05
               781.79202                  -3.0667998e-05
               782.34418                   2.1745291e-05
               782.89633                   7.5182563e-05
               783.44848                   0.00012939255
               784.00064                   0.00018416148
               784.55279                   0.00023916215
               785.10494                   0.00029405012
               785.65709                   0.00034862802
               786.20925                   0.00040254842
                786.7614                   0.00045539732
               787.31355                   0.00050697502
               787.86571                   0.00055692234
               788.41786                   0.00060474379
               788.97001                   0.00065022414
               789.52217                   0.00069311125
               790.07432                    0.0007329511
               790.62647                   0.00076942069
               791.17863                   0.00080224757
               791.73078                   0.00083112266
               792.28293                   0.00085579457
               792.83509                   0.00087596496
               793.38724                    0.0008913758
               793.93939                   0.00090186625
               794.49154                    0.0009071994
                795.0437                   0.00090721939
               795.59585                   0.00090186918
                 796.148                    0.0008909553
               796.70016                   0.00087439756
               797.25231                   0.00085228407
               797.80446                   0.00082457101
               798.35662                   0.00079128117
               798.90877                   0.00075256578
               799.46092                   0.00070848879
               800.01308                   0.00065922315
               800.56523                   0.00060505901
               801.11738                   0.00054620847
               801.66953                    0.0004829308
               802.22169                    0.0004155472
               802.77384                   0.00034442573
               803.32599                   0.00027001702
               803.87815                   0.00019268016
                804.4303                   0.00011283296
               804.98245                   3.1107482e-05
               805.53461                  -5.2034741e-05
               806.08676                  -0.00013622237
               806.63891                  -0.00022078304
               807.19107                  -0.00030507319
               807.74322                  -0.00038866689
               808.29537                  -0.00047099072
               808.84752                  -0.00055136979
               809.39968                  -0.00062927359
               809.95183                  -0.00070418219
               810.50398                  -0.00077549677
               811.05614                  -0.00084266358
               811.60829                  -0.00090518211
               812.16044                  -0.00096255366
                812.7126                   -0.0010143087
               813.26475                   -0.0010600108
                813.8169                   -0.0010992735
               814.36906                   -0.0011317372
               814.92121                   -0.0011570174
               815.47336                   -0.0011748659
               816.02551                   -0.0011851691
               816.57767                   -0.0011876635
               817.12982                   -0.0011821032
               817.68197                   -0.0011685497
               818.23413                   -0.0011470937
               818.78628                   -0.0011176599
               819.33843                   -0.0010802612
               819.89059                   -0.0010351492
               820.44274                  -0.00098262816
               820.99489                  -0.00092286391
               821.54705                  -0.00085611028
                822.0992                  -0.00078291515
               822.65135                  -0.00070371844
                823.2035                  -0.00061876713
               823.75566                  -0.00052867405
               824.30781                  -0.00043423821
               824.85996                  -0.00033588815
               825.41212                  -0.00023411348
               825.96427                  -0.00012980813
               826.51642                  -2.3717043e-05
               827.06858                   8.3642982e-05
               827.62073                   0.00019149559
               828.17288                   0.00029894076
               828.72504                   0.00040532101
               829.27719                   0.00050998118
               829.82934                   0.00061204627
               830.38149                   0.00071074077
               830.93365                    0.0008054749
                831.4858                   0.00089551407
               832.03795                   0.00098008092
               832.59011                    0.0010586321
               833.14226                    0.0011306011
               833.69441                    0.0011952928
               834.24657                    0.0012522272
               834.79872                    0.0013010408
               835.35087                    0.0013412345
