        Frequency / GHz                Z (5)/abs,linear
              0.93992251                       43.687164
              0.94538718                       43.095558
              0.95085185                        41.93976
              0.95631651                        40.23257
              0.96178118                        37.99504
              0.96724584                       35.256729
              0.97271051                       32.056248
              0.97817517                       28.442508
              0.98363984                       24.477785
              0.98910451                       20.245606
              0.99456917                       15.873311
               1.0000338                       11.606834
               1.0054985                        8.091265
               1.0109632                       7.0070141
               1.0164278                        9.368604
               1.0218925                         13.4451
               1.0273572                       18.013867
               1.0328218                       22.641166
               1.0382865                       27.136041
               1.0437512                       31.383743
               1.0492158                       35.299988
               1.0546805                       38.816419
               1.0601452                       41.875458
               1.0656098                       44.428434
               1.0710745                       46.434984
               1.0765392                       47.862989
               1.0820038                       48.688711
               1.0874685                       48.897023
               1.0929332                       48.481637
               1.0983978                       47.445343
               1.1038625                       45.800246
               1.1093272                       43.568075
               1.1147918                       40.780678
               1.1202565                        37.48095
               1.1257212                       33.724741
               1.1311858                        29.58501
               1.1366505                       25.161368
               1.1421151                       20.603676
               1.1475798                       16.175147
               1.1530445                       12.423262
               1.1585091                       10.473505
               1.1639738                       11.470571
               1.1694385                       14.845386
               1.1749031                       19.313419
               1.1803678                        24.14346
               1.1858325                       28.990148
               1.1912971                       33.664095
               1.1967618                       38.040694
               1.2022265                       42.026786
               1.2076911                       45.547723
               1.2131558                       48.542056
               1.2186205                       50.959323
               1.2240851                       52.759181
               1.2295498                       53.911164
               1.2350145                       54.394711
               1.2404791                       54.199334
               1.2459438                       53.324845
               1.2514085                       51.781652
               1.2568731                       49.591165
               1.2623378                       46.786444
               1.2678025                       43.413364
               1.2732671                       39.532846
               1.2787318                       35.225389
               1.2841965                       30.600677
               1.2896611                        25.81904
               1.2951258                       21.141408
               1.3005905                       17.042538
               1.3060551                       14.386642
               1.3115198                       14.237581
               1.3169845                       16.724827
               1.3224491                       20.876283
               1.3279138                       25.780077
               1.3333785                         30.9157
               1.3388431                       35.994046
               1.3443078                       40.834777
               1.3497724                       45.310909
               1.3552371                       49.325176
               1.3607018                       52.799676
               1.3661664                       55.671212
               1.3716311                       57.889196
               1.3770958                       59.414772
               1.3825604                       60.220525
               1.3880251                       60.290495
               1.3934898                       59.620351
               1.3989544                       58.217692
               1.4044191                       56.102501
               1.4098838                        53.30788
               1.4153484                       49.881322
               1.4208131                       45.887045
               1.4262778                       41.410503
               1.4317424                       36.567395
               1.4372071                       31.522403
               1.4426718                       26.529026
               1.4481364                       22.011199
               1.4536011                       18.687402
               1.4590658                       17.526131
               1.4645304                       19.045662
               1.4699951                       22.699118
               1.4754598                        27.54804
               1.4809244                       32.908589
               1.4863891                       38.371965
               1.4918538                       43.685875
               1.4973184                       48.679267
               1.5027831                       53.225837
               1.5082478                       57.226984
               1.5137124                       60.603764
               1.5191771                       63.293046
               1.5246418                       65.245724
               1.5301064                       66.425945
               1.5355711                       66.810874
               1.5410357                       66.390759
               1.5465004                       65.169185
               1.5519651                       63.163543
               1.5574297                       60.405785
               1.5628944                       56.943725
               1.5683591                       52.843352
               1.5738237                       48.193112
               1.5792884                       43.112136
               1.5847531                       37.766464
               1.5902177                       32.401571
               1.5956824                       27.405293
               1.6011471                       23.405177
               1.6066117                       21.289831
               1.6120764                       21.794488
               1.6175411                       24.790872
               1.6230057                       29.451352
               1.6284704                       34.967302
               1.6339351                       40.796474
               1.6393997                       46.597252
               1.6448644                       52.142488
               1.6503291                        57.26914
               1.6557937                        61.85284
               1.6612584                        65.79534
               1.6667231                       69.018297
               1.6721877                       71.460218
               1.6776524                       73.075013
               1.6831171                       73.831398
               1.6885817                        73.71278
               1.6940464                       72.717423
               1.6995111                       70.858883
               1.7049757                       68.166755
               1.7104404                        64.68794
               1.7159051                       60.488863
               1.7213697                       55.659465
               1.7268344                       50.320613
               1.7322991                       44.638219
               1.7377637                       38.850432
               1.7432284                       33.318654
                1.748693                       28.608934
               1.7541577                       25.546035
               1.7596224                       24.987379
                1.765087                       27.176012
               1.7705517                       31.502597
               1.7760164                       37.093295
                1.781481                       43.266225
               1.7869457                       49.571537
               1.7924104                       55.711371
                1.797875                       61.476395
               1.8033397                       66.710223
               1.8088044                       71.290992
                1.814269                       75.121964
               1.8197337                       78.126753
               1.8251984                       80.246946
                1.830663                       81.441011
               1.8361277                       81.683908
               1.8415924                       80.967126
                1.847057                        79.29904
               1.8525217                        76.70562
               1.8579864                       73.231634
                1.863451                       68.942731
               1.8689157                       63.929117
               1.8743804                       58.312211
                1.879845                       52.257003
               1.8853097                       45.995259
               1.8907744                       39.868383
                1.896239                       34.398155
               1.9017037                       30.357669
               1.9071684                       28.671805
                1.912633                       29.898281
               1.9180977                       33.725517
               1.9235624                       39.291895
                1.929027                       45.779794
               1.9344917                       52.610408
               1.9399564                       59.396887
                1.945421                       65.871369
               1.9508857                       71.837516
               1.9563503                       77.144486
                1.961815                       81.673267
               1.9672797                       85.329574
               1.9727443                       88.040214
                1.978209                       89.751304
               1.9836737                       90.427506
               1.9891383                       90.051874
                1.994603                       88.626102
               2.0000677                       86.171158
               2.0055323                       82.728406
                2.010997                       78.361539
               2.0164617                       73.159936
               2.0219263                       67.244635
                2.027391                       60.779219
               2.0328557                       53.989924
               2.0383203                       47.202536
                2.043785                       40.905277
               2.0492497                       35.828116
               2.0547143                       32.929493
                2.060179                       33.025863
               2.0656437                        36.15908
               2.0711083                        41.57401
                2.076573                       48.335713
               2.0820377                        55.71418
               2.0875023                       63.210133
                2.092967                       70.481042
               2.0984317                       77.280268
               2.1038963                       83.421148
                2.109361                       88.757565
               2.1148257                       93.173675
               2.1202903                       96.578548
                2.125755                       98.903447
               2.1312197                       100.10056
               2.1366843                       100.14258
                2.142149                       99.022775
               2.1476137                       96.755569
               2.1530783                        93.37753
                2.158543                       88.949162
               2.1640076                        83.55795
               2.1694723                       77.323719
                2.174937                       70.408265
               2.1804016                       63.032962
               2.1858663                        55.51102
                2.191331                       48.304076
               2.1967956                       42.104782
               2.2022603                       37.882367
                2.207725                       36.658932
               2.2131896                       38.863882
               2.2186543                       43.959151
                2.224119                       50.932794
               2.2295836                       58.881246
               2.2350483                       67.162212
                2.240513                       75.336621
               2.2459776                       83.093664
               2.2514423                       90.201927
                2.256907                       96.482053
               2.2623716                       101.79209
               2.2678363                       106.01976
                2.273301                       109.07845
               2.2787656                       110.90526
               2.2842303                        111.4602
                2.289695                        110.7261
               2.2951596                       108.70901
               2.3006243                        105.4391
                2.306089                       100.97233
               2.3115536                       95.393138
               2.3170183                       88.819304
                2.322483                       81.410446
               2.3279476                       73.383544
               2.3334123                       65.041391
                2.338877                       56.823742
               2.3443416                       49.389837
               2.3498063                       43.703136
                2.355271                       40.940844
               2.3607356                       41.932087
               2.3662003                       46.480673
               2.3716649                       53.570979
               2.3771296                       62.107328
               2.3825943                       71.264012
               2.3880589                       80.474968
               2.3935236                       89.346118
               2.3989883                       97.589362
               2.4044529                       104.98416
               2.4099176                        111.3567
               2.4153823                       116.56887
               2.4208469                       120.51246
               2.4263116                       123.10629
               2.4317763                        124.2949
               2.4372409                       124.04817
               2.4427056                       122.36161
               2.4481703                        119.2571
               2.4536349                       114.78443
               2.4590996                       109.02372
               2.4645643                       102.08971
               2.4700289                       94.139392
               2.4754936                       85.385616
               2.4809583                       76.122314
               2.4864229                       66.770662
               2.4918876                        57.95914
               2.4973523                       50.632649
               2.5028169                       46.074965
               2.5082816                       45.502903
               2.5137463                       49.194862
               2.5192109                       56.253264
               2.5246756                       65.384454
               2.5301403                       75.525794
               2.5356049                       85.940656
               2.5410696                       96.124629
               2.5465343                       105.71656
               2.5519989                       114.44422
               2.5574636                       122.09456
               2.5629283                       128.49796
               2.5683929                       133.51998
               2.5738576                        137.0572
               2.5793222                       139.03518
               2.5847869                       139.40779
               2.5902516                       138.15728
               2.5957162                       135.29492
               2.6011809                       130.86232
               2.6066456                       124.93368
               2.6121102                       117.61959
               2.6175749                       109.07374
               2.6230396                       99.504952
               2.6285042                       89.199412
               2.6339689                       78.562161
               2.6394336                       68.192828
               2.6448982                       59.007609
               2.6503629                       52.350375
               2.6558276                       49.786739
               2.6612922                       52.196807
               2.6667569                       58.989827
               2.6722216                       68.699606
               2.6776862                       79.956486
               2.6831509                       91.789091
               2.6886156                       103.54307
               2.6940802                       114.76118
               2.6995449                       125.10529
               2.7050096                       134.31347
               2.7104742                       142.17734
               2.7159389                       148.53036
               2.7214036                       153.24178
               2.7268682                       156.21379
               2.7323329                       157.38034
               2.7377976                       156.70695
               2.7432622                       154.19129
               2.7487269                       149.86428
               2.7541916                       143.79216
               2.7596562                       136.07984
               2.7651209                       126.87683
               2.7705855                       116.38776
               2.7760502                       104.89191
               2.7815149                       92.780103
               2.7869795                        80.62471
               2.7924442                       69.305319
               2.7979089                       60.182332
               2.8033735                       55.103361
               2.8088382                         55.6485
               2.8143029                       61.806791
               2.8197675                       72.033032
               2.8252322                       84.562448
               2.8306969                       98.091409
               2.8361615                       111.75552
               2.8416262                       124.96798
               2.8470909                       137.30514
               2.8525555                       148.44332
               2.8580202                       158.12595
               2.8634849                       166.14673
               2.8689495                       172.34112
               2.8744142                       176.58217
               2.8798789                       178.77879
               2.8853435                       178.87528
               2.8908082                        176.8517
               2.8962729                       172.72496
               2.9017375                       166.55058
               2.9072022                       158.42575
               2.9126669                        148.4945
               2.9181315                        136.9568
               2.9235962                        124.0856
               2.9290609                       110.25915
               2.9345255                       96.024173
               2.9399902                       82.217997
               2.9454549                       70.178518
               2.9509195                       61.943403
               2.9563842                       59.829224
               2.9618489                       64.765015
               2.9673135                        75.35647
               2.9727782                       89.345317
               2.9782428                       104.94258
               2.9837075                       120.97865
               2.9891722                       136.68686
               2.9946368                       151.53021
               3.0001015                       165.10584
               3.0055662                       177.09643
               3.0110308                       187.24588
               3.0164955                       195.34722
               3.0219602                       201.23672
               3.0274248                       204.79138
               3.0328895                        205.9281
               3.0383542                       204.60396
               3.0438188                       200.81714
               3.0492835                       194.60867
               3.0547482                       186.06507
               3.0602128                       175.32285
               3.0656775                       162.57644
               3.0711422                       148.09271
               3.0766068                       132.23883
               3.0820715                       115.53785
               3.0875362                       98.781628
               3.0930008                       83.253101
               3.0984655                       71.071213
               3.1039302                       65.227152
               3.1093948                       68.001341
               3.1148595                       78.632395
               3.1203242                       94.298093
               3.1257888                       112.47556
               3.1312535                       131.53144
               3.1367182                        150.4404
               3.1421828                        168.5115
               3.1476475                       185.23852
               3.1531122                       200.22642
               3.1585768                       213.15573
               3.1640415                        223.7653
               3.1695062                       231.84408
               3.1749708                       237.22755
               3.1804355                       239.79653
               3.1859001                       239.47734
               3.1913648                       236.24276
               3.1968295                       230.11361
               3.2022941                       221.16129
               3.2077588                       209.51167
               3.2132235                       195.35181
               3.2186881                       178.94226
               3.2241528                       160.64051
               3.2296175                       140.94843
               3.2350821                       120.61199
               3.2405468                        100.8354
               3.2460115                       83.707261
               3.2514761                       72.708579
               3.2569408                       71.822103
               3.2624055                       81.818493
               3.2678701                       99.397828
               3.2733348                       120.88772
               3.2787995                       143.91011
               3.2842641                        167.0513
               3.2897288                       189.40538
               3.2951935                       210.32853
               3.3006581                        229.3245
               3.3061228                       245.99156
               3.3115875                       259.99774
               3.3170521                       271.06949
               3.3225168                       278.98676
               3.3279815                        283.5814
               3.3334461                       284.73731
               3.3389108                        282.3915
               3.3443755                       276.53579
               3.3498401                       267.21924
               3.3553048                       254.55165
               3.3607695                       238.70931
               3.3662341                       219.94513
               3.3716988                       198.60789
               3.3771635                       175.18135
               3.3826281                       150.36824
               3.3880928                       125.28072
               3.3935574                       101.87984
               3.3990221                       83.839703
               3.4044868                       76.922659
               3.4099514                        84.89219
               3.4154161                       104.59108
               3.4208808                       130.49442
               3.4263454                       158.94095
               3.4318101                       187.90221
               3.4372748                       216.16217
               3.4427394                       242.88992
               3.4482041                       267.45445
               3.4536688                       289.34435
               3.4591334                       308.13217
               3.4645981                       323.45875
               3.4700628                       335.02671
               3.4755274                       342.59854
               3.4809921                        345.9969
               3.4864568                       345.10604
               3.4919214                       339.87387
               3.4973861                       330.31455
               3.5028508                       316.51191
               3.5083154                       298.62439
               3.5137801                       276.89336
               3.5192448                       251.65844
               3.5247094                       223.38844
               3.5301741                       192.74837
               3.5356388                       160.75647
               3.5411034                       129.17956
               3.5465681                       101.54013
               3.5520328                        84.92085
               3.5574974                       87.951276
               3.5629621                       109.76293
               3.5684268                       141.84903
               3.5738914                       178.12458
               3.5793561                       215.51977
               3.5848208                       252.35487
               3.5902854                       287.53842
               3.5957501                       320.25499
               3.6012147                       349.84129
               3.6066794                       375.73499
               3.6121441                       397.45327
               3.6176087                       414.58472
               3.6230734                       426.78727
               3.6285381                       433.78915
               3.6340027                       435.39114
               3.6394674                        431.4695
               3.6449321                       421.97928
               3.6503967                       406.95803
               3.6558614                       386.53055
               3.6613261                       360.91578
               3.6667907                       330.43881
               3.6722554                       295.55417
               3.6777201                       256.89609
               3.6831847                       215.39766
               3.6886494                         172.605
               3.6941141                       131.60002
               3.6995787                       99.698168
               3.7050434                        91.62324
               3.7105081                       114.66412
               3.7159727                       156.05142
               3.7214374                       204.52031
               3.7269021                       255.07226
               3.7323667                       305.30711
               3.7378314                       353.76128
               3.7432961                       399.35664
               3.7487607                        441.2071
               3.7542254                       478.54552
               3.7596901                       510.69558
               3.7651547                       537.06225
               3.7706194                       557.13053
               3.7760841                       570.46788
               3.7815487                        576.7284
               3.7870134                       575.65757
               3.7924781                       567.09732
               3.7979427                       550.99107
               3.8034074                        527.3892
                3.808872                        496.4557
               3.8143367                       458.47779
               3.8198014                       413.88299
                3.825266                       363.27416
               3.8307307                       307.51151
               3.8361954                        247.9313
                 3.84166                       187.03085
               3.8471247                       131.03611
               3.8525894                       98.882044
                3.858054                       118.71772
               3.8635187                       175.70777
               3.8689834                       245.48593
                3.874448                       319.00584
               3.8799127                        392.7097
               3.8853774                       464.58829
                3.890842                       533.16409
               3.8963067                       597.19065
               3.9017714                       655.55174
                3.907236                        707.2268
               3.9127007                       751.28168
               3.9181654                       786.87001
                 3.92363                        813.2392
               3.9290947                       829.73858
               3.9345594                       835.82817
                3.940024                       831.08767
               3.9454887                       815.22511
               3.9509534                       788.08551
                3.956418                       749.65956
               3.9618827                       700.09368
               3.9673474                       639.70374
                3.972812                       568.99891
               3.9782767                       488.73217
               3.9837414                       400.02975
                3.989206                       304.79569
               3.9946707                        207.3662
               4.0001354                        124.1444
                  4.0056                       120.44108
               4.0110647                        208.9624
               4.0165293                       324.08877
                4.021994                       446.44374
               4.0274587                        570.6222
               4.0329233                       693.80161
                4.038388                       813.82883
               4.0438527                       928.77651
               4.0493173                       1036.8154
                4.054782                       1136.1766
               4.0602467                       1225.1457
               4.0657113                       1302.0691
                4.071176                       1365.3659
               4.0766407                       1413.5422
               4.0821053                        1445.207
                 4.08757                       1459.0875
               4.0930347                       1454.0445
               4.0984993                       1429.0877
                4.103964                       1383.3904
               4.1094287                       1316.3037
               4.1148933                       1227.3724
                4.120358                       1116.3533
               4.1258227                       983.24518
               4.1312873                       828.34866
                4.136752                       652.43581
               4.1422167                       457.40671
               4.1476813                       250.58197
                4.153146                       117.13407
               4.1586107                       299.79376
               4.1640753                       564.58572
                 4.16954                       852.37011
               4.1750047                       1156.3206
               4.1804693                       1473.4246
                4.185934                       1801.2889
               4.1913987                       2137.6203
               4.1968633                       2480.1009
                4.202328                       2826.3587
               4.2077926                       3173.9666
               4.2132573                       3520.4548
                4.218722                       3863.3274
               4.2241866                       4200.0816
               4.2296513                        4528.229
                4.235116                       4845.3165
               4.2405806                       5148.9487
               4.2460453                       5436.8092
                 4.25151                       5706.6815
               4.2569746                       5956.4696
               4.2624393                       6184.2174
                4.267904                       6388.1273
               4.2733686                       6566.5763
               4.2788333                       6718.1325
                4.284298                        6841.568
               4.2897626                        6935.871
               4.2952273                       7000.2554
                4.300692                       7034.1693
               4.3061566                       7037.2995
               4.3116213                        7009.576
                4.317086                       6951.1722
               4.3225506                       6862.5042
               4.3280153                       6744.2272
                 4.33348                       6597.2299
               4.3389446                       6422.6261
               4.3444093                       6221.7456
                4.349874                       5996.1211
               4.3553386                       5747.4754
               4.3608033                       5477.7047
                4.366268                        5188.862
               4.3717326                       4883.1384
               4.3771973                       4562.8433
                4.382662                       4230.3835
               4.3881266                       3888.2421
               4.3935913                       3538.9566
                4.399056                       3185.0975
               4.4045206                       2829.2475
               4.4099853                       2473.9826
               4.4154499                       2121.8567
               4.4209146                       1775.3955
               4.4263793                       1437.1098
               4.4318439                        1109.566
               4.4373086                        795.6524
               4.4427733                        499.7822
               4.4482379                       237.10894
               4.4537026                       156.65341
               4.4591673                       353.83738
               4.4646319                       572.72384
               4.4700966                       776.62473
               4.4755613                       960.24292
               4.4810259                       1121.7686
               4.4864906                       1260.3409
               4.4919553                       1375.5555
               4.4974199                       1467.3215
               4.5028846                       1535.8072
               4.5083493                       1581.4129
               4.5138139                       1604.7526
               4.5192786                       1606.6399
               4.5247433                       1588.0734
               4.5302079                       1550.2227
               4.5356726                       1494.4136
               4.5411373                       1422.1128
               4.5466019                       1334.9132
               4.5520666                       1234.5187
               4.5575313                       1122.7334
               4.5629959                       1001.4538
               4.5684606                       872.67495
               4.5739253                       738.52348
               4.5793899                       601.36349
               4.5848546                         464.119
               4.5903193                       331.38307
               4.5957839                       214.15039
               4.6012486                       150.11785
               4.6067133                       192.35856
               4.6121779                       291.27448
               4.6176426                       400.44815
               4.6231072                       506.88642
               4.6285719                       606.12348
               4.6340366                       695.95141
               4.6395012                        775.0041
               4.6449659                       842.34861
               4.6504306                       897.34099
               4.6558952                       939.56675
               4.6613599                       968.81236
               4.6668246                       985.04913
               4.6722892                       988.42205
               4.6777539                       979.24064
               4.6832186                       957.97035
               4.6886832                       925.22432
               4.6941479                        881.7555
               4.6996126                       828.44998
               4.7050772                       766.32322
               4.7105419                       696.52226
               4.7160066                         620.341
               4.7214712                       539.26391
               4.7269359                       455.07606
               4.7324006                       370.14211
               4.7378652                       288.15714
               4.7433299                        216.2662
               4.7487946                       169.87494
               4.7542592                       170.29349
               4.7597239                       214.52888
               4.7651886                       279.22162
               4.7706532                       349.58583
               4.7761179                       419.10173
               4.7815826                       484.60116
               4.7870472                       544.25616
               4.7925119                       596.86755
               4.7979766                       641.59374
               4.8034412                       677.83684
               4.8089059                       705.19018
               4.8143706                       723.41202
               4.8198352                       732.41094
               4.8252999                       732.23673
               4.8307645                       723.07392
               4.8362292                       705.23677
               4.8416939                        679.1656
               4.8471585                       645.42486
               4.8526232                       604.70448
               4.8580879                       557.82749
               4.8635525                       505.76988
               4.8690172                       449.70496
               4.8744819                       391.09863
               4.8799465                       331.91371
               4.8854112                       275.04988
               4.8908759                       225.23216
               4.8963405                        190.2197
               4.9018052                       179.58015
               4.9072699                       196.50893
               4.9127345                        233.3712
               4.9181992                       280.20238
               4.9236639                       330.33455
               4.9291285                       379.94458
               4.9345932                       426.76207
               4.9400579                       469.32605
               4.9455225                        506.6313
               4.9509872                       537.96154
               4.9564519                       562.80783
               4.9619165                       580.82665
               4.9673812                       591.81735
               4.9728459                        595.7093
               4.9783105                       592.55419
               4.9837752                       582.52143
               4.9892399                       565.89573
               4.9947045                       543.07721
               5.0001692                       514.58487
               5.0056339                       481.06605
               5.0110985                       443.31605
               5.0165632                       402.31631
               5.0220279                       359.30601
               5.0274925                       315.91317
               5.0329572                       274.38193
               5.0384218                       237.90569
               5.0438865                       210.85762
               5.0493512                        198.0786
               5.0548158                       202.29266
               5.0602805                       221.74146
               5.0657452                       251.58807
               5.0712098                       286.95312
               5.0766745                       324.21916
               5.0821392                        360.9403
               5.0876038                       395.46124
               5.0930685                        426.6281
               5.0985332                       453.61529
               5.1039978                       475.82812
               5.1094625                       492.84827
               5.1149272                       504.40284
               5.1203918                       510.34648
               5.1258565                       510.65095
               5.1313212                       505.39919
               5.1367858                       494.78269
               5.1422505                       479.10169
               5.1477152                       458.76888
               5.1531798                       434.31798
               5.1586445                       406.41995
               5.1641092                       375.91113
               5.1695738                       343.83944
               5.1750385                        311.5357
               5.1805032                       280.71037
               5.1859678                       253.54451
               5.1914325                       232.65597
               5.1968972                       220.69315
               5.2023618                       219.40129
               5.2078265                       228.67448
               5.2132912                       246.57513
               5.2187558                       270.31847
               5.2242205                       297.22723
               5.2296852                       325.13565
               5.2351498                       352.40882
               5.2406145                       377.83641
               5.2460791                       400.52404
               5.2515438                       419.81309
               5.2570085                       435.22777
               5.2624731                       446.44152
               5.2679378                       453.25603
               5.2734025                       455.58836
               5.2788671                       453.46333
               5.2843318                       447.00967
               5.2897965                       436.45917
               5.2952611                       422.14899
               5.3007258                       404.52749
               5.3061905                       384.16472
               5.3116551                       361.76864
               5.3171198                       338.20798
               5.3225845                       314.53966
               5.3280491                       292.03181
               5.3335138                       272.15729
               5.3389785                       256.50877
               5.3444431                       246.57589
               5.3499078                       243.38373
               5.3553725                       247.14331
               5.3608371                       257.15958
               5.3663018                        272.0786
               5.3717665                       290.28594
               5.3772311                       310.22367
               5.3826958                       330.54676
               5.3881605                       350.16099
               5.3936251                       368.20511
               5.3990898                        384.0173
               5.4045545                       397.10332
               5.4100191                       407.11147
               5.4154838                       413.81443
               5.4209485                       417.09674
               5.4264131                       416.94659
               5.4318778                       413.45071
               5.4373424                       406.79192
               5.4428071                       397.24869
               5.4482718                       385.19669
               5.4537364                       371.11179
               5.4592011                       355.57413
               5.4646658                       339.27109

