        s / mm                Z (4)/real
              -80.118942                  -4.4287575e-05
              -79.566788                  -5.0271083e-05
              -79.014635                  -5.7013924e-05
              -78.462482                  -6.4605563e-05
              -77.910329                  -7.3145085e-05
              -77.358176                  -8.2742101e-05
              -76.806023                  -9.3517746e-05
               -76.25387                  -0.00010560576
              -75.701717                   -0.0001191536
              -75.149564                  -0.00013432369
              -74.597411                  -0.00015129475
              -74.045258                   -0.0001702632
              -73.493105                  -0.00019144474
              -72.940951                  -0.00021507582
              -72.388798                  -0.00024141552
              -71.836645                  -0.00027074736
              -71.284492                  -0.00030338117
              -70.732339                  -0.00033965511
              -70.180186                  -0.00037993796
              -69.628033                  -0.00042463148
               -69.07588                  -0.00047417274
              -68.523727                  -0.00052903666
              -67.971574                  -0.00058973866
              -67.419421                  -0.00065683745
              -66.867267                  -0.00073093808
              -66.315114                  -0.00081269485
              -65.762961                  -0.00090281454
              -65.210808                   -0.0010020597
              -64.658655                   -0.0011112518
              -64.106502                   -0.0012312748
              -63.554349                    -0.001363079
              -63.002196                   -0.0015076844
              -62.450043                   -0.0016661846
               -61.89789                   -0.0018397499
              -61.345737                   -0.0020296318
              -60.793584                   -0.0022371667
               -60.24143                   -0.0024637801
              -59.689277                   -0.0027109893
              -59.137124                   -0.0029804079
              -58.584971                   -0.0032737494
              -58.032818                   -0.0035928309
              -57.480665                   -0.0039395761
              -56.928512                   -0.0043160188
              -56.376359                   -0.0047243065
              -55.824206                   -0.0051667026
              -55.272053                   -0.0056455881
                -54.7199                   -0.0061634652
              -54.167747                   -0.0067229596
              -53.615593                   -0.0073268198
               -53.06344                   -0.0079779199
              -52.511287                     -0.00867926
              -51.959134                   -0.0094339648
              -51.406981                    -0.010245282
              -50.854828                    -0.011116585
              -50.302675                    -0.012051364
              -49.750522                    -0.013053231
              -49.198369                    -0.014125909
              -48.646216                    -0.015273233
              -48.094063                    -0.016499139
               -47.54191                    -0.017807659
              -46.989756                    -0.019202912
              -46.437603                    -0.020689101
               -45.88545                    -0.022270496
              -45.333297                    -0.023951423
              -44.781144                    -0.025736258
              -44.228991                    -0.027629403
              -43.676838                    -0.029635276
              -43.124685                    -0.031758298
              -42.572532                    -0.034002871
              -42.020379                    -0.036373355
              -41.468226                    -0.038874046
              -40.916073                    -0.041509165
              -40.363919                    -0.044282835
              -39.811766                    -0.047199038
              -39.259613                    -0.050261597
               -38.70746                    -0.053474153
              -38.155307                    -0.056840135
              -37.603154                    -0.060362725
              -37.051001                     -0.06404483
              -36.498848                    -0.067889058
              -35.946695                    -0.071897679
              -35.394542                    -0.076072587
              -34.842389                    -0.080415251
              -34.290236                    -0.084926692
              -33.738082                    -0.089607477
              -33.185929                    -0.094457667
              -32.633776                     -0.09947675
              -32.081623                     -0.10466361
               -31.52947                     -0.11001654
              -30.977317                     -0.11553318
              -30.425164                     -0.12121049
              -29.873011                     -0.12704466
              -29.320858                     -0.13303118
              -28.768705                     -0.13916475
              -28.216552                      -0.1454392
              -27.664398                     -0.15184758
              -27.112245                     -0.15838209
              -26.560092                     -0.16503404
              -26.007939                      -0.1717938
              -25.455786                     -0.17865087
              -24.903633                     -0.18559383
               -24.35148                     -0.19261026
              -23.799327                     -0.19968684
              -23.247174                     -0.20680934
              -22.695021                     -0.21396256
              -22.142868                     -0.22113034
              -21.590715                     -0.22829568
              -21.038561                     -0.23544067
              -20.486408                     -0.24254648
              -19.934255                     -0.24959337
              -19.382102                     -0.25656088
              -18.829949                     -0.26342779
              -18.277796                     -0.27017206
              -17.725643                     -0.27677096
               -17.17349                     -0.28320122
              -16.621337                     -0.28943899
              -16.069184                     -0.29545976
              -15.517031                     -0.30123861
              -14.964878                     -0.30675034
              -14.412724                     -0.31196946
              -13.860571                     -0.31687021
              -13.308418                     -0.32142665
              -12.756265                     -0.32561288
              -12.204112                     -0.32940308
              -11.651959                     -0.33277149
              -11.099806                     -0.33569267
              -10.547653                     -0.33814158
              -9.9954998                     -0.34009357
              -9.4433467                     -0.34152452
              -8.8911936                     -0.34241112
              -8.3390405                     -0.34273081
              -7.7868875                     -0.34246187
              -7.2347344                     -0.34158365
              -6.6825813                     -0.34007661
              -6.1304282                      -0.3379223
              -5.5782751                     -0.33510362
               -5.026122                     -0.33160503
              -4.4739689                     -0.32741257
              -3.9218159                      -0.3225139
              -3.3696628                     -0.31689822
              -2.8175097                     -0.31055637
              -2.2653566                      -0.3034813
              -1.7132035                     -0.29566813
              -1.1610504                     -0.28711391
             -0.60889736                     -0.27781758
            -0.056744272                     -0.26778026
              0.49540881                     -0.25700535
               1.0475619                     -0.24549854
                1.599715                     -0.23326778
               2.1518681                     -0.22032327
               2.7040211                     -0.20667749
               3.2561742                     -0.19234528
               3.8083273                     -0.17734386
               4.3604804                     -0.16169278
               4.9126335                     -0.14541382
               5.4647866                     -0.12853101
               6.0169397                     -0.11107064
               6.5690927                    -0.093061126
               7.1212458                    -0.074533046
               7.6733989                    -0.055519054
                8.225552                    -0.036053816
               8.7777051                    -0.016173828
               9.3298582                    0.0040826848
               9.8820112                     0.024675713
               10.434164                      0.04556355
               10.986317                      0.06670307
               11.538471                     0.088049876
               12.090624                      0.10955829
               12.642777                      0.13118147
                13.19493                      0.15287169
               13.747083                      0.17458043
               14.299236                      0.19625834
               14.851389                      0.21785559
               15.403542                      0.23932208
               15.955695                      0.26060748
               16.507848                      0.28166135
               17.060001                      0.30243342
               17.612154                      0.32287366
               18.164308                      0.34293233
               18.716461                      0.36256037
               19.268614                      0.38170954
               19.820767                      0.40033234
                20.37292                      0.41838229
               20.925073                      0.43581423
               21.477226                      0.45258431
               22.029379                      0.46865006
               22.581532                      0.48397059
               23.133685                      0.49850667
               23.685838                      0.51222105
               24.237991                      0.52507852
               24.790145                      0.53704579
               25.342298                      0.54809165
               25.894451                      0.55818724
               26.446604                      0.56730606
               26.998757                      0.57542398
                27.55091                      0.58251941
               28.103063                      0.58857322
               28.655216                      0.59356891
               29.207369                      0.59749267
               29.759522                      0.60033318
               30.311675                      0.60208179
               30.863828                      0.60273276
               31.415982                      0.60228305
               31.968135                      0.60073211
               32.520288                      0.59808205
               33.072441                      0.59433786
               33.624594                      0.58950713
               34.176747                      0.58359978
                 34.7289                      0.57662838
               35.281053                      0.56860826
               35.833206                      0.55955705
               36.385359                      0.54949445
               36.937512                      0.53844268
               37.489665                      0.52642646
               38.041819                      0.51347229
               38.593972                      0.49960854
               39.146125                      0.48486587
               39.698278                       0.4692769
               40.250431                      0.45287564
               40.802584                      0.43569771
               41.354737                      0.41778066
                41.90689                      0.39916344
               42.459043                      0.37988598
               43.011196                      0.35998934
               43.563349                      0.33951602
               44.115502                      0.31850963
               44.667656                      0.29701442
               45.219809                      0.27507523
               45.771962                      0.25273767
               46.324115                      0.23004802
               46.876268                      0.20705301
               47.428421                       0.1837995
               47.980574                      0.16033458
               48.532727                      0.13670568
                49.08488                      0.11296007
               49.637033                     0.089144849
               50.189186                     0.065307251
               50.741339                     0.041494234
               51.293493                      0.01775216
               51.845646                   -0.0058729733
               52.397799                    -0.029335554
               52.949952                    -0.052590584
               53.502105                    -0.075593643
               54.054258                    -0.098300979
               54.606411                     -0.12066972
               55.158564                     -0.14265796
               55.710717                     -0.16422461
                56.26287                      -0.1853293
               56.815023                     -0.20593259
               57.367177                     -0.22599641
                57.91933                     -0.24548388
               58.471483                     -0.26435892
               59.023636                     -0.28258652
               59.575789                     -0.30013309
               60.127942                     -0.31696645
               60.680095                     -0.33305546
               61.232248                     -0.34837018
               61.784401                      -0.3628823
               62.336554                     -0.37656495
               62.888707                     -0.38939227
                63.44086                     -0.40133989
               63.993014                     -0.41238528
               64.545167                      -0.4225073
                65.09732                     -0.43168602
               65.649473                     -0.43990328
               66.201626                     -0.44714266
               66.753779                     -0.45338918
               67.305932                      -0.4586294
               67.858085                     -0.46285167
               68.410238                     -0.46604621
               68.962391                     -0.46820486
               69.514544                     -0.46932097
               70.066697                     -0.46938995
               70.618851                     -0.46840921
               71.171004                     -0.46637778
               71.723157                     -0.46329641
                72.27531                       -0.459168
               72.827463                     -0.45399754
               73.379616                     -0.44779176
               73.931769                     -0.44055926
               74.483922                     -0.43231085
               75.036075                     -0.42305952
               75.588228                     -0.41282015
               76.140381                     -0.40160959
               76.692534                     -0.38944685
               77.244688                     -0.37635301
               77.796841                     -0.36235131
               78.348994                     -0.34746723
               78.901147                     -0.33172807
                 79.4533                     -0.31516313
               80.005453                     -0.29780412
               80.557606                     -0.27968475
               81.109759                     -0.26084043
               81.661912                     -0.24130867
               82.214065                     -0.22112921
               82.766218                     -0.20034351
               83.318371                     -0.17899478
               83.870525                     -0.15712807
               84.422678                      -0.1347902
               84.974831                     -0.11202973
               85.526984                    -0.088896716
               86.079137                      -0.0654425
                86.63129                    -0.041719987
               87.183443                    -0.017783652
               87.735596                    0.0063111486
               88.287749                     0.030508269
               88.839902                     0.054750227
               89.392055                     0.078978538
               89.944208                      0.10313447
               90.496362                      0.12715882
               91.048515                      0.15099162
               91.600668                      0.17457266
               92.152821                      0.19784198
               92.704974                      0.22073961
               93.257127                      0.24320554
                93.80928                       0.2651803
               94.361433                      0.28660522
               94.913586                      0.30742233
               95.465739                      0.32757432
               96.017892                        0.347005
               96.570046                      0.36565968
               97.122199                      0.38348511
               97.674352                      0.40042956
               98.226505                      0.41644301
               98.778658                      0.43147755
               99.330811                      0.44548738
               99.882964                      0.45842887
               100.43512                      0.47026093
               100.98727                      0.48094517
               101.53942                      0.49044587
               102.09158                      0.49873007
               102.64373                      0.50576795
               103.19588                      0.51153293
               103.74804                      0.51600162
               104.30019                      0.51915394
               104.85234                      0.52097331
               105.40449                      0.52144686
               105.95665                      0.52056531
                106.5088                      0.51832301
               107.06095                      0.51471812
               107.61311                      0.50975267
               108.16526                      0.50343252
               108.71741                      0.49576736
               109.26957                      0.48677091
               109.82172                      0.47646077
               110.37387                      0.46485822
               110.92603                      0.45198839
               111.47818                       0.4378804
               112.03033                      0.42256719
               112.58248                       0.4060852
               113.13464                      0.38847424
               113.68679                      0.36977782
               114.23894                      0.35004316
                114.7911                      0.32932055
               115.34325                      0.30766312
                115.8954                      0.28512723
               116.44756                      0.26177229
               116.99971                      0.23766015
               117.55186                      0.21285502
               118.10402                      0.18742377
               118.65617                      0.16143544
               119.20832                      0.13496076
               119.76048                      0.10807199
               120.31263                     0.080843193
               120.86478                     0.053349825
               121.41693                     0.025668169
               121.96909                   -0.0021247494
               122.52124                    -0.029951271
               123.07339                    -0.057733413
               123.62555                    -0.085393034
                124.1777                     -0.11285217
               124.72985                     -0.14003343
               125.28201                     -0.16686005
               125.83416                     -0.19325604
               126.38631                     -0.21914664
               126.93847                     -0.24445855
               127.49062                     -0.26912002
               128.04277                     -0.29306119
               128.59492                     -0.31621432
               129.14708                      -0.3385139
               129.69923                     -0.35989698
               130.25138                     -0.38030338
               130.80354                     -0.39967578
               131.35569                     -0.41795987
               131.90784                     -0.43510471
                  132.46                      -0.4510629
               133.01215                     -0.46579039
                133.5643                     -0.47924678
               134.11646                     -0.49139583
               134.66861                     -0.50220528
               135.22076                     -0.51164648
               135.77291                     -0.51969493
               136.32507                     -0.52633072
               136.87722                     -0.53153805
               137.42937                     -0.53530516
               137.98153                     -0.53762479
               138.53368                     -0.53849414
               139.08583                     -0.53791427
               139.63799                     -0.53589051
               140.19014                     -0.53243298
               140.74229                     -0.52755589
               141.29445                     -0.52127702
                141.8466                     -0.51361829
               142.39875                     -0.50460601
                142.9509                      -0.4942702
               143.50306                     -0.48264429
               144.05521                     -0.46976546
               144.60736                     -0.45567442
               145.15952                     -0.44041512
               145.71167                     -0.42403455
               146.26382                     -0.40658264
               146.81598                     -0.38811224
               147.36813                     -0.36867885
               147.92028                     -0.34834015
               148.47244                     -0.32715594
               149.02459                     -0.30518823
               149.57674                     -0.28250088
               150.12889                     -0.25915905
               150.68105                      -0.2352293
                151.2332                     -0.21077951
               151.78535                     -0.18587838
               152.33751                     -0.16059514
               152.88966                     -0.13499972
               153.44181                     -0.10916238
               153.99397                    -0.083153197
               154.54612                    -0.057042083
               155.09827                    -0.030898815
               155.65043                   -0.0047925598
               156.20258                     0.021208472
               156.75473                     0.047036887
               157.30688                     0.072626287
               157.85904                     0.097911806
               158.41119                      0.12283012
               158.96334                      0.14731924
                159.5155                        0.171319
               160.06765                      0.19477141
                160.6198                      0.21762054
               161.17196                      0.23981251
               161.72411                      0.26129572
               162.27626                      0.28202105
               162.82842                      0.30194201
               163.38057                      0.32101469
               163.93272                      0.33919765
               164.48487                      0.35645227
               165.03703                      0.37274304
               165.58918                      0.38803708
               166.14133                      0.40230424
               166.69349                       0.4155175
               167.24564                      0.42765285
               167.79779                      0.43868902
               168.34995                      0.44860782
                168.9021                      0.45739407
               169.45425                      0.46503536
               170.00641                      0.47152221
               170.55856                      0.47684815
               171.11071                      0.48100949
               171.66286                      0.48400526
               172.21502                      0.48583727
               172.76717                      0.48651004
               173.31932                      0.48603067
               173.87148                      0.48440885
               174.42363                      0.48165672
               174.97578                      0.47778885
               175.52794                      0.47282211
               176.08009                      0.46677559
               176.63224                      0.45967055
                177.1844                      0.45153033
               177.73655                      0.44238021
                178.2887                      0.43224728
               178.84086                      0.42116052
               179.39301                      0.40915064
               179.94516                      0.39624983
               180.49731                      0.38249169
               181.04947                       0.3679114
               181.60162                      0.35254545
               182.15377                       0.3364314
               182.70593                      0.31960792
               183.25808                      0.30211492
               183.81023                      0.28399315
               184.36239                      0.26528409
               184.91454                      0.24603003
               185.46669                      0.22627403
               186.01885                      0.20605982
                 186.571                      0.18543151
               187.12315                      0.16443357
                187.6753                      0.14311102
               188.22746                      0.12150933
               188.77961                     0.099673889
               189.33176                     0.077650147
               189.88392                      0.05548407
               190.43607                     0.033221692
               190.98822                     0.010908622
               191.54038                    -0.011409619
               192.09253                    -0.033687285
               192.64468                    -0.055878841
               193.19684                    -0.077939288
               193.74899                     -0.09982386
               194.30114                     -0.12148794
               194.85329                     -0.14288744
               195.40545                     -0.16397884
                195.9576                     -0.18471895
               196.50975                     -0.20506516
               197.06191                     -0.22497558
               197.61406                      -0.2444089
               198.16621                     -0.26332453
               198.71837                     -0.28168269
               199.27052                     -0.29944437
               199.82267                     -0.31657142
               200.37483                     -0.33302678
               200.92698                     -0.34877429
               201.47913                     -0.36377872
               202.03128                      -0.3780061
               202.58344                     -0.39142364
               203.13559                     -0.40399976
               203.68774                     -0.41570427
                204.2399                     -0.42650835
               204.79205                     -0.43638443
                205.3442                     -0.44530657
               205.89636                     -0.45325063
               206.44851                       -0.460194
               207.00066                     -0.46611569
               207.55282                     -0.47099657
               208.10497                     -0.47481954
               208.65712                      -0.4775694
               209.20927                     -0.47923285
               209.76143                     -0.47979874
               210.31358                     -0.47925825
               210.86573                     -0.47760479
               211.41789                     -0.47483391
               211.97004                     -0.47094343
               212.52219                     -0.46593379
               213.07435                     -0.45980812
                213.6265                     -0.45257183
               214.17865                     -0.44423273
               214.73081                     -0.43480149
               215.28296                     -0.42429153
               215.83511                     -0.41271876
               216.38726                     -0.40010175
               216.93942                     -0.38646195
               217.49157                     -0.37182358
               218.04372                     -0.35621344
               218.59588                     -0.33966097
               219.14803                     -0.32219847
               219.70018                     -0.30386099
               220.25234                     -0.28468602
               220.80449                     -0.26471359
               221.35664                     -0.24398644
                221.9088                     -0.22254974
               222.46095                     -0.20045099
                223.0131                     -0.17774009
               223.56525                     -0.15446904
               224.11741                     -0.13069195
               224.66956                     -0.10646507
               225.22171                    -0.081846348
               225.77387                    -0.056895402
               226.32602                    -0.031673694
               226.87817                   -0.0062441085
               227.43033                     0.019329389
               227.98248                     0.044981622
               228.53463                     0.070646403
               229.08679                     0.096256897
               229.63894                      0.12174563
               230.19109                      0.14704465
               230.74325                      0.17208593
                231.2954                      0.19680155
               231.84755                      0.22112364
                232.3997                      0.24498475
               232.95186                      0.26831816
               233.50401                      0.29105797
               234.05616                      0.31313928
               234.60832                      0.33449853
               235.16047                       0.3550737
               235.71262                      0.37480438
               236.26478                      0.39363201
               236.81693                      0.41150011
               237.36908                      0.42835459
               237.92124                      0.44414384
               238.47339                      0.45881882
               239.02554                      0.47233345
               239.57769                      0.48464468
               240.12985                       0.4957125
                 240.682                      0.50550024
               241.23415                      0.51397497
               241.78631                      0.52110723
               242.33846                      0.52687104
               242.89061                      0.53124446
               243.44277                      0.53420974
               243.99492                      0.53575291
               244.54707                      0.53586396
               245.09923                      0.53453726
               245.65138                      0.53177149
               246.20353                      0.52756932
               246.75568                      0.52193762
               247.30784                      0.51488775
               247.85999                      0.50643532
               248.41214                      0.49660004
                248.9643                      0.48540569
               249.51645                      0.47288031
                250.0686                       0.4590561
               250.62076                      0.44396906
               251.17291                      0.42765893
               251.72506                      0.41016943
               252.27722                      0.39154794
               252.82937                      0.37184507
               253.38152                      0.35111486
               253.93367                      0.32941473
               254.48583                      0.30680488
               255.03798                      0.28334819
               255.59013                      0.25911037
               256.14229                      0.23415961
               256.69444                        0.208566
               257.24659                      0.18240167
               257.79875                       0.1557407
                258.3509                      0.12865862
               258.90305                      0.10123192
               259.45521                     0.073538241
               260.00736                     0.045656203
               260.55951                     0.017664827
               261.11166                    -0.010356869
               261.66382                    -0.038329712
               262.21597                    -0.066174518
               262.76812                    -0.093812786
               263.32028                     -0.12116702
               263.87243                     -0.14816056
               264.42458                      -0.1747178
               264.97674                     -0.20076476
               265.52889                      -0.2262293
               266.08104                     -0.25104116
                266.6332                     -0.27513216
               267.18535                     -0.29843649
                267.7375                      -0.3208909
               268.28965                     -0.34243502
               268.84181                     -0.36301142
               269.39396                     -0.38256567
               269.94611                     -0.40104655
               270.49827                     -0.41840634
               271.05042                     -0.43460089
               271.60257                     -0.44958963
               272.15473                     -0.46333576
               272.70688                      -0.4758064
               273.25903                     -0.48697254
               273.81119                     -0.49680902
               274.36334                     -0.50529477
