        Frequency / GHz                Y (5)/abs,linear
               1.2787318                       10.972337
               1.2841965                       10.943533
               1.2896611                       10.927473
               1.2951258                       10.925338
               1.3005905                       10.937555
               1.3060551                       10.963761
               1.3115198                       11.002821
               1.3169845                       11.052899
               1.3224491                       11.111567
               1.3279138                       11.175952
               1.3333785                       11.242903
               1.3388431                       11.309159
               1.3443078                       11.371521
               1.3497724                       11.427008
               1.3552371                       11.472995
               1.3607018                       11.507328
               1.3661664                       11.528418
               1.3716311                       11.535309
               1.3770958                       11.527719
               1.3825604                       11.506059
               1.3880251                       11.471421
               1.3934898                       11.425552
               1.3989544                       11.370781
               1.4044191                       11.309939
               1.4098838                       11.246234
               1.4153484                       11.183109
               1.4208131                       11.124068
               1.4262778                       11.072494
               1.4317424                       11.031453
               1.4372071                       11.003502
               1.4426718                       10.990525
               1.4481364                       10.993601
               1.4536011                       11.012922
               1.4590658                       11.047777
               1.4645304                       11.096591
               1.4699951                       11.157024
               1.4754598                       11.226117
               1.4809244                       11.300473
               1.4863891                       11.376448
               1.4918538                       11.450349
               1.4973184                       11.518623
               1.5027831                       11.578027
               1.5082478                        11.62577
               1.5137124                       11.659635
               1.5191771                       11.678069
               1.5246418                       11.680251
               1.5301064                       11.666128
               1.5355711                       11.636422
               1.5410357                       11.592619
               1.5465004                       11.536917
               1.5519651                        11.47215
               1.5574297                       11.401681
               1.5628944                       11.329258
               1.5683591                       11.258843
               1.5738237                        11.19441
               1.5792884                       11.139724
               1.5847531                       11.098119
               1.5902177                       11.072282
               1.5956824                       11.064067
               1.6011471                       11.074361
               1.6066117                       11.103012
               1.6120764                       11.148833
               1.6175411                       11.209679
               1.6230057                        11.28258
               1.6284704                       11.363938
               1.6339351                       11.449737
               1.6393997                       11.535776
               1.6448644                        11.61789
               1.6503291                       11.692156
               1.6557937                       11.755071
               1.6612584                       11.803707
               1.6667231                       11.835826
               1.6721877                       11.849974
               1.6776524                       11.845537
               1.6831171                       11.822776
               1.6885817                       11.782822
               1.6940464                       11.727653
               1.6995111                       11.660031
               1.7049757                       11.583403
               1.7104404                       11.501774
               1.7159051                        11.41953
               1.7213697                       11.341235
               1.7268344                       11.271391
               1.7322991                       11.214178
               1.7377637                       11.173192
               1.7432284                         11.1512
                1.748693                       11.149942
               1.7541577                        11.16999
               1.7596224                       11.210705
                1.765087                       11.270267
               1.7705517                         11.3458
               1.7760164                       11.433565
                1.781481                       11.529199
               1.7869457                       11.627978
               1.7924104                       11.725077
                1.797875                       11.815827
               1.8033397                       11.895926
               1.8088044                       11.961635
                1.814269                       12.009928
               1.8197337                       12.038607
               1.8251984                       12.046391
                1.830663                       12.032966
               1.8361277                        11.99901
               1.8415924                       11.946178
                1.847057                       11.877066
               1.8525217                       11.795124
               1.8579864                       11.704547
                1.863451                       11.610106
               1.8689157                       11.516941
               1.8743804                       11.430315
                1.879845                       11.355319
               1.8853097                       11.296571
               1.8907744                       11.257904
                1.896239                       11.242092
               1.9017037                       11.250634
               1.9071684                       11.283629
                1.912633                       11.339758
               1.9180977                       11.416374
               1.9235624                       11.509687
                1.929027                       11.615024
               1.9344917                       11.727124
               1.9399564                        11.84046
                1.945421                        11.94953
               1.9508857                       12.049132
               1.9563503                       12.134599
                1.961815                       12.201989
               1.9672797                       12.248234
               1.9727443                       12.271258
                1.978209                       12.270048
               1.9836737                       12.244703
               1.9891383                       12.196441
                1.994603                       12.127581
               2.0000677                       12.041482
               2.0055323                       11.942447
                2.010997                        11.83557
               2.0164617                       11.726541
               2.0219263                       11.621394
                2.027391                       11.526192
               2.0328557                       11.446689
               2.0383203                       11.387948
                2.043785                        11.35399
               2.0492497                       11.347478
               2.0547143                       11.369496
                2.060179                       11.419451
               2.0656437                       11.495105
               2.0711083                       11.592742
                2.076573                       11.707439
               2.0820377                       11.833404
               2.0875023                       11.964344
                2.092967                       12.093834
               2.0984317                       12.215645
               2.1038963                       12.324039
                2.109361                       12.414007
               2.1148257                       12.481458
               2.1202903                       12.523365
                2.125755                       12.537868
               2.1312197                       12.524344
               2.1366843                       12.483438
                2.142149                       12.417067
               2.1476137                       12.328379
               2.1530783                       12.221682
                2.158543                       12.102319
               2.1640076                       11.976479
               2.1694723                       11.850961
                2.174937                       11.732851
               2.1804016                       11.629146
               2.1858663                       11.546321
                2.191331                       11.489883
               2.1967956                       11.463946
               2.2022603                       11.470887
                2.207725                       11.511131
               2.2131896                       11.583099
               2.2186543                       11.683327
                2.224119                       11.806738
               2.2295836                        11.94702
               2.2350483                       12.097059
                2.240513                        12.24939
               2.2459776                       12.396605
               2.2514423                       12.531719
                2.256907                       12.648465
               2.2623716                        12.74154
               2.2678363                       12.806781
                2.273301                       12.841302
               2.2787656                       12.843587
               2.2842303                       12.813547
                2.289695                       12.752542
               2.2951596                       12.663373
               2.3006243                        12.55023
                2.306089                       12.418598
               2.3115536                       12.275096
               2.3170183                       12.127258
                2.322483                       11.983222
               2.3279476                       11.851331
               2.3334123                       11.739659
                2.338877                       11.655471
               2.3443416                       11.604676
               2.3498063                       11.591327
                2.355271                       11.617255
               2.3607356                       11.681878
               2.3662003                       11.782244
               2.3716649                       11.913271
               2.3771296                       12.068165
               2.3825943                       12.238935
               2.3880589                       12.416932
               2.3935236                       12.593378
               2.3989883                       12.759814
               2.4044529                       12.908483
               2.4099176                       13.032628
               2.4153823                        13.12672
               2.4208469                       13.186629
               2.4263116                       13.209737
               2.4317763                       13.195027
               2.4372409                       13.143124
               2.4427056                        13.05631
               2.4481703                       12.938507
               2.4536349                       12.795209
               2.4590996                       12.633363
               2.4645643                       12.461181
               2.4700289                       12.287852
               2.4754936                       12.123155
               2.4809583                       11.976949
               2.4864229                       11.858558
               2.4918876                       11.776089
               2.4973523                       11.735757
               2.5028169                       11.741305
               2.5082816                       11.793625
               2.5137463                       11.890647
               2.5192109                       12.027523
               2.5246756                       12.197062
               2.5301403                       12.390331
               2.5356049                       12.597334
               2.5410696                        12.80767
               2.5465343                       13.011116
               2.5519989                       13.198118
               2.5574636                        13.36016
               2.5629283                       13.490055
               2.5683929                       13.582151
               2.5738576                       13.632478
               2.5793222                        13.63885
               2.5847869                       13.600937
               2.5902516                       13.520302
               2.5957162                        13.40041
               2.6011809                       13.246597
               2.6066456                       13.066001
               2.6121102                       12.867413
               2.6175749                       12.661043
               2.6230396                       12.458158
               2.6285042                       12.270579
               2.6339689                       12.110008
               2.6394336                       11.987229
               2.6448982                       11.911218
               2.6503629                       11.888306
               2.6558276                       11.921516
               2.6612922                       12.010217
               2.6667569                       12.150169
               2.6722216                        12.33394
               2.6776862                       12.551615
               2.6831509                       12.791633
               2.6886156                       13.041645
               2.6940802                       13.289277
               2.6995449                       13.522763
               2.7050096                       13.731431
               2.7104742                       13.906053
               2.7159389                       14.039106
               2.7214036                       14.124943
               2.7268682                       14.159919
               2.7323329                       14.142479
               2.7377976                       14.073214
               2.7432622                       13.954904
               2.7487269                        13.79252
               2.7541916                       13.593205
               2.7596562                       13.366184
               2.7651209                       13.122603
               2.7705855                       12.875227
               2.7760502                       12.637986
               2.7815149                       12.425288
               2.7869795                       12.251127
               2.7924442                       12.127988
               2.7979089                       12.065684
               2.8033735                       12.070302
               2.8088382                       12.143479
               2.8143029                       12.282183
               2.8197675                       12.479042
               2.8252322                        12.72314
               2.8306969                       13.001084
               2.8361615                       13.298132
               2.8416262                       13.599222
               2.8470909                       13.889818
               2.8525555                       14.156538
               2.8580202                        14.38761
               2.8634849                       14.573177
               2.8689495                       14.705501
               2.8744142                       14.779105
               2.8798789                       14.790871
               2.8853435                       14.740113
               2.8908082                       14.628637
               2.8962729                       14.460788
               2.9017375                       14.243471
               2.9072022                       13.986144
               2.9126669                       13.700734
               2.9181315                       13.401448
               2.9235962                       13.104407
               2.9290609                       12.827034
               2.9345255                       12.587119
               2.9399902                       12.401555
               2.9454549                       12.284817
               2.9509195                       12.247385
               2.9563842                       12.294432
               2.9618489                       12.425118
               2.9673135                       12.632677
               2.9727782                       12.905261
               2.9782428                       13.227296
               2.9837075                       13.581022
               2.9891722                        13.94792
               2.9946368                       14.309876
               3.0001015                       14.650035
               3.0055662                       14.953376
               3.0110308                       15.207087
               3.0164955                       15.400792
               3.0219602                       15.526698
               3.0274248                       15.579693
               3.0328895                       15.557422
               3.0383542                       15.460361
               3.0438188                       15.291894
               3.0492835                       15.058381
               3.0547482                       14.769224
               3.0602128                       14.436897
               3.0656775                        14.07689
               3.0711422                       13.707509
               3.0766068                       13.349417
               3.0820715                       13.024795
               3.0875362                       12.755999
               3.0930008                       12.563706
               3.0984655                       12.464684
               3.1039302                       12.469614
               3.1093948                       12.581511
               3.1148595                       12.795235
               3.1203242                       13.098253
               3.1257888                       13.472371
               3.1312535                       13.895883
               3.1367182                       14.345654
               3.1421828                       14.798792
               3.1476475                        15.23384
               3.1531122                       15.631527
               3.1585768                        15.97522
               3.1640415                       16.251158
               3.1695062                       16.448586
               3.1749708                       16.559831
               3.1804355                       16.580366
               3.1859001                       16.508878
               3.1913648                       16.347358
               3.1968295                       16.101217
               3.2022941                       15.779421
               3.2077588                       15.394634
               3.2132235                       14.963337
               3.2186881                       14.505857
               3.2241528                       14.046184
               3.2296175                       13.611398
               3.2350821                        13.23047
               3.2405468                       12.932225
               3.2460115                       12.742437
               3.2514761                       12.680412
               3.2569408                       12.755905
               3.2624055                       12.967382
               3.2678701                       13.302314
               3.2733348                       13.739312
               3.2787995                       14.251289
               3.2842641                       14.808639
               3.2897288                       15.381797
               3.2951935                       15.942965
               3.3006581                       16.467131
               3.3061228                       16.932584
               3.3115875                       17.321129
               3.3170521                        17.61816
               3.3225168                       17.812678
               3.3279815                       17.897304
               3.3334461                       17.868323
               3.3389108                       17.725769
               3.3443755                       17.473563
               3.3498401                       17.119712
               3.3553048                       16.676564
               3.3607695                       16.161113
               3.3662341                       15.595311
               3.3716988                       15.006295
               3.3771635                       14.426314
               3.3826281                       13.892041
               3.3880928                       13.442773
               3.3935574                       13.117088
               3.3990221                       12.947924
               3.4044868                       12.956996
               3.4099514                       13.150408
               3.4154161                       13.517387
               3.4208808                       14.032687
               3.4263454                       14.661422
               3.4318101                       15.364326
               3.4372748                       16.101943
               3.4427394                       16.837304
               3.4482041                       17.537312
               3.4536688                       18.173285
               3.4591334                       18.721058
               3.4645981                       19.160904
               3.4700628                       19.477412
               3.4755274                       19.659401
               3.4809921                       19.699899
               3.4864568                       19.596188
               3.4919214                       19.349948
               3.4973861                       18.967491
               3.5028508                       18.460114
               3.5083154                       17.844577
               3.5137801                       17.143728
               3.5192448                       16.387231
               3.5247094                       15.612264
               3.5301741                       14.863858
               3.5356388                       14.194167
               3.5411034                       13.659617
               3.5465681                       13.314804
               3.5520328                        13.20323
               3.5574974                       13.347395
               3.5629621                       13.742963
               3.5684268                       14.360308
               3.5738914                       15.152305
               3.5793561                       16.063932
               3.5848208                       17.039896
               3.5902854                       18.029075
               3.5957501                       18.986396
               3.6012147                       19.873214
               3.6066794                       20.657051
               3.6121441                       21.311149
               3.6176087                       21.814066
               3.6230734                       22.149391
               3.6285381                       22.305589
               3.6340027                       22.275984
               3.6394674                       22.058863
               3.6449321                       21.657723
               3.6503967                        21.08168
               3.6558614                       20.346088
               3.6613261                       19.473436
               3.6667907                       18.494599
               3.6722554                       17.450484
               3.6777201                        16.39397
               3.6831847                       15.391555
               3.6886494                        14.52321
               3.6941141                       13.877532
               3.6995787                       13.538888
               3.7050434                       13.566942
               3.7105081                        13.97746
               3.7159727                       14.737497
               3.7214374                       15.778343
               3.7269021                       17.015861
               3.7323667                       18.366517
               3.7378314                       19.755455
               3.7432961                       21.118724
               3.7487607                       22.402745
               3.7542254                       23.562959
               3.7596901                       24.562525
               3.7651547                       25.371327
               3.7706194                       25.965319
               3.7760841                       26.326163
               3.7815487                       26.441082
               3.7870134                        26.30291
               3.7924781                       25.910325
               3.7979427                       25.268262
               3.8034074                        24.38861
                3.808872                       23.291266
               3.8143367                       22.005784
               3.8198014                       20.573891
                3.825266                       19.053282
               3.8307307                       17.522984
               3.8361954                        16.08972
                 3.84166                       14.891815
               3.8471247                       14.091027
               3.8525894                       13.838402
                3.858054                       14.216719
               3.8635187                       15.200978
               3.8689834                       16.676923
                3.874448                       18.495246
               3.8799127                       20.513775
               3.8853774                       22.613371
                3.890842                       24.698173
               3.8963067                       26.691003
               3.9017714                       28.528774
                3.907236                       30.159129
               3.9127007                       31.538263
               3.9181654                       32.629645
                 3.92363                        33.40332
               3.9290947                       33.835628
               3.9345594                       33.909193
                3.940024                       33.613134
               3.9454887                       32.943486
               3.9509534                       31.903882
                3.956418                       30.506619
               3.9618827                       28.774379
               3.9673474                        26.74309
                3.972812                       24.466893
               3.9782767                       22.026961
               3.9837414                       19.547178
                3.989206                       17.220155
               3.9946707                       15.339537
               4.0001354                       14.297494
                  4.0056                       14.449589
               4.0110647                       15.871037
               4.0165293                       18.316299
                4.021994                       21.434828
               4.0274587                       24.932613
               4.0329233                       28.597875
                4.038388                       32.278229
               4.0438527                       35.857849
               4.0493173                       39.243046
                4.054782                       42.354181
               4.0602467                       45.121338
               4.0657113                       47.482082
                4.071176                       49.380388
               4.0766407                       50.766238
               4.0821053                       51.595609
                 4.08757                       51.830719
               4.0930347                       51.440458
               4.0984993                        50.40102
                4.103964                       48.696792
               4.1094287                        46.32169
               4.1148933                       43.281363
                4.120358                       39.597173
               4.1258227                       35.314152
               4.1312873                       30.518614
                4.136752                       25.381414
               4.1422167                       20.275019
               4.1476813                       16.087531
                4.153146                       14.654126
               4.1586107                       17.486229
               4.1640753                       23.608364
                 4.16954                        31.50522
               4.1750047                       40.387702
               4.1804693                       49.885915
                4.185934                       59.794216
               4.1913987                       69.972555
               4.1968633                       80.309379
                4.202328                       90.706671
               4.2077926                       101.07354
               4.2132573                        111.3234
                4.218722                        121.3729
               4.2241866                        131.1415
               4.2296513                       140.55169
                4.235116                       149.52921
               4.2405806                       158.00358
               4.2460453                       165.90852
                 4.25151                       173.18249
               4.2569746                       179.76919
               4.2624393                       185.61802
                4.267904                       190.68451
               4.2733686                       194.93069
               4.2788333                       198.32546
                4.284298                       200.84478
               4.2897626                       202.47196
               4.2952273                       203.19768
                4.300692                       203.02016
               4.3061566                       201.94506
               4.3116213                       199.98544
                4.317086                       197.16159
               4.3225506                       193.50083
               4.3280153                       189.03717
                 4.33348                       183.81103
               4.3389446                       177.86877
               4.3444093                       171.26227
                4.349874                       164.04842
               4.3553386                       156.28857
               4.3608033                       148.04798
                4.366268                       139.39523
               4.3717326                       130.40164
               4.3771973                        121.1407
                4.382662                        111.6876
               4.3881266                        102.1187
               4.3935913                       92.511341
                4.399056                       82.943722
               4.4045206                       73.495292
               4.4099853                       64.247844
               4.4154499                       55.287964
               4.4209146                       46.712135
               4.4263793                       38.637242
               4.4318439                       31.222521
               4.4373086                       24.715099
               4.4427733                       19.532327
               4.4482379                       16.318336
               4.4537026                       15.622464
               4.4591673                       17.144488
               4.4646319                       19.896395
               4.4700966                       23.048866
               4.4755613                       26.141289
               4.4810259                       28.943834
               4.4864906                       31.343236
               4.4919553                       33.285795
               4.4974199                       34.750799
               4.5028846                       35.737674
               4.5083493                        36.25936
               4.5138139                       36.338624
               4.5192786                       36.005859
               4.5247433                       35.297669
               4.5302079                       34.255921
               4.5356726                       32.927104
               4.5411373                       31.361911
               4.5466019                       29.615026
               4.5520666                       27.745073
               4.5575313                       25.814695
               4.5629959                       23.890605
               4.5684606                       22.043276
               4.5739253                       20.345587
               4.5793899                       18.869333
               4.5848546                       17.678383
               4.5903193                        16.81829
               4.5957839                        16.30497
               4.6012486                       16.118148
               4.6067133                       16.204575
               4.6121779                       16.490353
               4.6176426                       16.896099
               4.6231072                       17.348812
               4.6285719                       17.788245
               4.6340366                       18.168822
               4.6395012                       18.459071
               4.6449659                       18.640067
               4.6504306                       18.703706
               4.6558952                       18.651119
               4.6613599                       18.491308
               4.6668246                       18.239934
               4.6722892                       17.918155
               4.6777539                       17.551379
               4.6832186                        17.16778
               4.6886832                       16.796463
               4.6941479                       16.465205
               4.6996126                       16.197872
               4.7050772                       16.011811
               4.7105419                       15.915701
               4.7160066                       15.908424
               4.7214712                       15.979281
               4.7269359                        16.10952
               4.7324006                       16.274758
               4.7378652                       16.447707
               4.7433299                         16.6007
               4.7487946                       16.707728
               4.7542592                       16.745914
               4.7597239                       16.696506
               4.7651886                       16.545514
               4.7706532                       16.284118
               4.7761179                       15.908994
               4.7815826                       15.422625
               4.7870472                       14.833709
               4.7925119                        14.15772
               4.7979766                       13.417698
               4.8034412                       12.645235
               4.8089059                       11.881466
               4.8143706                       11.177424
               4.8198352                       10.592364
               4.8252999                       10.187899
               4.8307645                       10.016544
               4.8362292                       10.107167
               4.8416939                       10.455144
               4.8471585                       11.024208
               4.8526232                         11.7583
               4.8580879                       12.595188
               4.8635525                       13.475741
               4.8690172                       14.348081
               4.8744819                       15.168466
               4.8799465                        15.90074
               4.8854112                        16.51542
               4.8908759                       16.988847
               4.8963405                       17.302544
               4.9018052                       17.442763
               4.9072699                       17.400195
               4.9127345                       17.169796
               4.9181992                       16.750718
               4.9236639                       16.146344
               4.9291285                        15.36444
               4.9345932                       14.417515
               4.9400579                       13.323519
               4.9455225                       12.107198
               4.9509872                       10.802681
               4.9564519                       9.4584754
               4.9619165                        8.146948
               4.9673812                       6.9804506
               4.9728459                       6.1281305
               4.9783105                       5.7926068
               4.9837752                       6.0872134
               4.9892399                       6.9270096
               4.9947045                       8.1162199
               5.0001692                       9.4801914
               5.0056339                       10.899457
               5.0110985                       12.295398
               5.0165632                       13.613817
               5.0220279                       14.814984
               5.0274925                       15.868347
               5.0329572                       16.749806
               5.0384218                       17.440305
               5.0438865                       17.925101
               5.0493512                       18.193381
               5.0548158                       18.238067
               5.0602805                       18.055711
               5.0657452                       17.646431
               5.0712098                        17.01388
               5.0766745                        16.16522
               5.0821392                       15.111149
               5.0876038                       13.865997
               5.0930685                       12.448025
               5.0985332                       10.880191
               5.1039978                       9.1921064
               5.1094625                       7.4253123
               5.1149272                       5.6492817
               5.1203918                       4.0174673
               5.1258565                       2.9565032
               5.1313212                       3.1958283
               5.1367858                       4.5376812
               5.1422505                       6.2798412
               5.1477152                       8.1156387
               5.1531798                        9.928556
               5.1586445                        11.65909
               5.1641092                       13.267913
               5.1695738                       14.724891
               5.1750385                       16.005335
               5.1805032                       17.088604
               5.1859678                       17.957592
               5.1914325                       18.598549
               5.1968972                        19.00106
               5.2023618                       19.158064
               5.2078265                       19.065886
               5.2132912                       18.724249
               5.2187558                       18.136261
               5.2242205                       17.308369
               5.2296852                       16.250278
               5.2351498                       14.974824
               5.2406145                       13.497828
               5.2460791                       11.837914
               5.2515438                       10.016314
               5.2570085                       8.0567327
               5.2624731                       5.9854489
               5.2679378                       3.8328165
               5.2734025                       1.6496109
               5.2788671                      0.81335101
               5.2843318                       2.9563659
               5.2897965                       5.1627552
               5.2952611                       7.3198704
               5.3007258                       9.3923178
               5.3061905                       11.350741
               5.3116551                       13.168235
               5.3171198                       14.819987
               5.3225845                       16.283413
               5.3280491                       17.538395
               5.3335138                       18.567528
               5.3389785                        19.35635
               5.3444431                       19.893547
               5.3499078                       20.171117
               5.3553725                       20.184498
               5.3608371                        19.93266
               5.3663018                        19.41815
               5.3717665                       18.647117
               5.3772311                       17.629299
               5.3826958                       16.378016
               5.3881605                       14.910186
               5.3936251                       13.246477
               5.3990898                         11.4118
               5.4045545                       9.4367965
               5.4100191                       7.3624566
               5.4154838                       5.2569758
               5.4209485                        3.296954
               5.4264131                       2.2199888
               5.4318778                       3.2041492
               5.4373424                        5.171682
               5.4428071                        7.323788
               5.4482718                       9.4685849
               5.4537364                       11.533171
               5.4592011                       13.473447
               5.4646658                       15.255803

