        s / mm                Y/real
               133.84965                   -0.0044345929
               134.13048                   -0.0043970317
               134.41131                   -0.0043523064
               134.69215                   -0.0043003875
               134.97298                   -0.0042413548
               135.25381                   -0.0041751646
               135.53464                   -0.0041017634
               135.81547                   -0.0040212883
                136.0963                   -0.0039337945
               136.37714                   -0.0038392352
               136.65797                   -0.0037377076
                136.9388                   -0.0036293477
               137.21963                   -0.0035142296
               137.50046                   -0.0033924366
               137.78129                    -0.003264092
               138.06213                   -0.0031293619
               138.34296                    -0.002988387
               138.62379                   -0.0028412877
               138.90462                   -0.0026882662
               139.18545                   -0.0025295487
               139.46628                   -0.0023652994
               139.74712                   -0.0021957141
               140.02795                   -0.0020210615
               140.30878                   -0.0018415513
               140.58961                   -0.0016573793
               140.87044                   -0.0014688933
               141.15127                   -0.0012763886
               141.43211                   -0.0010800231
               141.71294                  -0.00088014298
               141.99377                  -0.00067714622
                142.2746                  -0.00047121044
               142.55543                  -0.00026262972
               142.83627                  -5.1884934e-05
                143.1171                   0.00016071796
               143.39793                   0.00037493603
               143.67876                   0.00059037221
               143.95959                   0.00080663882
               144.24042                    0.0010233848
               144.52126                     0.001240226
               144.80209                    0.0014568344
               145.08292                    0.0016728504
               145.36375                    0.0018878126
               145.64458                    0.0021013562
               145.92541                    0.0023131738
               146.20625                    0.0025228291
               146.48708                    0.0027298923
               146.76791                    0.0029340292
               147.04874                    0.0031348648
               147.32957                    0.0033320012
                147.6104                    0.0035250703
               147.89124                     0.003713679
               148.17207                     0.003897444
                148.4529                      0.00407602
               148.73373                    0.0042490522
               149.01456                    0.0044161738
               149.29539                    0.0045770308
               149.57623                     0.004731294
               149.85706                     0.004878631
               150.13789                    0.0050187053
               150.41872                     0.005151226
               150.69955                    0.0052758928
               150.98038                    0.0053923727
               151.26122                    0.0055004209
               151.54205                    0.0055998139
               151.82288                    0.0056902245
               152.10371                    0.0057714246
               152.38454                    0.0058432856
               152.66537                    0.0059055112
               152.94621                    0.0059578595
               153.22704                    0.0060002652
               153.50787                    0.0060325362
                153.7887                    0.0060544938
               154.06953                    0.0060660744
               154.35036                    0.0060671034
                154.6312                    0.0060574788
               154.91203                    0.0060372401
               155.19286                    0.0060063038
               155.47369                    0.0059645556
               155.75452                    0.0059120176
               156.03536                    0.0058487526
               156.31619                    0.0057747596
               156.59702                    0.0056900399
               156.87785                      0.00559472
               157.15868                    0.0054889124
               157.43951                    0.0053726448
               157.72035                    0.0052460694
               158.00118                    0.0051093828
               158.28201                    0.0049627177
               158.56284                    0.0048062733
               158.84367                    0.0046402531
                159.1245                    0.0044648775
               159.40534                    0.0042804291
               159.68617                    0.0040871336
                 159.967                    0.0038852756
               160.24783                    0.0036752004
               160.52866                    0.0034571787
               160.80949                    0.0032315748
               161.09033                    0.0029987952
               161.37116                    0.0027591204
               161.65199                    0.0025129333
               161.93282                    0.0022607405
               162.21365                    0.0020029109
               162.49448                    0.0017397895
               162.77532                    0.0014718945
               163.05615                    0.0011997362
               163.33698                   0.00092370615
               163.61781                   0.00064426791
               163.89864                   0.00036195359
               164.17947                   7.7236336e-05
               164.46031                  -0.00020936297
               164.74114                  -0.00049730423
               165.02197                  -0.00078613738
                165.3028                   -0.0010753521
               165.58363                   -0.0013643536
               165.86446                   -0.0016525896
                166.1453                   -0.0019395635
               166.42613                   -0.0022248039
               166.70696                   -0.0025077331
               166.98779                   -0.0027877247
               167.26862                    -0.003064337
               167.54945                   -0.0033371053
               167.83029                   -0.0036053775
               168.11112                   -0.0038686205
               168.39195                   -0.0041264256
               168.67278                   -0.0043782618
               168.95361                   -0.0046235619
               169.23444                   -0.0048618659
               169.51528                   -0.0050927305
               169.79611                   -0.0053156312
               170.07694                   -0.0055300884
               170.35777                   -0.0057357349
                170.6386                    -0.005932124
               170.91944                   -0.0061187522
               171.20027                   -0.0062952614
                171.4811                   -0.0064613289
               171.76193                   -0.0066165388
               172.04276                   -0.0067604933
               172.32359                   -0.0068928773
               172.60443                   -0.0070134321
               172.88526                   -0.0071218662
               173.16609                   -0.0072178365
               173.44692                   -0.0073011118
               173.72775                   -0.0073715204
               174.00858                   -0.0074288115
               174.28942                   -0.0074728091
               174.57025                   -0.0075033887
               174.85108                   -0.0075203577
               175.13191                   -0.0075236344
               175.41274                   -0.0075132021
               175.69357                   -0.0074889187
               175.97441                   -0.0074507164
               176.25524                   -0.0073986908
               176.53607                   -0.0073328746
                176.8169                   -0.0072532357
               177.09773                   -0.0071598348
               177.37856                    -0.007052825
                177.6594                   -0.0069323507
               177.94023                    -0.006798524
               178.22106                   -0.0066515067
               178.50189                   -0.0064915094
               178.78272                   -0.0063187749
               179.06355                   -0.0061335919
               179.34439                   -0.0059362004
               179.62522                   -0.0057268581
               179.90605                   -0.0055059672
               180.18688                   -0.0052738988
               180.46771                   -0.0050309454
               180.74854                   -0.0047775073
               181.02938                   -0.0045140548
               181.31021                   -0.0042410174
               181.59104                   -0.0039588367
               181.87187                   -0.0036679991
                182.1527                    -0.003369001
               182.43353                   -0.0030623469
               182.71437                   -0.0027485912
                182.9952                   -0.0024282926
               183.27603                   -0.0021019472
               183.55686                   -0.0017701324
               183.83769                   -0.0014335563
               184.11852                   -0.0010928024
               184.39936                  -0.00074834892
               184.68019                  -0.00040086965
               184.96102                  -5.1101144e-05
               185.24185                   0.00030040598
               185.52268                   0.00065304068
               185.80352                    0.0010060511
               186.08435                    0.0013588251
               186.36518                    0.0017107812
               186.64601                    0.0020611905
               186.92684                    0.0024093615
               187.20767                    0.0027546912
               187.48851                    0.0030965388
               187.76934                    0.0034342233
               188.05017                    0.0037670815
                 188.331                    0.0040944947
               188.61183                    0.0044158521
               188.89266                    0.0047305256
                189.1735                    0.0050378962
               189.45433                    0.0053373319
               189.73516                    0.0056282331
               190.01599                    0.0059100939
               190.29682                    0.0061823552
               190.57765                    0.0064443885
               190.85849                    0.0066956821
               191.13932                    0.0069357803
               191.42015                    0.0071641799
               191.70098                    0.0073803909
               191.98181                    0.0075839384
               192.26264                    0.0077744166
               192.54348                     0.007951476
               192.82431                     0.008114667
               193.10514                    0.0082635889
               193.38597                    0.0083980149
                193.6668                    0.0085176351
               193.94763                    0.0086220695
               194.22847                    0.0087111126
                194.5093                    0.0087846101
               194.79013                    0.0088423026
               195.07096                    0.0088839838
               195.35179                     0.008909584
               195.63262                    0.0089190092
               195.91346                    0.0089121036
               196.19429                     0.008888839
               196.47512                    0.0088492823
               196.75595                    0.0087933868
               197.03678                     0.008721148
               197.31761                    0.0086327318
               197.59845                    0.0085282128
               197.87928                    0.0084076581
               198.16011                    0.0082713331
               198.44094                    0.0081194168
               198.72177                    0.0079520287
               199.00261                    0.0077695353
               199.28344                    0.0075722793
               199.56427                    0.0073604294
                199.8451                    0.0071343271
               200.12593                    0.0068944527
               200.40676                    0.0066411709
                200.6876                    0.0063748588
               200.96843                    0.0060959917
               201.24926                     0.005805027
               201.53009                    0.0055024657
               201.81092                    0.0051888816
               202.09175                    0.0048647678
               202.37259                    0.0045306298
               202.65342                    0.0041871364
               202.93425                    0.0038349053
               203.21508                    0.0034744603
               203.49591                     0.003106487
               203.77674                    0.0027316995
               204.05758                    0.0023506872
               204.33841                     0.001964129
               204.61924                     0.001572759
               204.90007                    0.0011772556
                205.1809                   0.00077835554
               205.46173                   0.00037676774
               205.74257                  -2.6824428e-05
                206.0234                  -0.00043161985
               206.30423                   -0.0008368832
               206.58506                   -0.0012419545
               206.86589                   -0.0016460292
               207.14672                   -0.0020483128
               207.42756                   -0.0024481392
               207.70839                   -0.0028447908
               207.98922                   -0.0032374988
               208.27005                   -0.0036255445
               208.55088                   -0.0040081995
               208.83171                   -0.0043847245
               209.11255                    -0.004754445
               209.39338                   -0.0051167025
               209.67421                   -0.0054707961
               209.95504                   -0.0058160295
               210.23587                    -0.006151758
                210.5167                   -0.0064773739
               210.79754                   -0.0067922679
               211.07837                   -0.0070958378
                211.3592                   -0.0073874972
               211.64003                   -0.0076666465
               211.92086                   -0.0079327582
               212.20169                   -0.0081854059
               212.48253                   -0.0084240707
               212.76336                   -0.0086481982
               213.04419                   -0.0088574159
               213.32502                   -0.0090513675
               213.60585                   -0.0092295864
               213.88669                   -0.0093916997
               214.16752                   -0.0095374649
               214.44835                   -0.0096665898
               214.72918                    -0.009778714
               215.01001                   -0.0098736149
               215.29084                    -0.009951191
               215.57168                    -0.010011194
               215.85251                    -0.010053415
               216.13334                    -0.010077905
               216.41417                    -0.010084558
                 216.695                    -0.010073133
               216.97583                    -0.010043744
               217.25667                   -0.0099965609
                217.5375                   -0.0099314746
               217.81833                   -0.0098485202
               218.09916                   -0.0097479527
               218.37999                   -0.0096299249
               218.66082                   -0.0094945275
               218.94166                   -0.0093419695
               219.22249                   -0.0091725774
               219.50332                   -0.0089866623
               219.78415                   -0.0087844367
               220.06498                   -0.0085662032
               220.34581                   -0.0083324521
               220.62665                   -0.0080835961
               220.90748                   -0.0078199518
               221.18831                   -0.0075419901
               221.46914                   -0.0072502358
               221.74997                    -0.006945159
                222.0308                   -0.0066273091
               222.31164                   -0.0062972608
               222.59247                   -0.0059555598
                222.8733                   -0.0056028015
               223.15413                      -0.0052396
               223.43496                    -0.004866599
               223.71579                   -0.0044844776
               223.99663                   -0.0040938838
               224.27746                      -0.0036955
               224.55829                   -0.0032900484
               224.83912                   -0.0028782176
               225.11995                   -0.0024607556
               225.40078                   -0.0020384408
               225.68162                   -0.0016119432
               225.96245                   -0.0011819947
               226.24328                  -0.00074946783
               226.52411                  -0.00031511739
               226.80494                   0.00012037064
               227.08578                   0.00055618164
               227.36661                   0.00099152219
               227.64744                    0.0014256634
               227.92827                    0.0018578113
                228.2091                    0.0022871858
               228.48993                    0.0027130523
               228.77077                    0.0031346346
                229.0516                    0.0035511708
               229.33243                    0.0039619555
               229.61326                     0.004366259
               229.89409                    0.0047633321
               230.17492                    0.0051524972
               230.45576                    0.0055330894
               230.73659                      0.00590438
               231.01742                    0.0062657099
               231.29825                    0.0066164969
               231.57908                    0.0069560854
               231.85991                    0.0072838404
               232.14075                    0.0075992349
               232.42158                     0.007901736
               232.70241                    0.0081907767
               232.98324                     0.008465813
               233.26407                    0.0087263775
                233.5449                    0.0089720612
               233.82574                     0.009202412
               234.10657                    0.0094169785
                234.3874                    0.0096154168
               234.66823                    0.0097974252
               234.94906                    0.0099626621
               235.22989                     0.010110802
               235.51073                      0.01024162
               235.79156                      0.01035492
               236.07239                     0.010450463
               236.35322                     0.010528096
               236.63405                     0.010587731
               236.91488                     0.010629202
               237.19572                     0.010652464
               237.47655                     0.010657573
               237.75738                     0.010644448
               238.03821                     0.010613092
               238.31904                     0.010563637
               238.59987                     0.010496156
               238.88071                     0.010410773
               239.16154                     0.010307668
               239.44237                     0.010186994
                239.7232                      0.01004899
               240.00403                    0.0098939466
               240.28486                    0.0097221211
                240.5657                    0.0095337887
               240.84653                    0.0093293145
               241.12736                    0.0091091154
               241.40819                    0.0088735425
               241.68902                    0.0086229688
               241.96986                     0.008357925
               242.25069                    0.0080789085
               242.53152                     0.007786311
               242.81235                    0.0074806632
               243.09318                    0.0071626092
               243.37401                    0.0068326796
               243.65485                    0.0064913683
               243.93568                    0.0061393186
               244.21651                    0.0057772325
               244.49734                    0.0054057012
               244.77817                    0.0050253051
                 245.059                    0.0046367456
               245.33984                    0.0042407453
               245.62067                    0.0038379794
                245.9015                    0.0034291393
               246.18233                    0.0030149301
               246.46316                    0.0025960539
               246.74399                     0.002173249
               247.02483                    0.0017472653
               247.30566                    0.0013188211
               247.58649                   0.00088864817
               247.86732                   0.00045750589
               248.14815                   2.6111907e-05
               248.42898                  -0.00040484288
               248.70982                  -0.00083458506
               248.99065                   -0.0012623138
               249.27148                    -0.001687364
               249.55231                   -0.0021090894
               249.83314                   -0.0025267064
               250.11397                   -0.0029394691
               250.39481                   -0.0033467537
               250.67564                   -0.0037478996
               250.95647                    -0.004142196
                251.2373                   -0.0045289871
               251.51813                   -0.0049076744
               251.79896                   -0.0052776191
                252.0798                   -0.0056381591
               252.36063                    -0.005988751
               252.64146                   -0.0063288894
               252.92229                   -0.0066579603
               253.20312                   -0.0069753973
               253.48395                   -0.0072807584
               253.76479                   -0.0075735733
               254.04562                   -0.0078533436
               254.32645                   -0.0081196226
               254.60728                   -0.0083720175
               254.88811                   -0.0086101615
               255.16895                   -0.0088336653
               255.44978                   -0.0090421881
               255.73061                   -0.0092354664
               256.01144                   -0.0094131976
               256.29227                    -0.009575102
                256.5731                   -0.0097209898
               256.85394                    -0.009850658
               257.13477                   -0.0099639254
                257.4156                    -0.010060689
               257.69643                    -0.010140819
               257.97726                    -0.010204177
               258.25809                    -0.010250763
               258.53893                    -0.010280626
               258.81976                    -0.010293695
               259.10059                    -0.010289944
               259.38142                    -0.010269525
               259.66225                    -0.010232532
               259.94308                    -0.010179014
               260.22392                    -0.010109177
               260.50475                    -0.010023231
               260.78558                   -0.0099212785
               261.06641                    -0.009803558
               261.34724                   -0.0096704001
               261.62807                   -0.0095220476
               261.90891                   -0.0093587687
               262.18974                   -0.0091808981
               262.47057                   -0.0089887847
                262.7514                   -0.0087828303
               263.03223                   -0.0085634322
               263.31306                   -0.0083309737
                263.5939                   -0.0080858952
               263.87473                   -0.0078286454
               264.15556                    -0.007559694
               264.43639                   -0.0072795584
               264.71722                   -0.0069887299
               264.99805                   -0.0066877218
               265.27889                   -0.0063770829
               265.55972                    -0.006057324
               265.84055                   -0.0057290236
               266.12138                   -0.0053928165
               266.40221                   -0.0050492311
               266.68304                   -0.0046988167
               266.96388                   -0.0043422434
               267.24471                   -0.0039801277
               267.52554                   -0.0036130244
               267.80637                   -0.0032415605
                268.0872                   -0.0028664153
               268.36803                   -0.0024881999
               268.64887                   -0.0021074682
                268.9297                   -0.0017248881
               269.21053                   -0.0013411723
               269.49136                  -0.00095686156
               269.77219                  -0.00057251392
               270.05303                  -0.00018887571
               270.33386                   0.00019342662
               270.61469                    0.0005739282
               270.89552                   0.00095196605
               271.17635                    0.0013268164
               271.45718                     0.001698008
               271.73802                    0.0020650548
               272.01885                    0.0024272751
               272.29968                    0.0027840709
               272.58051                    0.0031349839
               272.86134                    0.0034794853
               273.14217                    0.0038170034
               273.42301                    0.0041470738
               273.70384                    0.0044692486
               273.98467                    0.0047830032
                274.2655                    0.0050878779
               274.54633                    0.0053834921
               274.82716                    0.0056694008
                 275.108                    0.0059451763
               275.38883                    0.0062105072
               275.66966                    0.0064650255
               275.95049                    0.0067083082
               276.23132                    0.0069400805
               276.51215                     0.007160115
               276.79299                    0.0073680844
               277.07382                    0.0075636933
               277.35465                    0.0077467707
               277.63548                    0.0079171187
               277.91631                    0.0080744629
               278.19714                    0.0082186699
               278.47798                     0.008349677
               278.75881                    0.0084672857
               279.03964                    0.0085713927
               279.32047                    0.0086619914
                279.6013                    0.0087389452
               279.88213                    0.0088022363
               280.16297                    0.0088519545
                280.4438                     0.008888016
               280.72463                    0.0089104228
               281.00546                    0.0089193414
               281.28629                    0.0089148126
               281.56712                     0.008896874
               281.84796                    0.0088656951
               282.12879                      0.00882144
               282.40962                    0.0087642432
               282.69045                    0.0086942542
               282.97128                    0.0086116903
               283.25211                    0.0085168068
               283.53295                    0.0084098009
               283.81378                    0.0082908938
               284.09461                     0.008160396
               284.37544                    0.0080186174
               284.65627                    0.0078658187
               284.93711                    0.0077022775
               285.21794                    0.0075283755
               285.49877                    0.0073444913
                285.7796                    0.0071509018
               286.06043                     0.006947961
               286.34126                    0.0067361332
                286.6221                    0.0065157881
               286.90293                    0.0062872525
               287.18376                     0.006050987
               287.46459                    0.0058074443
               287.74542                    0.0055569643
               288.02625                    0.0052999898
               288.30709                    0.0050370462
               288.58792                    0.0047685197
               288.86875                    0.0044948014
               289.14958                    0.0042164117
               289.43041                    0.0039338103
               289.71124                    0.0036473927
               289.99208                    0.0033576339
               290.27291                     0.003065037
               290.55374                    0.0027700354
               290.83457                    0.0024730383
                291.1154                    0.0021745374
               291.39623                    0.0018750245
               291.67707                    0.0015748783
                291.9579                    0.0012745564
               292.23873                   0.00097457855
               292.51956                   0.00067528398
               292.80039                   0.00037708358
               293.08122                   8.0543121e-05
               293.36206                   -0.0002139959
               293.64289                  -0.00050623454
               293.92372                  -0.00079564445
               294.20455                   -0.0010818015
               294.48538                   -0.0013644477
               294.76621                   -0.0016431686
               295.04705                   -0.0019174957
               295.32788                   -0.0021871593
               295.60871                    -0.002451886
               295.88954                   -0.0027112405
               296.17037                   -0.0029648844
                296.4512                   -0.0032126186
               296.73204                   -0.0034541316
               297.01287                    -0.003689045
                297.2937                   -0.0039171195
               297.57453                   -0.0041381811
               297.85536                    -0.004351962
                298.1362                   -0.0045581655
               298.41703                   -0.0047565938
               298.69786                    -0.004947104
               298.97869                   -0.0051294992
               299.25952                   -0.0053035584
               299.54035                   -0.0054691325
               299.82119                   -0.0056261238
               300.10202                   -0.0057743965
               300.38285                    -0.005913795
               300.66368                   -0.0060442348
               300.94451                   -0.0061656452
               301.22534                   -0.0062779156
               301.50618                   -0.0063810205
               301.78701                   -0.0064749612
               302.06784                    -0.006559623
               302.34867                   -0.0066349562
                302.6295                    -0.006701061
               302.91033                   -0.0067579675
               303.19117                   -0.0068056043
                 303.472                   -0.0068439974
               303.75283                   -0.0068732676
               304.03366                   -0.0068934565
               304.31449                   -0.0069045934
               304.59532                    -0.006906799
               304.87616                   -0.0069001623
               305.15699                   -0.0068847622
               305.43782                   -0.0068607536
               305.71865                    -0.006828247
               305.99948                   -0.0067873513
               306.28031                   -0.0067382557
               306.56115                   -0.0066810829
               306.84198                   -0.0066159587
               307.12281                   -0.0065431399
               307.40364                   -0.0064627996
               307.68447                   -0.0063750186
                307.9653                   -0.0062800405
               308.24614                   -0.0061781431
               308.52697                   -0.0060694426
                308.8078                   -0.0059541247
               309.08863                   -0.0058325166
               309.36946                   -0.0057047982
               309.65029                   -0.0055710913
               309.93113                   -0.0054317125
               310.21196                   -0.0052869428
               310.49279                   -0.0051369239
               310.77362                   -0.0049819184
               311.05445                   -0.0048222319
               311.33528                    -0.004658037
               311.61612                   -0.0044895482
               311.89695                   -0.0043170828
               312.17778                   -0.0041408965
               312.45861                   -0.0039611811
               312.73944                   -0.0037781716
               313.02028                   -0.0035921704
               313.30111                   -0.0034034454
               313.58194                    -0.003212152
               313.86277                   -0.0030185127
                314.1436                   -0.0028228948
               314.42443                   -0.0026255364
               314.70527                    -0.002426559
                314.9861                    -0.002226238
               315.26693                   -0.0020248616
               315.54776                   -0.0018225897
               315.82859                   -0.0016196718
               316.10942                    -0.001416395
               316.39026                   -0.0012129206
               316.67109                   -0.0010094561
               316.95192                   -0.0008062452
               317.23275                  -0.00060343995
               317.51358                  -0.00040127996
               317.79441                  -0.00020005456
               318.07525                   1.2646209e-07
               318.35608                   0.00019914237
               318.63691                   0.00039670734
               318.91774                   0.00059260669
               319.19857                   0.00078673643
                319.4794                   0.00097892637
               319.76024                    0.0011689701
               320.04107                    0.0013567054
                320.3219                    0.0015419948
               320.60273                    0.0017246936
               320.88356                    0.0019046084
               321.16439                    0.0020815854
               321.44523                    0.0022555759
               321.72606                    0.0024264246
               322.00689                    0.0025938759
               322.28772                    0.0027578764
               322.56855                    0.0029184252
               322.84938                    0.0030752824
               323.13022                    0.0032282719
               323.41105                     0.003377438
               323.69188                    0.0035226496
               323.97271                     0.003663683
               324.25354                    0.0038005608
               324.53437                    0.0039332279
               324.81521                    0.0040614485
               325.09604                    0.0041851996
               325.37687                     0.004304506
                325.6577                    0.0044192044
               325.93853                    0.0045292048
               326.21937                    0.0046344899
                326.5002                    0.0047349562
               326.78103                    0.0048305397
               327.06186                    0.0049212259
               327.34269                    0.0050069533
               327.62352                    0.0050876523
               327.90436                    0.0051632677
               328.18519                    0.0052337533
               328.46602                    0.0052990842
               328.74685                     0.005359226
               329.02768                    0.0054141119
               329.30851                    0.0054636967
               329.58935                    0.0055080018
               329.87018                    0.0055470099
               330.15101                    0.0055806284
               330.43184                    0.0056088441
               330.71267                    0.0056316774
                330.9935                    0.0056490641
               331.27434                    0.0056610002
               331.55517                    0.0056675305
                 331.836                    0.0056685782
               332.11683                    0.0056641026
               332.39766                    0.0056541795
               332.67849                    0.0056387825
               332.95933                      0.00561786
               333.24016                    0.0055914823
               333.52099                    0.0055596378
               333.80182                    0.0055222604
               334.08265                     0.005479432
               334.36348                    0.0054311904
               334.64432                    0.0053774647
               334.92515                    0.0053183053
               335.20598                    0.0052537868
               335.48681                    0.0051838747
               335.76764                    0.0051085947
               336.04847                    0.0050280338
               336.32931                    0.0049421878
               336.61014                    0.0048510445
               336.89097                    0.0047547088
                337.1718                    0.0046532723
               337.45263                    0.0045467129
               337.73346                    0.0044350655
                338.0143                    0.0043184595
               338.29513                    0.0041969293
               338.57596                    0.0040704814
               338.85679                    0.0039392435
               339.13762                    0.0038033339
               339.41845                    0.0036627979
               339.69929                    0.0035176885
               339.98012                    0.0033680851
               340.26095                    0.0032141378
               340.54178                    0.0030559869
               340.82261                     0.002893669
               341.10345                    0.0027272671
               341.38428                    0.0025569463
               341.66511                    0.0023828533
               341.94594                    0.0022051044
               342.22677                    0.0020237933
                342.5076                    0.0018390862
               342.78844                    0.0016511818
               343.06927                    0.0014601731
                343.3501                    0.0012662044
               343.63093                    0.0010695061
               343.91176                   0.00087021884
               344.19259                   0.00066848376
               344.47343                   0.00046451798
               344.75426                   0.00025852591
               345.03509                   5.0689828e-05
               345.31592                  -0.00015881742
               345.59675                  -0.00036977284
               345.87758                  -0.00058191469
               346.15842                  -0.00079507456
               346.43925                   -0.0010090747
               346.72008                   -0.0012236088
               347.00091                   -0.0014384318
               347.28174                   -0.0016533894
               347.56257                   -0.0018682078
               347.84341                   -0.0020825652
               348.12424                   -0.0022962776
               348.40507                    -0.002509157
                348.6859                   -0.0027208535
               348.96673                   -0.0029310473
               349.24756                   -0.0031395766
                349.5284                   -0.0033462188
               349.80923                    -0.003550593
               350.09006                   -0.0037523846
               350.37089                   -0.0039514319
               350.65172                   -0.0041474785
               350.93255                   -0.0043401162
               351.21339                   -0.0045291094
               351.49422                   -0.0047143208
               351.77505                   -0.0048953422
               352.05588                   -0.0050717942
               352.33671                   -0.0052435834
               352.61754                   -0.0054104377
               352.89838                   -0.0055719133
               353.17921                   -0.0057278325
               353.46004                   -0.0058780308
               353.74087                    -0.006022109
                354.0217                   -0.0061597752
               354.30253                   -0.0062908917
               354.58337                   -0.0064151896
                354.8642                   -0.0065323398
               355.14503                   -0.0066421336
               355.42586                   -0.0067443774
