        Frequency / GHz                X/abs,linear
               1.7049757                       4.8618017
               1.7104404                        4.856073
               1.7159051                        4.845942
               1.7213697                       4.8326925
               1.7268344                       4.8179843
               1.7322991                       4.8036697
               1.7377637                       4.7915801
               1.7432284                       4.7833065
                1.748693                        4.780002
               1.7541577                       4.7822331
               1.7596224                       4.7899043
                1.765087                       4.8022684
               1.7705517                       4.8180196
               1.7760164                       4.8354568
                1.781481                       4.8526901
               1.7869457                       4.8678644
               1.7924104                        4.879371
                1.797875                       4.8860259
               1.8033397                       4.8871983
               1.8088044                       4.8828795
                1.814269                       4.8736863
               1.8197337                       4.8607991
               1.8251984                        4.845838
                1.830663                       4.8306865
               1.8361277                       4.8172772
               1.8415924                       4.8073636
                1.847057                       4.8023032
               1.8525217                       4.8028846
               1.8579864                       4.8092232
                1.863451                       4.8207437
               1.8689157                       4.8362514
               1.8743804                       4.8540825
                1.879845                       4.8723086
               1.8853097                       4.8889662
               1.8907744                       4.9022838
                1.896239                       4.9108793
               1.9017037                       4.9139104
               1.9071684                       4.9111657
                1.912633                       4.9030898
               1.9180977                       4.8907398
               1.9235624                       4.8756763
                1.929027                        4.859796
               1.9344917                       4.8451192
               1.9399564                       4.8335539
                1.945421                        4.826663
               1.9508857                       4.8254657
               1.9563503                       4.8303047
                1.961815                       4.8407975
               1.9672797                       4.8558843
               1.9727443                       4.8739607
                1.978209                       4.8930772
               1.9836737                       4.9111743
               1.9891383                       4.9263222
                1.994603                       4.9369384
               2.0000677                       4.9419601
               2.0055323                       4.9409595
                2.010997                       4.9341904
               2.0164617                       4.9225662
               2.0219263                       4.9075668
                2.027391                       4.8910823
               2.0328557                       4.8752053
               2.0383203                        4.861989
                2.043785                       4.8532001
               2.0492497                       4.8500963
               2.0547143                        4.853263
                2.060179                        4.862533
               2.0656437                       4.8770057
               2.0711083                       4.8951604
                2.076573                       4.9150469
               2.0820377                       4.9345235
               2.0875023                       4.9515088
                2.092967                       4.9642186
               2.0984317                       4.9713618
               2.1038963                       4.9722795
                2.109361                       4.9670167
               2.1148257                       4.9563211
               2.1202903                       4.9415695
                2.125755                       4.9246244
               2.1312197                       4.9076325
               2.1366843                       4.8927811
                2.142149                       4.8820372
               2.1476137                       4.8769033
               2.1530783                       4.8782223
                2.158543                       4.8860648
               2.1640076                       4.8997155
               2.1694723                       4.9177638
                2.174937                       4.9382817
               2.1804016                       4.9590611
               2.1858663                       4.9778779
                2.191331                       4.9927463
               2.1967956                       5.0021395
               2.2022603                       5.0051538
                2.207725                        5.001606
               2.2131896                       4.9920561
               2.2186543                       4.9777534
                2.224119                       4.9605099
               2.2295836                        4.942507
               2.2350483                       4.9260519
                2.240513                       4.9133068
               2.2459776                        4.906023
               2.2514423                       4.9053157
                2.256907                       4.9115155
               2.2623716                       4.9241203
               2.2678363                       4.9418579
                2.273301                       4.9628477
               2.2787656                       4.9848349
               2.2842303                       5.0054627
                2.289695                       5.0225461
               2.2951596                       5.0343158
               2.3006243                       5.0396094
                2.306089                       5.0379962
               2.3115536                       5.0298248
               2.3170183                        5.016192
                2.322483                       4.9988342
               2.3279476                       4.9799453
               2.3334123                       4.9619362
                2.338877                       4.9471567
               2.3443416                       4.9376092
               2.3498063                       4.9346945
                2.355271                       4.9390258
               2.3607356                       4.9503432
               2.3662003                       4.9675441
               2.3716649                       4.9888234
               2.3771296                       5.0119015
               2.3825943                       5.0343027
               2.3880589                       5.0536462
               2.3935236                       5.0679148
               2.3989883                       5.0756742
               2.4044529                       5.0762259
               2.4099176                       5.0696826
               2.4153823                        5.056962
               2.4208469                       5.0396975
               2.4263116                       5.0200712
               2.4317763                       5.0005791
               2.4372409                       4.9837475
               2.4427056                       4.9718305
               2.4481703                       4.9665263
               2.4536349                       4.9687532
               2.4590996                       4.9785238
               2.4645643                       4.9949382
               2.4700289                       5.0162989
               2.4754936                       5.0403268
               2.4809583                       5.0644436
               2.4864229                       5.0860789
               2.4918876                       5.1029633
               2.4973523                       5.1133775
               2.5028169                       5.1163349
               2.5082816                       5.1116869
               2.5137463                       5.1001433
               2.5192109                       5.0832054
               2.5246756                       5.0630167
               2.5301403                        5.042136
               2.5356049                       5.0232531
               2.5410696                       5.0088712
               2.5465343                       5.0009958
               2.5519989                       5.0008728
               2.5574636                       5.0088184
               2.5629283                       5.0241715
               2.5683929                       5.0453773
               2.5738576                       5.0701865
               2.5793222                       5.0959381
               2.5847869                       5.1198806
               2.5902516                       5.1394903
               2.5957162                       5.1527501
               2.6011809                       5.1583647
               2.6066456                       5.1558976
               2.6121102                       5.1458202
               2.6175749                       5.1294707
               2.6230396                       5.1089235
               2.6285042                       5.0867759
               2.6339689                       5.0658639
               2.6394336                       5.0489349
               2.6448982                       5.0383094
               2.6503629                       5.0355822
               2.6558276                       5.0414055
               2.6612922                       5.0553956
               2.6667569                       5.0761792
               2.6722216                       5.1015704
               2.6776862                       5.1288493
               2.6831509                       5.1550955
               2.6886156                       5.1775301
               2.6940802                       5.1938265
               2.6995449                       5.2023602
               2.7050096                       5.2023787
               2.7104742                       5.1940829
               2.7159389                       5.1786137
               2.7214036                       5.1579441
               2.7268682                       5.1346811
               2.7323329                       5.1117872
               2.7377976                       5.0922445
               2.7432622                       5.0786945
               2.7487269                       5.0731007
               2.7541916                       5.0764844
               2.7596562                       5.0887805
               2.7651209                       5.1088401
               2.7705855                       5.1345792
               2.7760502                       5.1632475
               2.7815149                       5.1917708
               2.7869795                       5.2171175
               2.7924442                       5.2366407
               2.7979089                       5.2483654
               2.8033735                       5.2511943
               2.8088382                       5.2450237
               2.8143029                       5.2307605
               2.8197675                       5.2102405
               2.8252322                       5.1860482
               2.8306969                       5.1612483
               2.8361615                       5.1390454
               2.8416262                        5.122404
               2.8470909                       5.1136748
               2.8525555                       5.1142816
               2.8580202                       5.1245215
               2.8634849                       5.1435175
               2.8689495                        5.169331
               2.8744142                       5.1992151
               2.8798789                        5.229962
               2.8853435                       5.2582919
               2.8908082                       5.2812289
               2.8962729                        5.296426
               2.9017375                       5.3024111
               2.9072022                       5.2987395
               2.9126669                        5.286045
               2.9181315                       5.2659862
               2.9235962                       5.2410896
               2.9290609                       5.2144933
               2.9345255                       5.1896076
               2.9399902                       5.1697187
               2.9454549                       5.1575811
               2.9509195                       5.1550538
               2.9563842                       5.1628423
               2.9618489                       5.1803935
               2.9673135                       5.2059638
               2.9727782                       5.2368495
               2.9782428                       5.2697346
               2.9837075                       5.3010993
               2.9891722                       5.3276314
               2.9946368                       5.3465912
               3.0001015                       5.3561002
               3.0055662                       5.3553343
               3.0110308                       5.3446114
               3.0164955                       5.3253699
               3.0219602                       5.3000378
               3.0274248                       5.2717936
               3.0328895                       5.2442315
               3.0383542                        5.220954
               3.0438188                       5.2051323
               3.0492835                       5.1990937
               3.0547482                       5.2040003
               3.0602128                       5.2196792
               3.0656775                       5.2446384
               3.0711422                       5.2762639
               3.0766068                       5.3111626
               3.0820715                       5.3455886
               3.0875362                       5.3758877
               3.0930008                       5.3989072
               3.0984655                       5.4123297
               3.1039302                       5.4149106
               3.1093948                        5.406606
               3.1148595                       5.3885869
               3.1203242                       5.3631377
               3.1257888                        5.333439
               3.1312535                       5.3032421
               3.1367182                       5.2764548
               3.1421828                       5.2566753
               3.1476475                       5.2467303
               3.1531122                       5.2482882
               3.1585768                       5.2616184
               3.1640415                       5.2855432
               3.1695062                       5.3175934
               3.1749708                       5.3543377
               3.1804355                       5.3918217
               3.1859001                        5.426048
               3.1913648                       5.4534309
               3.1968295                       5.4711802
               3.2022941                       5.4775871
               3.2077588                       5.4721962
               3.2132235                       5.4558594
               3.2186881                       5.4306676
               3.2241528                       5.3997591
               3.2296175                       5.3670093
               3.2350821                       5.3366157
               3.2405468                       5.3126085
               3.2460115                        5.298343
               3.2514761                       5.2960456
               3.2569408                       5.3064943
               3.2624055                       5.3288968
               3.2678701                        5.360993
               3.2733348                       5.3993602
               3.2787995                       5.4398612
               3.2842641                        5.478157
               3.2897288                       5.5102102
               3.2951935                       5.5327231
               3.3006581                       5.5434759
               3.3061228                       5.5415482
               3.3115875                       5.5274158
               3.3170521                       5.5029201
               3.3225168                       5.4711069
               3.3279815                       5.4359365
               3.3334461                       5.4018728
               3.3389108                       5.3733785
               3.3443755                       5.3543636
               3.3498401                       5.3476643
               3.3553048                       5.3546387
               3.3607695                       5.3749595
               3.3662341                       5.4066501
               3.3716988                       5.4463541
               3.3771635                       5.4897845
               3.3826281                       5.5322679
               3.3880928                       5.5692986
               3.3935574                       5.5970351
               3.3990221                        5.612697
               3.4044868                       5.6148406
               3.4099514                       5.6035033
               3.4154161                       5.5802149
               3.4208808                       5.5478716
               3.4263454                       5.5104714
               3.4318101                       5.4727151
               3.4372748                       5.4394906
               3.4427394                       5.4152853
               3.4482041                       5.4035968
               3.4536688                       5.4064389
               3.4591334                       5.4240383
               3.4645981                       5.4547881
               3.4700628                       5.4954676
               3.4755274                       5.5416835
               3.4809921                       5.5884415
               3.4864568                       5.6307531
               3.4919214                       5.6641964
               3.4973861                       5.6853775
               3.5028508                       5.6922656
               3.5083154                       5.6843914
               3.5137801                        5.662904
               3.5192448                        5.630485
               3.5247094                       5.5911154
               3.5301741                       5.5496941
               3.5356388                       5.5115205
               3.5411034                       5.4816758
               3.5465681                       5.4643692
               3.5520328                       5.4623504
               3.5574974                       5.4764984
               3.5629621                       5.5056751
               3.5684268                         5.54688
               3.5738914                       5.5956687
               3.5793561                       5.6467477
               3.5848208                       5.6946352
               3.5902854                       5.7342913
               3.5957501                       5.7616516
               3.6012147                       5.7740296
               3.6066794                       5.7703733
               3.6121441                       5.7513743
               3.6176087                       5.7194265
               3.6230734                       5.6784293
               3.6285381                       5.6334322
               3.6340027                       5.5901231
               3.6394674                       5.5541865
               3.6449321                       5.5305908
               3.6503967                       5.5229053
               3.6558614                       5.5327689
               3.6613261                       5.5596274
               3.6667907                        5.600801
               3.6722554                       5.6518649
               3.6777201                       5.7072587
               3.6831847                       5.7610013
               3.6886494                       5.8073974
               3.6941141                       5.8416516
               3.6995787                       5.8603454
               3.7050434                        5.861761
               3.7105081                       5.8460465
               3.7159727                        5.815225
               3.7214374                       5.7730403
               3.7269021                       5.7246338
               3.7323667                       5.6760482
               3.7378314                       5.6335727
               3.7432961                       5.6029782
               3.7487607                       5.5887383
               3.7542254                       5.5933703
               3.7596901                       5.6170354
               3.7651547                        5.657495
               3.7706194                       5.7104328
               3.7760841                       5.7700673
               3.7815487                       5.8299193
               3.7870134                       5.8836011
               3.7924781                       5.9255208
               3.7979427                       5.9514454
               3.8034074                       5.9588978
                3.808872                       5.9473871
               3.8143367                       5.9184715
               3.8198014                       5.8756536
                3.825266                       5.8240963
               3.8307307                       5.7701518
               3.8361954                       5.7207043
                 3.84166                       5.6823636
               3.8471247                        5.660594
               3.8525894                       5.6589192
                3.858054                       5.6783653
               3.8635187                       5.7172786
               3.8689834                       5.7715634
                3.874448                       5.8352796
               3.8799127                       5.9014605
               3.8853774                       5.9629903
                3.890842                       6.0134111
               3.8963067                       6.0475829
               3.9017714                        6.062166
                3.907236                       6.0559222
               3.9127007                        6.029839
               3.9181654                       5.9870789
                 3.92363                       5.9327427
               3.9290947                       5.8734324
               3.9345594                       5.8166053
                3.940024                       5.7697375
               3.9454887                       5.7393686
               3.9509534                       5.7301657
                3.956418                         5.74419
               3.9618827                       5.7805439
               3.9673474                       5.8354916
                3.972812                       5.9030197
               3.9782767                       5.9756971
               3.9837414                       6.0456473
                3.989206                       6.1054712
               3.9946707                       6.1490202
               4.0001354                       6.1719752
                  4.0056                       6.1722287
               4.0110647                       6.1500771
               4.0165293                       6.1082293
                4.021994                       6.0516247
               4.0274587                         5.98704
               4.0329233                       5.9224681
                4.038388                        5.866267
               4.0438527                       5.8261321
               4.0493173                       5.8080187
                4.054782                       5.8152142
               4.0602467                       5.8477804
               4.0657113                       5.9025151
                4.071176                       5.9734455
               4.0766407                       6.0527164
               4.0821053                       6.1316625
                 4.08757                       6.2018639
               4.0930347                       6.2560491
               4.0984993                       6.2887877
                4.103964                       6.2969644
               4.1094287                       6.2800466
               4.1148933                       6.2401598
                4.120358                       6.1819649
               4.1258227                       6.1123203
               4.1312873                       6.0396991
                4.136752                       5.9733416
               4.1422167                       5.9221717
               4.1476813                       5.8935835
                4.153146                       5.8923048
               4.1586107                       5.9195958
               4.1640753                       5.9730046
                 4.16954                       6.0467494
               4.1750047                       6.1326148
               4.1804693                       6.2211272
                4.185934                       6.3027597
               4.1913987                       6.3689899
               4.1968633                       6.4131254
                4.202328                        6.430884
               4.2077926                       6.4207468
               4.2132573                       6.3841049
                4.218722                       6.3252042
               4.2241866                        6.250871
               4.2296513                       6.1699819
                4.235116                       6.0926407
               4.2405806                       6.0290607
               4.2460453                       5.9882285
                 4.25151                       5.9765484
               4.2569746                       5.9967612
               4.2624393                       6.0474337
                4.267904                       6.1231736
               4.2733686                       6.2155018
               4.2788333                       6.3141287
                4.284298                       6.4083296
               4.2897626                       6.4881858
               4.2952273                       6.5455688
                4.300692                        6.574846
               4.3061566                       6.5733294
               4.3116213                       6.5415016
                4.317086                       6.4830336
               4.3225506                       6.4045814
               4.3280153                       6.3153241
                 4.33348                       6.2261872
               4.3389446                       6.1487165
               4.3444093                       6.0936429
                4.349874                        6.069306
               4.3553386                       6.0802567
               4.3608033                       6.1264128
                4.366268                        6.203033
               4.3717326                       6.3015155
               4.3771973                       6.4107657
                4.382662                       6.5187655
               4.3881266                       6.6140335
               4.3935913                       6.6868022
                4.399056                        6.729873
               4.4045206                       6.7391761
               4.4099853                       6.7140825
               4.4154499                       6.6574999
               4.4209146                       6.5757491
               4.4263793                       6.4781816
               4.4318439                       6.3764734
               4.4373086                       6.2835241
               4.4427733                        6.211952
               4.4482379                       6.1723111
               4.4537026                       6.1713453
               4.4591673                       6.2107349
               4.4646319                       6.2867334
               4.4700966                       6.3908192
               4.4755613                       6.5111326
               4.4810259                       6.6342631
               4.4864906                       6.7469738
               4.4919553                       6.8376183
               4.4974199                       6.8971765
               4.5028846                       6.9199444
               4.5083493                       6.9039425
               4.5138139                        6.851094
               4.5192786                       6.7671857
               4.5247433                       6.6615786
               4.5302079                       6.5465938
               4.5356726                       6.4364742
               4.5411373                       6.3458539
               4.5466019                       6.2877952
               4.5520666                       6.2716776
               4.5575313                       6.3014521
               4.5629959                       6.3748193
               4.5684606                       6.4836279
               4.5739253                       6.6153371
               4.5793899                       6.7550434
               4.5848546                       6.8875302
               4.5903193                       6.9989824
               4.5957839                         7.07825
               4.6012486                       7.1176926
               4.6067133                        7.113695
               4.6121779                       7.0669331
               4.6176426                       6.9824216
               4.6231072                       6.8693278
               4.6285719                       6.7404716
               4.6340366                       6.6113893
               4.6395012                       6.4988328
               4.6449659                       6.4186763
               4.6504306                       6.3834401
               4.6558952                       6.3999731
               4.6613599                       6.4680204
               4.6668246                       6.5802153
               4.6722892                        6.723487
               4.6777539                        6.881344
               4.6832186                       7.0363222
               4.6886832                       7.1720837
               4.6941479                       7.2749683
               4.6996126                       7.3350291
               4.7050772                       7.3466704
               4.7105419                       7.3090041
               4.7160066                       7.2259865
               4.7214712                       7.1063399
               4.7269359                       6.9631864
               4.7324006                        6.813256
               4.7378652                       6.6754821
               4.7433299                        6.568851
               4.7487946                       6.5095954
               4.7542592                       6.5082353
               4.7597239                        6.567353
               4.7651886                       6.6809598
               4.7706532                        6.835712
               4.7761179                        7.013449
               4.7815826                       7.1941371
               4.7870472                       7.3584693
               4.7925119                       7.4897959
               4.7979766                       7.5754006
               4.8034412                       7.6072808
               4.8089059                       7.5825972
               4.8143706                       7.5038983
               4.8198352                       7.3791503
               4.8252999                       7.2215204
               4.8307645                       7.0487691
               4.8362292                       6.8820193
               4.8416939                       6.7436529
               4.8471585                       6.6542509
               4.8526232                       6.6289567
               4.8580879                       6.6742495
               4.8635525                       6.7863779
               4.8690172                       6.9521512
               4.8744819                       7.1516926
               4.8799465                       7.3620014
               4.8854112                       7.5602242
               4.8908759                       7.7260986
               4.8963405                       7.8435427
               4.9018052                       7.9016057
               4.9072699                       7.8950128
               4.9127345                       7.8244706
               4.9181992                       7.6968007
               4.9236639                       7.5248807
               4.9291285                       7.3272576
               4.9345932                       7.1271758
               4.9400579                       6.9506551
               4.9455225                       6.8233202
               4.9509872                       6.7661101
               4.9564519                       6.7908329
               4.9619165                       6.8972392
               4.9673812                       7.0729962
               4.9728459                       7.2965359
               4.9783105                       7.5413874
               4.9837752                       7.7803757
               4.9892399                       7.9887838
               4.9947045                       8.1463688
               5.0001692                       8.2385206
               5.0056339                       8.2569035
               5.0110985                       8.1998277
               5.0165632                       8.0724742
               5.0220279                       7.8869931
               5.0274925                       7.6623679
               5.0329572                       7.4237891
               5.0384218                       7.2010848
               5.0438865                       7.0256641
               5.0493512                       6.9257085
               5.0548158                       6.9203222
               5.0602805                       7.0146675
               5.0657452                       7.1984598
               5.0712098                       7.4486143
               5.0766745                       7.7345309
               5.0821392                       8.0236182
               5.0876038                       8.2855113
               5.0930685                       8.4946928
               5.0985332                       8.6319169
               5.1039978                       8.6849426
               5.1094625                       8.6489449
               5.1149272                        8.526807
               5.1203918                       8.3293622
               5.1258565                       8.0755285
               5.1313212                       7.7921131
               5.1367858                       7.5127989
               5.1422505                       7.2755378
               5.1477152                       7.1175498
               5.1531798                       7.0680094
               5.1586445                        7.140491
               5.1641092                       7.3288522
               5.1695738                       7.6089958
               5.1750385                       7.9452879
               5.1805032                       8.2980687
               5.1859678                       8.6295166
               5.1914325                       8.9071803
               5.1968972                       9.1057521
               5.2023618                       9.2078726
               5.2078265                       9.2045336
               5.2132912                       9.0953905
               5.2187558                       8.8891192
               5.2242205                       8.6038236
               5.2296852                       8.2673481
               5.2351498                       7.9170568
               5.2406145                       7.5981591
               5.2460791                       7.3591683
               5.2515438                       7.2434102
               5.2570085                       7.2778957
               5.2624731                       7.4645928
               5.2679378                        7.779695
               5.2734025                       8.1812141
               5.2788671                         8.61968
               5.2843318                        9.046802
               5.2897965                        9.420489
               5.2952611                       9.7070977
               5.3007258                       9.8822428
               5.3061905                       9.9310899
               5.3116551                       9.8486024
               5.3171198                       9.6399554
               5.3225845                       9.3211972
               5.3280491                       8.9201328
               5.3335138                       8.4771647
               5.3389785                       8.0452462
               5.3444431                       7.6870446
               5.3499078                        7.466471
               5.3553725                       7.4333228
               5.3608371                       7.6062592
               5.3663018                       7.9653879
               5.3717665                       8.4602911
               5.3772311                       9.0264238
               5.3826958                       9.5992445
               5.3881605                       10.121977
               5.3936251                       10.548504
               5.3990898                       10.843965
               5.4045545                       10.984676
               5.4100191                       10.958134
               5.4154838                       10.763369
               5.4209485                       10.411802
               5.4264131                       9.9287338
               5.4318778                       9.3555476
               5.4373424                        8.752323
               5.4428071                       8.1992113
               5.4482718                       7.7919412
               5.4537364                       7.6240385
               5.4592011                       7.7545968
               5.4646658                       8.1807145

