        s / mm                Z (6)/real
              -45.333297                    -0.023505311
              -44.781144                    -0.025260912
              -44.228991                    -0.027123367
              -43.676838                    -0.029097051
              -43.124685                    -0.031186349
              -42.572532                    -0.033395628
              -42.020379                    -0.035729211
              -41.468226                    -0.038191379
              -40.916073                    -0.040786329
              -40.363919                    -0.043518136
              -39.811766                    -0.046390755
              -39.259613                    -0.049408019
               -38.70746                    -0.052573562
              -38.155307                    -0.055890783
              -37.603154                    -0.059362849
              -37.051001                    -0.062992674
              -36.498848                    -0.066782871
              -35.946695                     -0.07073571
              -35.394542                    -0.074853096
              -34.842389                    -0.079136524
              -34.290236                    -0.083587042
              -33.738082                     -0.08820523
              -33.185929                    -0.092991173
              -32.633776                    -0.097944407
              -32.081623                     -0.10306388
               -31.52947                     -0.10834791
              -30.977317                     -0.11379419
              -30.425164                     -0.11939973
              -29.873011                     -0.12516083
              -29.320858                     -0.13107303
              -28.768705                     -0.13713109
              -28.216552                     -0.14332896
              -27.664398                     -0.14965978
              -27.112245                      -0.1561158
              -26.560092                     -0.16268844
              -26.007939                     -0.16936824
              -25.455786                     -0.17614479
              -24.903633                     -0.18300672
               -24.35148                     -0.18994181
              -23.799327                     -0.19693688
              -23.247174                     -0.20397777
              -22.695021                     -0.21104941
              -22.142868                     -0.21813587
              -21.590715                      -0.2252203
              -21.038561                     -0.23228484
              -20.486408                     -0.23931083
              -19.934255                     -0.24627881
              -19.382102                     -0.25316843
              -18.829949                     -0.25995852
              -18.277796                     -0.26662733
              -17.725643                     -0.27315244
               -17.17349                     -0.27951054
              -16.621337                     -0.28567785
              -16.069184                      -0.2916303
              -15.517031                     -0.29734329
              -14.964878                     -0.30279155
              -14.412724                     -0.30794965
              -13.860571                     -0.31279217
              -13.308418                      -0.3172936
              -12.756265                     -0.32142809
              -12.204112                     -0.32516987
              -11.651959                     -0.32849357
              -11.099806                     -0.33137392
              -10.547653                     -0.33378588
              -9.9954998                     -0.33570523
              -9.4433467                     -0.33710827
              -8.8911936                     -0.33797158
              -8.3390405                      -0.3382727
              -7.7868875                     -0.33799045
              -7.2347344                     -0.33710434
              -6.6825813                     -0.33559481
              -6.1304282                     -0.33344382
              -5.5782751                     -0.33063474
               -5.026122                     -0.32715204
              -4.4739689                      -0.3229817
              -3.9218159                      -0.3181117
              -3.3696628                     -0.31253176
              -2.8175097                     -0.30623302
              -2.2653566                     -0.29920836
              -1.7132035                       -0.291453
              -1.1610504                     -0.28296444
             -0.60889736                     -0.27374172
            -0.056744272                     -0.26378601
              0.49540881                     -0.25310128
               1.0475619                     -0.24169349
                1.599715                     -0.22957018
               2.1518681                     -0.21674172
               2.7040211                     -0.20322129
               3.2561742                     -0.18902385
               3.8083273                     -0.17416643
               4.3604804                     -0.15866865
               4.9126335                     -0.14255244
               5.4647866                     -0.12584196
               6.0169397                      -0.1085636
               6.5690927                     -0.09074574
               7.1212458                    -0.072418929
               7.6733989                    -0.053615846
                8.225552                    -0.034370989
               8.7777051                    -0.014720831
               9.3298582                    0.0052963272
               9.8820112                     0.025640863
               10.434164                     0.046271492
               10.986317                     0.067145018
               11.538471                     0.088217057
               12.090624                       0.1094424
               12.642777                      0.13077475
                13.19493                      0.15216675
               13.747083                      0.17357015
               14.299236                      0.19493607
               14.851389                      0.21621523
               15.403542                       0.2373581
               15.955695                      0.25831497
               16.507848                      0.27903604
               17.060001                      0.29947159
               17.612154                       0.3195722
               18.164308                      0.33928903
               18.716461                      0.35857402
               19.268614                      0.37737965
               19.820767                      0.39565905
                20.37292                       0.4133666
               20.925073                       0.4304582
               21.477226                       0.4468911
               22.029379                      0.46262378
               22.581532                      0.47761605
               23.133685                       0.4918297
               23.685838                      0.50522883
               24.237991                      0.51777915
               24.790145                      0.52944804
               25.342298                      0.54020548
               25.894451                      0.55002399
               26.446604                      0.55887786
               26.998757                      0.56674367
                27.55091                      0.57360095
               28.103063                      0.57943175
               28.655216                      0.58422044
               29.207369                       0.5879539
               29.759522                      0.59062174
               30.311675                       0.5922163
               30.863828                      0.59273256
               31.415982                      0.59216793
               31.968135                      0.59052248
               32.520288                      0.58779926
               33.072441                      0.58400388
               33.624594                      0.57914402
               34.176747                      0.57323002
                 34.7289                       0.5662751
               35.281053                      0.55829471
               35.833206                      0.54930643
               36.385359                      0.53933034
               36.937512                      0.52838877
               37.489665                      0.51650599
               38.041819                      0.50370838
               38.593972                      0.49002435
               39.146125                      0.47548427
               39.698278                       0.4601202
               40.250431                      0.44396561
               40.802584                      0.42705572
               41.354737                      0.40942757
                41.90689                      0.39111924
               42.459043                      0.37216964
               43.011196                      0.35261933
               43.563349                      0.33251015
               44.115502                      0.31188439
               44.667656                      0.29078499
               45.219809                      0.26925599
               45.771962                       0.2473421
               46.324115                      0.22508825
               46.876268                      0.20253984
               47.428421                      0.17974267
               47.980574                      0.15674251
               48.532727                      0.13358519
                49.08488                      0.11031694
               49.637033                     0.086983827
               50.189186                     0.063631361
               50.741339                       0.0403049
               51.293493                     0.017049824
               51.845646                   -0.0060890122
               52.397799                     -0.02906754
               52.949952                    -0.051842138
               53.502105                    -0.074369634
               54.054258                      -0.0966076
               54.606411                     -0.11851432
               55.158564                     -0.14004888
               55.710717                     -0.16117132
                56.26287                     -0.18184255
               56.815023                      -0.2020244
               57.367177                     -0.22167975
                57.91933                      -0.2407723
               58.471483                     -0.25926684
               59.023636                     -0.27712964
               59.575789                     -0.29432795
               60.127942                     -0.31082993
               60.680095                     -0.32660524
               61.232248                     -0.34162483
               61.784401                     -0.35586068
               62.336554                     -0.36928626
               62.888707                     -0.38187647
                63.44086                     -0.39360741
               63.993014                     -0.40445655
               64.545167                     -0.41440298
                65.09732                     -0.42342729
               65.649473                      -0.4315115
               66.201626                     -0.43863896
               66.753779                     -0.44479476
               67.305932                     -0.44996583
               67.858085                      -0.4541404
               68.410238                     -0.45730823
               68.962391                     -0.45946112
               69.514544                     -0.46059256
               70.066697                      -0.4606976
               70.618851                      -0.4597732
               71.171004                     -0.45781819
               71.723157                     -0.45483311
                72.27531                     -0.45082042
               72.827463                     -0.44578462
               73.379616                      -0.4397321
               73.931769                     -0.43267117
               74.483922                     -0.42461209
               75.036075                     -0.41556708
               75.588228                     -0.40555055
               76.140381                     -0.39457912
               76.692534                     -0.38267115
               77.244688                     -0.36984682
               77.796841                     -0.35612899
               78.348994                     -0.34154272
               78.901147                     -0.32611434
                 79.4533                     -0.30987239
               80.005453                     -0.29284823
               80.557606                     -0.27507489
               81.109759                     -0.25658685
               81.661912                     -0.23742094
               82.214065                     -0.21761622
               82.766218                      -0.1972134
               83.318371                     -0.17625487
               83.870525                     -0.15478482
               84.422678                     -0.13284946
               84.974831                     -0.11049654
               85.526984                     -0.08777498
               86.079137                    -0.064735424
                86.63129                     -0.04143025
               87.183443                    -0.017912766
               87.735596                    0.0057627374
               88.287749                     0.029540572
               88.839902                     0.053364177
               89.392055                      0.07717644
               89.944208                      0.10091939
               90.496362                      0.12453438
               91.048515                      0.14796255
               91.600668                      0.17114481
               92.152821                      0.19402198
               92.704974                      0.21653492
               93.257127                      0.23862465
                93.80928                      0.26023282
               94.361433                      0.28130157
               94.913586                      0.30177358
               95.465739                      0.32159252
               96.017892                      0.34070339
               96.570046                      0.35905226
               97.122199                      0.37658651
               97.674352                       0.3932554
               98.226505                      0.40900989
               98.778658                      0.42380255
               99.330811                      0.43758818
               99.882964                       0.4503242
               100.43512                      0.46197031
               100.98727                      0.47248858
               101.53942                      0.48184371
               102.09158                       0.4900034
               102.64373                      0.49693842
               103.19588                      0.50262258
               103.74804                      0.50703282
               104.30019                      0.51014952
               104.85234                      0.51195636
               105.40449                      0.51244048
               105.95665                      0.51159282
                106.5088                      0.50940798
               107.06095                       0.5058841
               107.61311                      0.50102316
               108.16526                      0.49483079
               108.71741                      0.48731638
               109.26957                      0.47849356
               109.82172                      0.46837978
               110.37387                      0.45699571
               110.92603                      0.44436583
               111.47818                      0.43051888
               112.03033                      0.41548724
               112.58248                      0.39930656
               113.13464                      0.38201592
               113.68679                       0.3636581
               114.23894                      0.34427936
                114.7911                      0.32392903
               115.34325                      0.30265923
                115.8954                       0.2805252
               116.44756                      0.25758522
               116.99971                       0.2339001
               117.55186                      0.20953294
               118.10402                      0.18454923
               118.65617                      0.15901662
               119.20832                      0.13300452
               119.76048                      0.10658397
               120.31263                     0.079827706
               120.86478                     0.052809756
               121.41693                     0.025604944
               121.96909                   -0.0017111355
               122.52124                    -0.029062184
               123.07339                    -0.056371554
               123.62555                    -0.083562545
                124.1777                     -0.11055862
               124.72985                     -0.13728372
               125.28201                     -0.16366243
               125.83416                     -0.18962006
               126.38631                     -0.21508307
               126.93847                     -0.23997949
               127.49062                     -0.26423875
               128.04277                     -0.28779192
               128.59492                     -0.31057244
               129.14708                     -0.33251614
               129.69923                     -0.35356086
               130.25138                     -0.37364705
               130.80354                     -0.39271844
               131.35569                     -0.41072162
               131.90784                     -0.42760614
                  132.46                     -0.44332517
               133.01215                     -0.45783552
                133.5643                     -0.47109733
               134.11646                     -0.48307436
               134.66861                     -0.49373445
               135.22076                     -0.50304962
               135.77291                     -0.51099577
               136.32507                     -0.51755271
               136.87722                      -0.5227046
               137.42937                     -0.52643984
               137.98153                     -0.52875087
               138.53368                      -0.5296345
               139.08583                     -0.52909179
               139.63799                     -0.52712793
               140.19014                     -0.52375243
               140.74229                     -0.51897878
               141.29445                     -0.51282425
                141.8466                     -0.50531041
               142.39875                     -0.49646306
                142.9509                     -0.48631138
               143.50306                     -0.47488801
               144.05521                     -0.46222948
               144.60736                      -0.4483757
               145.15952                     -0.43336968
               145.71167                     -0.41725773
               146.26382                     -0.40008911
               146.81598                     -0.38191549
               147.36813                     -0.36279127
               147.92028                     -0.34277358
               148.47244                     -0.32192149
               149.02459                     -0.30029578
               149.57674                     -0.27795929
               150.12889                     -0.25497649
               150.68105                     -0.23141308
                151.2332                     -0.20733588
               151.78535                     -0.18281268
               152.33751                     -0.15791208
               152.88966                      -0.1327031
               153.44181                      -0.1072549
               153.99397                    -0.081636722
               154.54612                    -0.055917969
               155.09827                    -0.030167666
               155.65043                   -0.0044539432
               156.20258                     0.021155813
               156.75473                     0.046594751
               157.30688                     0.071797078
               157.85904                     0.096698805
               158.41119                      0.12123741
               158.96334                      0.14535132
                159.5155                      0.16898086
               160.06765                      0.19206905
                160.6198                      0.21456064
               161.17196                      0.23640191
               161.72411                      0.25754186
               162.27626                      0.27793238
               162.82842                      0.29752743
               163.38057                      0.31628328
               163.93272                      0.33415918
               164.48487                      0.35111727
               165.03703                      0.36712231
               165.58918                      0.38214192
               166.14133                      0.39614668
               166.69349                      0.40910995
               167.24564                      0.42100806
               167.79779                      0.43182043
               168.34995                      0.44152925
                168.9021                      0.45011962
               169.45425                      0.45757989
               170.00641                      0.46390108
               170.55856                      0.46907684
               171.11071                      0.47310393
               171.66286                      0.47598197
               172.21502                      0.47771309
               172.76717                      0.47830218
               173.31932                      0.47775673
               173.87148                      0.47608667
               174.42363                      0.47330447
               174.97578                      0.46942504
               175.52794                      0.46446548
               176.08009                      0.45844513
               176.63224                      0.45138548
                177.1844                      0.44330994
               177.73655                      0.43424378
                178.2887                      0.42421434
               178.84086                      0.41325078
               179.39301                      0.40138361
               179.94516                      0.38864478
               180.49731                      0.37506802
               181.04947                      0.36068841
               181.60162                      0.34554198
               182.15377                      0.32966608
               182.70593                      0.31309927
               183.25808                      0.29588094
               183.81023                       0.2780512
               184.36239                      0.25965106
               184.91454                      0.24072247
               185.46669                      0.22130786
               186.01885                      0.20145004
                 186.571                      0.18119239
               187.12315                      0.16057876
                187.6753                      0.13965324
               188.22746                      0.11846017
               188.77961                     0.097044081
               189.33176                     0.075449609
               189.88392                      0.05372154
               190.43607                     0.031904561
               190.98822                     0.010043102
               191.54038                    -0.011818277
               192.09253                    -0.033634993
               192.64468                    -0.055363023
               193.19684                    -0.076958709
               193.74899                    -0.098378422
               194.30114                     -0.11957898
               194.85329                      -0.1405178
               195.40545                     -0.16115248
                195.9576                     -0.18144117
               196.50975                     -0.20134288
               197.06191                     -0.22081708
               197.61406                     -0.23982358
               198.16621                     -0.25832314
               198.71837                     -0.27627751
               199.27052                     -0.29364895
               199.82267                     -0.31040031
               200.37483                      -0.3264957
               200.92698                     -0.34190038
               201.47913                     -0.35658028
               202.03128                     -0.37050224
               202.58344                     -0.38363453
               203.13559                     -0.39594664
               203.68774                     -0.40740913
                204.2399                     -0.41799394
               204.79205                     -0.42767433
                205.3442                     -0.43642498
               205.89636                     -0.44422228
               206.44851                      -0.4510441
               207.00066                     -0.45686981
               207.55282                     -0.46168072
               208.10497                     -0.46545998
               208.65712                     -0.46819233
               209.20927                     -0.46986456
               209.76143                     -0.47046571
               210.31358                     -0.46998666
               210.86573                     -0.46842036
               211.41789                     -0.46576229
               211.97004                     -0.46201008
               212.52219                     -0.45716352
               213.07435                     -0.45122501
                213.6265                     -0.44419939
               214.17865                     -0.43609392
               214.73081                     -0.42691842
               215.28296                     -0.41668534
               215.83511                     -0.40540974
               216.38726                     -0.39310934
               216.93942                     -0.37980449
               217.49157                     -0.36551805
               218.04372                     -0.35027578
               218.59588                     -0.33410626
               219.14803                     -0.31704046
               219.70018                      -0.2991119
               220.25234                     -0.28035691
               220.80449                     -0.26081436
               221.35664                     -0.24052556
                221.9088                      -0.2195344
               222.46095                     -0.19788711
                223.0131                     -0.17563207
               223.56525                     -0.15282001
               224.11741                     -0.12950379
               224.66956                     -0.10573829
               225.22171                    -0.081580229
               225.77387                    -0.057087988
               226.32602                    -0.032321618
               226.87817                   -0.0073428437
               227.43033                     0.017785391
               227.98248                     0.042999188
               228.53463                     0.068233463
               229.08679                     0.093422234
               229.63894                      0.11849924
               230.19109                      0.14339766
               230.74325                      0.16805003
                231.2954                      0.19238923
               231.84755                      0.21634866
                232.3997                      0.23986146
               232.95186                      0.26286115
               233.50401                      0.28528278
               234.05616                      0.30706244
               234.60832                      0.32813674
               235.16047                      0.34844387
               235.71262                      0.36792417
               236.26478                      0.38651962
               236.81693                      0.40417387
               237.36908                      0.42083293
               237.92124                      0.43644557
               238.47339                      0.45096314
               239.02554                       0.4643395
               239.57769                       0.4765315
               240.12985                      0.48749948
                 240.682                      0.49720698
               241.23415                      0.50562057
               241.78631                       0.5127106
               242.33846                      0.51845155
               242.89061                      0.52282139
               243.44277                       0.5258017
               243.99492                       0.5273784
               244.54707                       0.5275417
               245.09923                      0.52628557
               245.65138                      0.52360806
               246.20353                      0.51951173
               246.75568                      0.51400348
               247.30784                      0.50709417
               247.85999                      0.49879882
               248.41214                      0.48913689
                248.9643                      0.47813201
               249.51645                      0.46581163
                250.0686                      0.45220731
               250.62076                      0.43735481
               251.17291                       0.4212937
               251.72506                        0.404067
               252.27722                      0.38572126
               252.82937                      0.36630681
               253.38152                       0.3458774
               253.93367                      0.32448973
               254.48583                      0.30220322
               255.03798                      0.27908029
               255.59013                      0.25518621
               256.14229                      0.23058837
               256.69444                      0.20535615
               257.24659                      0.17956107
               257.79875                      0.15327659
                258.3509                      0.12657738
               258.90305                     0.099539158
               259.45521                     0.072238903
               260.00736                     0.044754497
               260.55951                     0.017164011
               261.11166                    -0.010454369
               261.66382                    -0.038022202
               262.21597                    -0.065461218
               262.76812                    -0.092693878
               263.32028                     -0.11964353
               263.87243                     -0.14623441
               264.42458                     -0.17239186
               264.97674                     -0.19804281
               265.52889                     -0.22311611
               266.08104                     -0.24754251
                266.6332                     -0.27125464
               267.18535                     -0.29418762
                267.7375                     -0.31627946
               268.28965                     -0.33747069
               268.84181                     -0.35770438
               269.39396                     -0.37692714
               269.94611                     -0.39508914
               270.49827                     -0.41214337
               271.05042                     -0.42804617
               271.60257                      -0.4427581
               272.15473                     -0.45624339
               272.70688                     -0.46846971
               273.25903                     -0.47940866
               273.81119                     -0.48903601
               274.36334                     -0.49733143
