        s / mm                Z/real
              -140.80375                  -1.6990503e-13
              -140.52292                  -1.9008001e-13
              -140.24209                   -2.128319e-13
              -139.96126                  -2.3844879e-13
              -139.68042                  -2.6713286e-13
              -139.39959                    -2.99051e-13
              -139.11876                  -3.3442773e-13
              -138.83793                  -3.7363438e-13
               -138.5571                  -4.1722737e-13
              -138.27627                  -4.6591571e-13
              -137.99543                  -5.2047502e-13
               -137.7146                  -5.8165573e-13
              -137.43377                  -6.5013882e-13
              -137.15294                  -7.2656523e-13
              -136.87211                  -8.1162498e-13
              -136.59128                  -9.0615914e-13
              -136.31044                  -1.0112253e-12
              -136.02961                  -1.1281012e-12
              -135.74878                  -1.2582377e-12
              -135.46795                  -1.4032015e-12
              -135.18712                  -1.5646496e-12
              -134.90629                  -1.7443504e-12
              -134.62545                  -1.9442392e-12
              -134.34462                  -2.1664759e-12
              -134.06379                  -2.4134877e-12
              -133.78296                  -2.6879911e-12
              -133.50213                  -2.9930095e-12
               -133.2213                   -3.331906e-12
              -132.94046                  -3.7084253e-12
              -132.65963                  -4.1267261e-12
               -132.3788                  -4.5913907e-12
              -132.09797                   -5.107419e-12
              -131.81714                  -5.6802398e-12
              -131.53631                  -6.3157716e-12
              -131.25547                  -7.0205483e-12
              -130.97464                   -7.801885e-12
              -130.69381                    -8.66802e-12
              -130.41298                  -9.6281826e-12
              -130.13215                  -1.0692592e-11
              -129.85132                  -1.1872417e-11
              -129.57048                  -1.3179782e-11
              -129.28965                  -1.4627892e-11
              -129.00882                  -1.6231246e-11
              -128.72799                  -1.8005894e-11
              -128.44716                  -1.9969706e-11
              -128.16633                   -2.214255e-11
              -127.88549                  -2.4546388e-11
              -127.60466                  -2.7205396e-11
              -127.32383                   -3.014609e-11
                -127.043                  -3.3397515e-11
              -126.76217                  -3.6991544e-11
              -126.48133                  -4.0963216e-11
               -126.2005                  -4.5351099e-11
              -125.91967                  -5.0197665e-11
              -125.63884                  -5.5549658e-11
              -125.35801                   -6.145848e-11
              -125.07718                  -6.7980601e-11
              -124.79634                  -7.5178061e-11
              -124.51551                  -8.3118975e-11
              -124.23468                  -9.1878121e-11
              -123.95385                  -1.0153765e-10
              -123.67302                  -1.1218777e-10
              -123.39219                  -1.2392741e-10
              -123.11135                  -1.3686509e-10
              -122.83052                  -1.5111981e-10
              -122.54969                  -1.6682202e-10
              -122.26886                  -1.8411469e-10
              -121.98803                  -2.0315456e-10
               -121.7072                  -2.2411354e-10
              -121.42636                  -2.4717983e-10
              -121.14553                  -2.7255945e-10
               -120.8647                  -3.0047801e-10
              -120.58387                  -3.3118239e-10
              -120.30304                  -3.6494277e-10
              -120.02221                  -4.0205478e-10
              -119.74137                  -4.4284186e-10
              -119.46054                  -4.8765803e-10
              -119.17971                  -5.3689012e-10
              -118.89888                  -5.9096059e-10
              -118.61805                   -6.503315e-10
              -118.33722                  -7.1550795e-10
              -118.05638                  -7.8704112e-10
              -117.77555                  -8.6553279e-10
              -117.49472                  -9.5164043e-10
              -117.21389                  -1.0460814e-09
              -116.93306                  -1.1496379e-09
              -116.65223                  -1.2631641e-09
              -116.37139                  -1.3875917e-09
              -116.09056                  -1.5239363e-09
              -115.80973                  -1.6733049e-09
               -115.5289                  -1.8369045e-09
              -115.24807                  -2.0160499e-09
              -114.96724                  -2.2121731e-09
               -114.6864                  -2.4268345e-09
              -114.40557                  -2.6617323e-09
              -114.12474                  -2.9187156e-09
              -113.84391                  -3.1997969e-09
              -113.56308                  -3.5071642e-09
              -113.28224                  -3.8432001e-09
              -113.00141                   -4.210496e-09
              -112.72058                  -4.6118659e-09
              -112.43975                    -5.05037e-09
              -112.15892                  -5.5293359e-09
              -111.87809                   -6.052377e-09
              -111.59725                  -6.6234177e-09
              -111.31642                  -7.2467204e-09
              -111.03559                  -7.9269124e-09
              -110.75476                   -8.669016e-09
              -110.47393                  -9.4784798e-09
               -110.1931                  -1.0361218e-08
              -109.91226                  -1.1323643e-08
              -109.63143                  -1.2372702e-08
               -109.3506                  -1.3515939e-08
              -109.06977                  -1.4761524e-08
              -108.78894                  -1.6118302e-08
              -108.50811                  -1.7595862e-08
              -108.22727                  -1.9204591e-08
              -107.94644                  -2.0955728e-08
              -107.66561                   -2.286144e-08
              -107.38478                  -2.4934903e-08
              -107.10395                  -2.7190363e-08
              -106.82312                  -2.9643221e-08
              -106.54228                  -3.2310154e-08
              -106.26145                  -3.5209186e-08
              -105.98062                  -3.8359773e-08
              -105.69979                  -4.1782959e-08
              -105.41896                  -4.5501493e-08
              -105.13813                  -4.9539918e-08
              -104.85729                  -5.3924738e-08
              -104.57646                  -5.8684589e-08
              -104.29563                  -6.3850366e-08
               -104.0148                  -6.9455377e-08
              -103.73397                   -7.553556e-08
              -103.45314                  -8.2129691e-08
               -103.1723                  -8.9279584e-08
              -102.89147                  -9.7030314e-08
              -102.61064                   -1.054304e-07
              -102.32981                  -1.1453214e-07
              -102.04898                  -1.2439194e-07
              -101.76815                  -1.3507042e-07
              -101.48731                   -1.466329e-07
              -101.20648                  -1.5914968e-07
              -100.92565                  -1.7269641e-07
              -100.64482                  -1.8735448e-07
              -100.36399                   -2.032114e-07
              -100.08316                  -2.2036124e-07
              -99.802323                  -2.3890515e-07
              -99.521492                  -2.5895185e-07
               -99.24066                  -2.8061813e-07
              -98.959828                  -3.0402948e-07
              -98.678997                  -3.2932054e-07
              -98.398165                  -3.5663586e-07
              -98.117333                   -3.861308e-07
              -97.836501                  -4.1797195e-07
               -97.55567                  -4.5233788e-07
              -97.274838                  -4.8942038e-07
              -96.994006                   -5.294249e-07
              -96.713175                  -5.7257154e-07
              -96.432343                  -6.1909645e-07
              -96.151511                  -6.6925256e-07
               -95.87068                  -7.2331075e-07
              -95.589848                  -7.8156135e-07
              -95.309016                  -8.4431482e-07
              -95.028184                  -9.1190347e-07
              -94.747353                   -9.846832e-07
              -94.466521                  -1.0630345e-06
              -94.185689                  -1.1473644e-06
              -93.904858                  -1.2381081e-06
              -93.624026                  -1.3357307e-06
              -93.343194                  -1.4407293e-06
              -93.062363                  -1.5536355e-06
              -92.781531                  -1.6750162e-06
              -92.500699                  -1.8054771e-06
              -92.219867                  -1.9456652e-06
              -91.939036                  -2.0962713e-06
              -91.658204                  -2.2580317e-06
              -91.377372                  -2.4317317e-06
              -91.096541                  -2.6182094e-06
              -90.815709                  -2.8183594e-06
              -90.534877                  -3.0331341e-06
              -90.254046                  -3.2635473e-06
              -89.973214                    -3.51068e-06
              -89.692382                  -3.7756848e-06
               -89.41155                  -4.0597897e-06
              -89.130719                  -4.3642991e-06
              -88.849887                     -4.6906e-06
              -88.569055                  -5.0401731e-06
              -88.288224                  -5.4145932e-06
              -88.007392                  -5.8155286e-06
               -87.72656                  -6.2447579e-06
              -87.445729                  -6.7041749e-06
              -87.164897                  -7.1957846e-06
              -86.884065                  -7.7217197e-06
              -86.603233                  -8.2842481e-06
              -86.322402                  -8.8857724e-06
               -86.04157                  -9.5288476e-06
              -85.760738                  -1.0216186e-05
              -85.479907                  -1.0950658e-05
              -85.199075                  -1.1735316e-05
              -84.918243                  -1.2573393e-05
              -84.637412                  -1.3468313e-05
               -84.35658                  -1.4423711e-05
              -84.075748                  -1.5443439e-05
              -83.794916                  -1.6531565e-05
              -83.514085                   -1.769241e-05
              -83.233253                  -1.8930551e-05
              -82.952421                  -2.0250818e-05
               -82.67159                  -2.1658321e-05
              -82.390758                  -2.3158482e-05
              -82.109926                  -2.4757033e-05
              -81.829095                  -2.6460016e-05
              -81.548263                   -2.827383e-05
              -81.267431                  -3.0205233e-05
              -80.986599                  -3.2261374e-05
              -80.705768                  -3.4449793e-05
              -80.424936                  -3.6778433e-05
              -80.144104                  -3.9255712e-05
              -79.863273                   -4.189051e-05
              -79.582441                  -4.4692163e-05
              -79.301609                  -4.7670545e-05
              -79.020778                  -5.0836067e-05
              -78.739946                  -5.4199672e-05
              -78.459114                  -5.7772921e-05
              -78.178282                  -6.1568012e-05
              -77.897451                  -6.5597745e-05
              -77.616619                  -6.9875588e-05
              -77.335787                  -7.4415782e-05
              -77.054956                  -7.9233306e-05
              -76.774124                  -8.4343842e-05
              -76.493292                  -8.9763926e-05
              -76.212461                  -9.5510985e-05
              -75.931629                  -0.00010160328
              -75.650797                  -0.00010806001
              -75.369965                  -0.00011490138
              -75.089134                  -0.00012214856
              -74.808302                  -0.00012982382
               -74.52747                  -0.00013795052
              -74.246639                  -0.00014655312
              -73.965807                  -0.00015565739
              -73.684975                  -0.00016529031
              -73.404144                  -0.00017548005
              -73.123312                   -0.0001862563
               -72.84248                  -0.00019765016
              -72.561648                  -0.00020969401
              -72.280817                  -0.00022242197
              -71.999985                  -0.00023586979
              -71.719153                  -0.00025007469
              -71.438322                  -0.00026507564
               -71.15749                   -0.0002809136
              -70.876658                  -0.00029763124
              -70.595827                   -0.0003152731
              -70.314995                  -0.00033388591
              -70.034163                  -0.00035351841
              -69.753331                  -0.00037422143
                -69.4725                  -0.00039604824
              -69.191668                  -0.00041905422
              -68.910836                   -0.0004432971
              -68.630005                  -0.00046883748
              -68.349173                  -0.00049573831
              -68.068341                    -0.000524065
               -67.78751                  -0.00055388612
              -67.506678                  -0.00058527304
              -67.225846                  -0.00061829986
              -66.945014                  -0.00065304387
              -66.664183                   -0.0006895856
              -66.383351                  -0.00072800869
              -66.102519                  -0.00076840011
              -65.821688                  -0.00081085037
              -65.540856                  -0.00085545387
              -65.260024                  -0.00090230866
              -64.979193                    -0.000951516
              -64.698361                   -0.0010031813
              -64.417529                   -0.0010574144
              -64.136697                    -0.001114329
              -63.855866                   -0.0011740434
              -63.575034                     -0.00123668
              -63.294202                    -0.001302365
              -63.013371                   -0.0013712304
              -62.732539                   -0.0014434131
              -62.451707                   -0.0015190536
              -62.170876                    -0.001598298
              -61.890044                   -0.0016812983
              -61.609212                   -0.0017682112
               -61.32838                   -0.0018591981
              -61.047549                   -0.0019544264
              -60.766717                   -0.0020540701
              -60.485885                   -0.0021583077
              -60.205054                   -0.0022673236
              -59.924222                   -0.0023813096
               -59.64339                   -0.0025004624
              -59.362559                   -0.0026249845
              -59.081727                   -0.0027550869
              -58.800895                   -0.0028909856
              -58.520063                   -0.0030329025
              -58.239232                   -0.0031810679
                -57.9584                   -0.0033357184
              -57.677568                   -0.0034970974
              -57.396737                    -0.003665456
              -57.115905                   -0.0038410513
              -56.835073                   -0.0040241477
              -56.554242                    -0.004215019
               -56.27341                   -0.0044139461
              -55.992578                   -0.0046212157
              -55.711746                   -0.0048371221
              -55.430915                   -0.0050619692
              -55.150083                   -0.0052960695
              -54.869251                   -0.0055397416
               -54.58842                   -0.0057933103
              -54.307588                   -0.0060571113
              -54.026756                   -0.0063314887
              -53.745925                   -0.0066167924
              -53.465093                   -0.0069133823
              -53.184261                   -0.0072216287
               -52.90343                   -0.0075419048
              -52.622598                   -0.0078745926
              -52.341766                   -0.0082200875
              -52.060934                     -0.00857879
              -51.780103                   -0.0089511062
              -51.499271                   -0.0093374541
              -51.218439                   -0.0097382618
              -50.937608                    -0.010153959
              -50.656776                    -0.010584984
              -50.375944                    -0.011031789
              -50.095113                    -0.011494835
              -49.814281                    -0.011974578
              -49.533449                    -0.012471492
              -49.252617                    -0.012986062
              -48.971786                    -0.013518773
              -48.690954                    -0.014070112
              -48.410122                    -0.014640584
              -48.129291                    -0.015230694
              -47.848459                    -0.015840957
              -47.567627                    -0.016471901
              -47.286796                    -0.017124041
              -47.005964                    -0.017797905
              -46.725132                    -0.018494042
                -46.4443                    -0.019212993
              -46.163469                    -0.019955299
              -45.882637                    -0.020721506
              -45.601805                    -0.021512179
              -45.320974                    -0.022327875
              -45.040142                    -0.023169145
               -44.75931                    -0.024036568
              -44.478479                     -0.02493071
              -44.197647                    -0.025852122
              -43.916815                    -0.026801389
              -43.635983                    -0.027779083
              -43.355152                     -0.02878576
               -43.07432                    -0.029822002
              -42.793488                    -0.030888375
              -42.512657                    -0.031985442
              -42.231825                    -0.033113773
              -41.950993                    -0.034273922
              -41.670162                    -0.035466447
               -41.38933                    -0.036691915
              -41.108498                    -0.037950859
              -40.827666                    -0.039243822
              -40.546835                    -0.040571351
              -40.266003                    -0.041933959
              -39.985171                    -0.043332163
               -39.70434                     -0.04476649
              -39.423508                    -0.046237439
              -39.142676                     -0.04774548
              -38.861845                    -0.049291082
              -38.581013                    -0.050874733
              -38.300181                    -0.052496886
              -38.019349                     -0.05415794
              -37.738518                    -0.055858336
              -37.457686                    -0.057598493
              -37.176854                     -0.05937875
              -36.896023                    -0.061199495
              -36.615191                    -0.063061088
              -36.334359                    -0.064963785
              -36.053528                    -0.066907941
              -35.772696                    -0.068893893
              -35.491864                    -0.070921765
              -35.211032                    -0.072991779
              -34.930201                    -0.075104274
              -34.649369                    -0.077259339
              -34.368537                    -0.079457019
              -34.087706                    -0.081697562
              -33.806874                    -0.083981055
              -33.526042                    -0.086307405
              -33.245211                    -0.088676701
              -32.964379                    -0.091088981
              -32.683547                    -0.093544084
              -32.402715                    -0.096041926
              -32.121884                      -0.0985824
              -31.841052                     -0.10116531
               -31.56022                     -0.10379046
              -31.279389                     -0.10645758
              -30.998557                     -0.10916635
              -30.717725                     -0.11191641
              -30.436894                     -0.11470735
              -30.156062                     -0.11753877
               -29.87523                     -0.12041019
              -29.594398                     -0.12332103
              -29.313567                      -0.1262707
              -29.032735                     -0.12925857
              -28.751903                     -0.13228394
              -28.471072                     -0.13534611
               -28.19024                     -0.13844424
              -27.909408                     -0.14157739
              -27.628577                     -0.14474479
              -27.347745                     -0.14794547
              -27.066913                      -0.1511783
              -26.786081                     -0.15444227
               -26.50525                     -0.15773624
              -26.224418                     -0.16105895
              -25.943586                     -0.16440917
              -25.662755                     -0.16778565
              -25.381923                     -0.17118696
              -25.101091                     -0.17461163
               -24.82026                     -0.17805821
              -24.539428                     -0.18152513
              -24.258596                      -0.1850107
              -23.977764                     -0.18851331
              -23.696933                     -0.19203125
              -23.416101                     -0.19556255
              -23.135269                     -0.19910541
              -22.854438                     -0.20265805
              -22.573606                     -0.20621829
              -22.292774                     -0.20978409
              -22.011943                     -0.21335347
              -21.731111                     -0.21692409
              -21.450279                     -0.22049373
              -21.169447                     -0.22406025
              -20.888616                     -0.22762115
              -20.607784                     -0.23117397
              -20.326952                      -0.2347165
              -20.046121                     -0.23824599
              -19.765289                      -0.2417597
              -19.484457                     -0.24525544
              -19.203626                     -0.24873037
              -18.922794                     -0.25218142
              -18.641962                     -0.25560619
               -18.36113                     -0.25900177
              -18.080299                     -0.26236509
              -17.799467                     -0.26569344
              -17.518635                     -0.26898372
              -17.237804                     -0.27223292
              -16.956972                     -0.27543816
               -16.67614                     -0.27859619
              -16.395309                     -0.28170387
              -16.114477                     -0.28475806
              -15.833645                     -0.28775559
              -15.552813                     -0.29069341
              -15.271982                     -0.29356801
               -14.99115                     -0.29637613
              -14.710318                     -0.29911479
              -14.429487                     -0.30178039
              -14.148655                     -0.30436961
              -13.867823                     -0.30687936
              -13.586992                     -0.30930603
               -13.30616                      -0.3116463
              -13.025328                     -0.31389699
              -12.744496                      -0.3160547
              -12.463665                     -0.31811601
              -12.182833                     -0.32007743
              -11.902001                      -0.3219358
               -11.62117                     -0.32368793
              -11.340338                     -0.32533016
              -11.059506                     -0.32685929
              -10.778675                     -0.32827232
              -10.497843                     -0.32956584
              -10.217011                     -0.33073658
              -9.9361795                     -0.33178137
              -9.6553478                     -0.33269705
              -9.3745161                     -0.33348051
              -9.0936844                     -0.33412882
              -8.8128527                     -0.33463892
               -8.532021                     -0.33500753
              -8.2511893                      -0.3352321
              -7.9703576                      -0.3353101
              -7.6895259                     -0.33523793
              -7.4086942                     -0.33501307
              -7.1278625                      -0.3346337
              -6.8470308                     -0.33409635
              -6.5661991                     -0.33339818
              -6.2853674                     -0.33253791
              -6.0045357                     -0.33151298
               -5.723704                     -0.33032031
              -5.4428723                     -0.32895807
              -5.1620406                     -0.32742478
              -4.8812089                     -0.32571824
              -4.6003772                     -0.32383587
              -4.3195455                      -0.3217764
              -4.0387138                      -0.3195388
              -3.7578821                     -0.31712061
              -3.4770504                     -0.31452027
              -3.1962187                     -0.31173732
               -2.915387                     -0.30877032
              -2.6345553                     -0.30561774
              -2.3537236                     -0.30227896
              -2.0728919                     -0.29875335
              -1.7920602                     -0.29503985
              -1.5112285                     -0.29113778
              -1.2303968                     -0.28704709
             -0.94956507                     -0.28276754
             -0.66873337                     -0.27829872
             -0.38790167                     -0.27364064
             -0.10706997                      -0.2687936
              0.17376173                     -0.26375782
              0.45459343                     -0.25853351
              0.73542513                     -0.25312124
               1.0162568                     -0.24752223
               1.2970885                     -0.24173729
               1.5779202                     -0.23576678
               1.8587519                     -0.22961211
               2.1395836                     -0.22327518
               2.4204153                     -0.21675715
                2.701247                     -0.21005913
               2.9820787                     -0.20318335
               3.2629104                     -0.19613225
               3.5437421                     -0.18890729
               3.8245738                     -0.18151021
               4.1054055                     -0.17394442
               4.3862372                     -0.16621286
               4.6670689                      -0.1583168
               4.9479006                     -0.15025919
               5.2287323                     -0.14204456
                5.509564                     -0.13367525
               5.7903957                     -0.12515387
               6.0712274                     -0.11648486
               6.3520591                     -0.10767132
               6.6328908                    -0.098716784
               6.9137225                     -0.08962602
               7.1945542                    -0.080402294
               7.4753859                    -0.071049625
               7.7562176                    -0.061573258
               8.0370493                    -0.051976789
                8.317881                    -0.042264539
               8.5987127                    -0.032442098
               8.8795444                    -0.022514023
               9.1603761                    -0.012484817
               9.4412078                   -0.0023594691
               9.7220395                    0.0078564291
               10.002871                     0.018157318
               10.283703                     0.028538602
               10.564535                     0.038994693
               10.845366                     0.049519331
               11.126198                     0.060107408
                11.40703                     0.070753254
               11.687861                     0.081450566
               11.968693                     0.092193717
               12.249525                      0.10297679
               12.530357                      0.11379344
               12.811188                      0.12463747
                13.09202                      0.13550277
               13.372852                      0.14638329
               13.653683                      0.15727258
               13.934515                      0.16816409
               14.215347                      0.17905152
               14.496178                      0.18992838
                14.77701                      0.20078795
               15.057842                      0.21162405
               15.338674                      0.22243054
               15.619505                      0.23319993
               15.900337                      0.24392553
               16.181169                      0.25460187
                  16.462                      0.26522183
               16.742832                       0.2757783
               17.023664                      0.28626538
               17.304495                      0.29667638
               17.585327                      0.30700429
               17.866159                      0.31724296
               18.146991                      0.32738618
               18.427822                      0.33742715
               18.708654                      0.34735919
               18.989486                      0.35717628
               19.270317                      0.36687232
               19.551149                      0.37644051
               19.831981                      0.38587481
               20.112812                      0.39516962
               20.393644                      0.40431815
               20.674476                      0.41331435
               20.955308                      0.42215315
               21.236139                      0.43082838
               21.516971                       0.4393337
               21.797803                      0.44766383
               22.078634                      0.45581375
               22.359466                      0.46377769
               22.640298                      0.47154989
               22.921129                      0.47912572
               23.201961                      0.48650013
               23.482793                      0.49366746
               23.763625                      0.50062344
               24.044456                      0.50736366
               24.325288                      0.51388269
                24.60612                      0.52017654
               24.886951                      0.52624141
               25.167783                      0.53207217
               25.448615                      0.53766521
               25.729446                      0.54301734
               26.010278                       0.5481239
                26.29111                      0.55298139
               26.571941                      0.55758742
               26.852773                      0.56193817
               27.133605                      0.56602972
               27.414437                       0.5698601
               27.695268                      0.57342727
                 27.9761                       0.5767275
               28.256932                      0.57975815
               28.537763                      0.58251799
               28.818595                      0.58500493
               29.099427                      0.58721672
               29.380258                       0.5891517
                29.66109                      0.59080822
               29.941922                      0.59218524
               30.222754                      0.59328164
               30.503585                       0.5940963
               30.784417                      0.59462869
               31.065249                       0.5948779
                31.34608                      0.59484355
               31.626912                      0.59452572
               31.907744                       0.5939237
               32.188575                      0.59303811
               32.469407                      0.59186995
               32.750239                      0.59041845
               33.031071                      0.58868409
               33.311902                      0.58666891
               33.592734                      0.58437391
               33.873566                       0.5817996
               34.154397                      0.57894687
               34.435229                      0.57581794
               34.716061                      0.57241534
               34.996892                      0.56873968
               35.277724                      0.56479282
               35.558556                      0.56057831
               35.839388                      0.55609775
               36.120219                      0.55135315
               36.401051                      0.54634826
               36.681883                      0.54108557
               36.962714                      0.53556731
               37.243546                      0.52979739
               37.524378                      0.52377941
               37.805209                      0.51751606
               38.086041                      0.51101105
               38.366873                      0.50426854
               38.647705                      0.49729203
               38.928536                      0.49008556
               39.209368                      0.48265355
                 39.4902                       0.4749997
               39.771031                      0.46712843
               40.051863                      0.45904479
               40.332695                        0.450753
               40.613526                      0.44225779
               40.894358                      0.43356389
                41.17519                      0.42467605
               41.456022                      0.41559998
               41.736853                      0.40634033
               42.017685                      0.39690192
               42.298517                       0.3872907
               42.579348                       0.3775119
                42.86018                      0.36757079
               43.141012                      0.35747293
               43.421843                      0.34722402
               43.702675                      0.33682995
               43.983507                      0.32629599
               44.264339                      0.31562805
                44.54517                      0.30483253
               44.826002                      0.29391468
               45.106834                      0.28288074
               45.387665                      0.27173713
               45.668497                      0.26048882
               45.949329                      0.24914274
                46.23016                      0.23770556
               46.510992                      0.22618201
               46.791824                      0.21457881
               47.072656                      0.20290293
               47.353487                      0.19115992
               47.634319                      0.17935592
               47.915151                      0.16749734
               48.195982                      0.15559064
               48.476814                      0.14364202
               48.757646                      0.13165734
               49.038477                      0.11964327
               49.319309                       0.1076063
               49.600141                     0.095552217
               49.880973                     0.083487339
               50.161804                     0.071418144
               50.442636                      0.05935053
               50.723468                     0.047290607
               51.004299                     0.035245231
               51.285131                     0.023220394
               51.565963                      0.01122115
               51.846794                  -0.00074564181
               52.127626                     -0.01267324
               52.408458                    -0.024556898
                52.68929                    -0.036390156
               52.970121                    -0.048166463
               53.250953                    -0.059881101
               53.531785                    -0.071527708
               53.812616                     -0.08309984
               54.093448                    -0.094592537
                54.37428                     -0.10600025
               54.655111                     -0.11731699
               54.935943                     -0.12853688
               55.216775                     -0.13965502
               55.497607                     -0.15066608
               55.778438                      -0.1615637
                56.05927                     -0.17234332
               56.340102                     -0.18300013
               56.620933                     -0.19352796
               56.901765                      -0.2039222
               57.182597                     -0.21417788
               57.463428                     -0.22428968
                57.74426                     -0.23425338
               58.025092                     -0.24406368
               58.305924                     -0.25371555
               58.586755                     -0.26320515
               58.867587                     -0.27252757
               59.148419                     -0.28167801
                59.42925                     -0.29065237
               59.710082                     -0.29944634
               59.990914                     -0.30805593
               60.271745                     -0.31647667
               60.552577                     -0.32470414
               60.833409                     -0.33273525
