        s / mm                X (2)/real
              -124.79634                  -1.2099666e-12
              -124.51551                  -1.3392434e-12
              -124.23468                  -1.4819904e-12
              -123.95385                  -1.6395879e-12
              -123.67302                  -1.8135451e-12
              -123.39219                  -2.0055094e-12
              -123.11135                  -2.2172956e-12
              -122.83052                  -2.4508992e-12
              -122.54969                  -2.7084968e-12
              -122.26886                  -2.9924794e-12
              -121.98803                  -3.3054943e-12
               -121.7072                  -3.6504434e-12
              -121.42636                  -4.0304894e-12
              -121.14553                  -4.4491103e-12
               -120.8647                    -4.91012e-12
              -120.58387                  -5.4176862e-12
              -120.30304                  -5.9763922e-12
              -120.02221                  -6.5912526e-12
              -119.74137                  -7.2677351e-12
              -119.46054                  -8.0118362e-12
              -119.17971                  -8.8301322e-12
              -118.89888                  -9.7298182e-12
              -118.61805                  -1.0718761e-11
              -118.33722                  -1.1805587e-11
              -118.05638                  -1.2999737e-11
              -117.77555                  -1.4311451e-11
              -117.49472                  -1.5751926e-11
              -117.21389                  -1.7333536e-11
              -116.93306                  -1.9069784e-11
              -116.65223                  -2.0975279e-11
              -116.37139                  -2.3065942e-11
              -116.09056                  -2.5359212e-11
              -115.80973                  -2.7874228e-11
               -115.5289                  -3.0631885e-11
              -115.24807                  -3.3654823e-11
              -114.96724                  -3.6967739e-11
               -114.6864                  -4.0597754e-11
              -114.40557                  -4.4574351e-11
              -114.12474                  -4.8929447e-11
              -113.84391                  -5.3697954e-11
              -113.56308                  -5.8918049e-11
              -113.28224                  -6.4631174e-11
              -113.00141                  -7.0882347e-11
              -112.72058                  -7.7720697e-11
              -112.43975                  -8.5199716e-11
              -112.15892                  -9.3377502e-11
              -111.87809                  -1.0231743e-10
              -111.59725                  -1.1208839e-10
              -111.31642                   -1.227648e-10
              -111.03559                  -1.3442786e-10
              -110.75476                  -1.4716643e-10
              -110.47393                  -1.6107635e-10
               -110.1931                  -1.7626116e-10
              -109.91226                  -1.9283406e-10
              -109.63143                  -2.1091831e-10
               -109.3506                  -2.3064692e-10
              -109.06977                  -2.5216419e-10
              -108.78894                  -2.7562751e-10
              -108.50811                  -3.0120679e-10
              -108.22727                   -3.290858e-10
              -107.94644                  -3.5946483e-10
              -107.66561                  -3.9256095e-10
              -107.38478                  -4.2860853e-10
              -107.10395                  -4.6786119e-10
              -106.82312                  -5.1059477e-10
              -106.54228                  -5.5710861e-10
              -106.26145                  -6.0772441e-10
              -105.98062                  -6.6278925e-10
              -105.69979                    -7.22681e-10
              -105.41896                  -7.8780914e-10
              -105.13813                  -8.5861499e-10
              -104.85729                  -9.3557534e-10
              -104.57646                  -1.0192062e-09
              -104.29563                   -1.110066e-09
               -104.0148                  -1.2087567e-09
              -103.73397                  -1.3159258e-09
              -103.45314                  -1.4322758e-09
               -103.1723                  -1.5585676e-09
              -102.89147                  -1.6956172e-09
              -102.61064                  -1.8443046e-09
              -102.32981                  -2.0055843e-09
              -102.04898                  -2.1804845e-09
              -101.76815                  -2.3701064e-09
              -101.48731                  -2.5756376e-09
              -101.20648                  -2.7983677e-09
              -100.92565                  -3.0396848e-09
              -100.64482                  -3.3010727e-09
              -100.36399                    -3.58414e-09
              -100.08316                  -3.8906242e-09
              -99.802323                  -4.2223639e-09
              -99.521492                  -4.5813438e-09
               -99.24066                  -4.9697568e-09
              -98.959828                  -5.3899357e-09
              -98.678997                  -5.8443135e-09
              -98.398165                  -6.3355464e-09
              -98.117333                  -6.8665472e-09
              -97.836501                  -7.4404136e-09
               -97.55567                  -8.0604656e-09
              -97.274838                  -8.7302529e-09
              -96.994006                  -9.4535437e-09
              -96.713175                  -1.0234453e-08
              -96.432343                  -1.1077448e-08
              -96.151511                   -1.198722e-08
               -95.87068                  -1.2968789e-08
              -95.589848                  -1.4027623e-08
              -95.309016                   -1.516955e-08
              -95.028184                  -1.6400775e-08
              -94.747353                  -1.7727989e-08
              -94.466521                  -1.9158324e-08
              -94.185689                  -2.0699443e-08
              -93.904858                  -2.2359568e-08
              -93.624026                  -2.4147421e-08
              -93.343194                  -2.6072427e-08
              -93.062363                  -2.8144727e-08
              -92.781531                  -3.0375006e-08
              -92.500699                  -3.2774661e-08
              -92.219867                  -3.5355979e-08
              -91.939036                  -3.8132161e-08
              -91.658204                  -4.1117235e-08
              -91.377372                  -4.4326082e-08
              -91.096541                  -4.7774736e-08
              -90.815709                   -5.148033e-08
              -90.534877                  -5.5460979e-08
              -90.254046                  -5.9736103e-08
              -89.973214                  -6.4326447e-08
              -89.692382                  -6.9254118e-08
               -89.41155                  -7.4542795e-08
              -89.130719                  -8.0217571e-08
              -88.849887                  -8.6304992e-08
              -88.569055                  -9.2833657e-08
              -88.288224                  -9.9834354e-08
              -88.007392                  -1.0733948e-07
               -87.72656                    -1.15383e-07
              -87.445729                  -1.2400138e-07
              -87.164897                  -1.3323401e-07
              -86.884065                  -1.4312258e-07
              -86.603233                  -1.5371091e-07
              -86.322402                   -1.650458e-07
               -86.04157                  -1.7717703e-07
              -85.760738                  -1.9015783e-07
              -85.479907                  -2.0404496e-07
              -85.199075                  -2.1889771e-07
              -84.918243                  -2.3477917e-07
              -84.637412                  -2.5175706e-07
               -84.35658                  -2.6990272e-07
              -84.075748                  -2.8929229e-07
              -83.794916                   -3.100066e-07
              -83.514085                  -3.3212996e-07
              -83.233253                  -3.5575282e-07
              -82.952421                  -3.8097227e-07
               -82.67159                  -4.0788936e-07
              -82.390758                  -4.3661104e-07
              -82.109926                  -4.6725173e-07
              -81.829095                  -4.9993209e-07
              -81.548263                     -5.3478e-07
              -81.267431                  -5.7193082e-07
              -80.986599                   -6.115269e-07
              -80.705768                  -6.5371961e-07
              -80.424936                     -6.9867e-07
              -80.144104                  -7.4654639e-07
              -79.863273                   -7.975253e-07
              -79.582441                  -8.5179616e-07
              -79.301609                  -9.0956068e-07
              -79.020778                  -9.7102849e-07
              -78.739946                  -1.0364199e-06
              -78.459114                  -1.1059707e-06
              -78.178282                  -1.1799296e-06
              -77.897451                  -1.2585567e-06
              -77.616619                  -1.3421256e-06
              -77.335787                  -1.4309259e-06
              -77.054956                  -1.5252657e-06
              -76.774124                  -1.6254696e-06
              -76.493292                  -1.7318753e-06
              -76.212461                  -1.8448365e-06
              -75.931629                  -1.9647271e-06
              -75.650797                  -2.0919483e-06
              -75.369965                  -2.2269225e-06
              -75.089134                  -2.3700821e-06
              -74.808302                  -2.5218858e-06
               -74.52747                  -2.6828225e-06
              -74.246639                  -2.8533989e-06
              -73.965807                  -3.0341526e-06
              -73.684975                  -3.2256509e-06
              -73.404144                  -3.4284786e-06
              -73.123312                  -3.6432546e-06
               -72.84248                  -3.8706332e-06
              -72.561648                  -4.1112949e-06
              -72.280817                  -4.3659564e-06
              -71.999985                  -4.6353719e-06
              -71.719153                   -4.920335e-06
              -71.438322                  -5.2216725e-06
               -71.15749                   -5.540234e-06
              -70.876658                  -5.8769275e-06
              -70.595827                  -6.2327271e-06
              -70.314995                  -6.6086218e-06
              -70.034163                  -7.0056291e-06
              -69.753331                  -7.4248544e-06
                -69.4725                  -7.8674586e-06
              -69.191668                  -8.3346063e-06
              -68.910836                  -8.8275262e-06
              -68.630005                  -9.3475556e-06
              -68.349173                  -9.8960679e-06
              -68.068341                  -1.0474467e-05
               -67.78751                   -1.108424e-05
              -67.506678                  -1.1726928e-05
              -67.225846                  -1.2404142e-05
              -66.945014                  -1.3117604e-05
              -66.664183                  -1.3869091e-05
              -66.383351                  -1.4660398e-05
              -66.102519                  -1.5493427e-05
              -65.821688                  -1.6370205e-05
              -65.540856                  -1.7292812e-05
              -65.260024                  -1.8263415e-05
              -64.979193                  -1.9284299e-05
              -64.698361                  -2.0357788e-05
              -64.417529                  -2.1486292e-05
              -64.136697                  -2.2672374e-05
              -63.855866                  -2.3918708e-05
              -63.575034                   -2.522806e-05
              -63.294202                  -2.6603263e-05
              -63.013371                  -2.8047271e-05
              -62.732539                  -2.9563216e-05
              -62.451707                   -3.115428e-05
              -62.170876                  -3.2823741e-05
              -61.890044                  -3.4575166e-05
              -61.609212                  -3.6412178e-05
               -61.32838                  -3.8338299e-05
              -61.047549                   -4.035743e-05
              -60.766717                  -4.2473763e-05
              -60.485885                  -4.4691258e-05
              -60.205054                   -4.701417e-05
              -59.924222                  -4.9447229e-05
               -59.64339                  -5.1994849e-05
              -59.362559                  -5.4661562e-05
              -59.081727                  -5.7452612e-05
              -58.800895                  -6.0373116e-05
              -58.520063                  -6.3428059e-05
              -58.239232                  -6.6623093e-05
                -57.9584                  -6.9964033e-05
              -57.677568                  -7.3456398e-05
              -57.396737                  -7.7106098e-05
              -57.115905                   -8.091966e-05
              -56.835073                  -8.4903611e-05
              -56.554242                  -8.9064216e-05
               -56.27341                  -9.3408075e-05
              -55.992578                  -9.7942512e-05
              -55.711746                  -0.00010267487
              -55.430915                  -0.00010761241
              -55.150083                  -0.00011276296
              -54.869251                  -0.00011813432
               -54.58842                  -0.00012373438
              -54.307588                  -0.00012957201
              -54.026756                  -0.00013565577
              -53.745925                  -0.00014199389
              -53.465093                  -0.00014859601
              -53.184261                  -0.00015547174
               -52.90343                  -0.00016262988
              -52.622598                  -0.00017008059
              -52.341766                  -0.00017783463
              -52.060934                  -0.00018590169
              -51.780103                  -0.00019429207
              -51.499271                  -0.00020301747
              -51.218439                  -0.00021208937
              -50.937608                  -0.00022151848
              -50.656776                  -0.00023131591
              -50.375944                  -0.00024149422
              -50.095113                  -0.00025206648
              -49.814281                  -0.00026304506
              -49.533449                   -0.0002744422
              -49.252617                  -0.00028627068
              -48.971786                   -0.0002985443
              -48.690954                  -0.00031127763
              -48.410122                  -0.00032448396
              -48.129291                  -0.00033817658
              -47.848459                  -0.00035237145
              -47.567627                  -0.00036708368
              -47.286796                  -0.00038232654
              -47.005964                  -0.00039811606
              -46.725132                  -0.00041446928
                -46.4443                   -0.0004314006
              -46.163469                   -0.0004489262
              -45.882637                  -0.00046706515
              -45.601805                  -0.00048583262
              -45.320974                  -0.00050524192
              -45.040142                  -0.00052531331
               -44.75931                  -0.00054606769
              -44.478479                  -0.00056751885
              -44.197647                  -0.00058968364
              -43.916815                  -0.00061258444
              -43.635983                  -0.00063623899
              -43.355152                  -0.00066066294
               -43.07432                   -0.0006858772
              -42.793488                  -0.00071190276
              -42.512657                   -0.0007387558
              -42.231825                  -0.00076645488
              -41.950993                  -0.00079502365
              -41.670162                  -0.00082448206
               -41.38933                  -0.00085484618
              -41.108498                  -0.00088613777
              -40.827666                  -0.00091838097
              -40.546835                  -0.00095159364
              -40.266003                  -0.00098579309
              -39.985171                   -0.0010210013
               -39.70434                   -0.0010572424
              -39.423508                   -0.0010945392
              -39.142676                   -0.0011329082
              -38.861845                   -0.0011723664
              -38.581013                    -0.001212942
              -38.300181                   -0.0012546567
              -38.019349                   -0.0012975232
              -37.738518                   -0.0013415669
              -37.457686                   -0.0013868142
              -37.176854                   -0.0014332785
              -36.896023                    -0.001480983
              -36.615191                   -0.0015299567
              -36.334359                   -0.0015802105
              -36.053528                   -0.0016317578
              -35.772696                   -0.0016846323
              -35.491864                   -0.0017388567
              -35.211032                   -0.0017944382
              -34.930201                   -0.0018513984
              -34.649369                   -0.0019097645
              -34.368537                   -0.0019695512
              -34.087706                   -0.0020307768
              -33.806874                   -0.0020934648
              -33.526042                   -0.0021576258
              -33.245211                   -0.0022232733
              -32.964379                    -0.002290436
              -32.683547                   -0.0023591344
              -32.402715                   -0.0024293721
              -32.121884                   -0.0025011639
              -31.841052                   -0.0025745396
               -31.56022                   -0.0026495101
              -31.279389                   -0.0027260758
              -30.998557                   -0.0028042613
              -30.717725                   -0.0028840884
              -30.436894                   -0.0029655528
              -30.156062                   -0.0030486605
               -29.87523                   -0.0031334396
              -29.594398                   -0.0032199074
              -29.313567                   -0.0033080607
              -29.032735                   -0.0033978985
              -28.751903                   -0.0034894381
              -28.471072                   -0.0035826961
               -28.19024                   -0.0036776668
              -27.909408                   -0.0037743509
              -27.628577                   -0.0038727693
              -27.347745                   -0.0039729216
              -27.066913                   -0.0040747912
              -26.786081                   -0.0041783944
               -26.50525                   -0.0042837414
              -26.224418                   -0.0043908072
              -25.943586                   -0.0044995973
              -25.662755                   -0.0046101325
              -25.381923                   -0.0047223809
              -25.101091                   -0.0048363249
               -24.82026                   -0.0049519968
              -24.539428                   -0.0050693821
              -24.258596                   -0.0051884384
              -23.977764                    -0.005309174
              -23.696933                    -0.005431592
              -23.416101                   -0.0055556665
              -23.135269                   -0.0056813822
              -22.854438                   -0.0058087162
              -22.573606                   -0.0059376554
              -22.292774                   -0.0060682046
              -22.011943                   -0.0062003304
              -21.731111                   -0.0063339921
              -21.450279                   -0.0064691832
              -21.169447                   -0.0066058776
              -20.888616                   -0.0067440392
              -20.607784                   -0.0068836636
              -20.326952                   -0.0070247187
              -20.046121                   -0.0071671446
              -19.765289                   -0.0073109305
              -19.484457                   -0.0074560597
              -19.203626                   -0.0076024656
              -18.922794                   -0.0077501219
              -18.641962                   -0.0078990254
               -18.36113                   -0.0080491179
              -18.080299                   -0.0082003278
              -17.799467                   -0.0083526176
              -17.518635                   -0.0085059809
              -17.237804                    -0.008660385
              -16.956972                   -0.0088157425
               -16.67614                   -0.0089720036
              -16.395309                   -0.0091291403
              -16.114477                   -0.0092870863
              -15.833645                   -0.0094458099
              -15.552813                   -0.0096052655
              -15.271982                   -0.0097653565
               -14.99115                    -0.009926058
              -14.710318                    -0.010087334
              -14.429487                    -0.010249063
              -14.148655                      -0.0104112
              -13.867823                    -0.010573749
              -13.586992                    -0.010736619
               -13.30616                    -0.010899684
              -13.025328                      -0.0110629
              -12.744496                    -0.011226279
              -12.463665                    -0.011389741
              -12.182833                    -0.011553148
              -11.902001                    -0.011716437
               -11.62117                     -0.01187956
              -11.340338                    -0.012042468
              -11.059506                     -0.01220512
              -10.778675                     -0.01236736
              -10.497843                    -0.012529106
              -10.217011                      -0.0126904
              -9.9361795                    -0.012851113
              -9.6553478                    -0.013011079
              -9.3745161                    -0.013170308
              -9.0936844                    -0.013328757
              -8.8128527                    -0.013486297
               -8.532021                     -0.01364284
              -8.2511893                    -0.013798301
              -7.9703576                    -0.013952652
              -7.6895259                    -0.014105846
              -7.4086942                    -0.014257706
              -7.1278625                    -0.014408138
              -6.8470308                    -0.014557179
              -6.5661991                    -0.014704718
              -6.2853674                    -0.014850593
              -6.0045357                    -0.014994785
               -5.723704                    -0.015137225
              -5.4428723                    -0.015277787
              -5.1620406                    -0.015416446
              -4.8812089                    -0.015553142
              -4.6003772                    -0.015687726
              -4.3195455                    -0.015820142
              -4.0387138                    -0.015950342
              -3.7578821                    -0.016078201
              -3.4770504                    -0.016203675
              -3.1962187                    -0.016326735
               -2.915387                    -0.016447225
              -2.6345553                    -0.016565058
              -2.3537236                    -0.016680255
              -2.0728919                    -0.016792696
              -1.7920602                    -0.016902233
              -1.5112285                    -0.017008893
              -1.2303968                    -0.017112663
             -0.94956507                    -0.017213353
             -0.66873337                    -0.017310874
             -0.38790167                    -0.017405261
             -0.10706997                    -0.017496425
              0.17376173                    -0.017584229
              0.45459343                    -0.017668676
              0.73542513                    -0.017749758
               1.0162568                    -0.017827333
               1.2970885                    -0.017901296
               1.5779202                    -0.017971656
               1.8587519                    -0.018038404
               2.1395836                    -0.018101467
               2.4204153                    -0.018160738
                2.701247                    -0.018216123
               2.9820787                    -0.018267659
               3.2629104                    -0.018315384
               3.5437421                    -0.018359123
               3.8245738                    -0.018398784
               4.1054055                    -0.018434442
               4.3862372                    -0.018466013
               4.6670689                     -0.01849343
               4.9479006                    -0.018516784
               5.2287323                    -0.018535967
                5.509564                     -0.01855082
               5.7903957                    -0.018561445
               6.0712274                    -0.018567878
               6.3520591                    -0.018569937
               6.6328908                    -0.018567629
               6.9137225                    -0.018561108
               7.1945542                     -0.01855022
               7.4753859                    -0.018534788
               7.7562176                    -0.018515028
               8.0370493                    -0.018490996
                8.317881                    -0.018462428
               8.5987127                    -0.018429392
               8.8795444                    -0.018392045
               9.1603761                    -0.018350194
               9.4412078                    -0.018303848
               9.7220395                    -0.018253203
               10.002871                    -0.018198104
               10.283703                    -0.018138442
               10.564535                     -0.01807446
               10.845366                    -0.018006174
               11.126198                    -0.017933355
                11.40703                    -0.017856103
               11.687861                    -0.017774605
               11.968693                    -0.017688753
               12.249525                     -0.01759854
               12.530357                    -0.017504093
               12.811188                    -0.017405344
                13.09202                    -0.017302265
               13.372852                    -0.017195014
               13.653683                    -0.017083639
               13.934515                    -0.016968074
               14.215347                    -0.016848348
               14.496178                    -0.016724584
                14.77701                    -0.016596859
               15.057842                    -0.016465106
               15.338674                    -0.016329296
               15.619505                    -0.016189627
               15.900337                    -0.016046211
               16.181169                    -0.015898925
                  16.462                    -0.015747827
               16.742832                    -0.015593123
               17.023664                    -0.015434785
               17.304495                    -0.015272784
               17.585327                    -0.015107292
               17.866159                    -0.014938389
               18.146991                    -0.014766057
               18.427822                    -0.014590355
               18.708654                    -0.014411368
               18.989486                      -0.0142292
               19.270317                    -0.014043948
               19.551149                    -0.013855617
               19.831981                    -0.013664232
               20.112812                    -0.013469972
               20.393644                    -0.013272943
               20.674476                     -0.01307308
               20.955308                    -0.012870484
               21.236139                    -0.012665343
               21.516971                    -0.012457662
               21.797803                     -0.01224751
               22.078634                     -0.01203507
               22.359466                     -0.01182032
               22.640298                    -0.011603291
               22.921129                    -0.011384229
               23.201961                    -0.011163193
               23.482793                    -0.010940144
               23.763625                    -0.010715241
               24.044456                    -0.010488619
               24.325288                    -0.010260331
                24.60612                    -0.010030465
               24.886951                   -0.0097991228
               25.167783                   -0.0095663746
               25.448615                   -0.0093323144
               25.729446                   -0.0090971083
               26.010278                   -0.0088607963
                26.29111                   -0.0086233579
               26.571941                   -0.0083850252
               26.852773                   -0.0081459891
               27.133605                   -0.0079061895
               27.414437                   -0.0076656618
               27.695268                   -0.0074246046
                 27.9761                   -0.0071831687
               28.256932                   -0.0069413887
               28.537763                   -0.0066993289
               28.818595                   -0.0064571488
               29.099427                   -0.0062149106
               29.380258                   -0.0059726622
                29.66109                   -0.0057305779
               29.941922                   -0.0054887643
               30.222754                   -0.0052472715
               30.503585                   -0.0050061814
               30.784417                   -0.0047655807
               31.065249                   -0.0045256413
                31.34608                   -0.0042864586
               31.626912                    -0.004048013
               31.907744                   -0.0038104472
               32.188575                   -0.0035739216
               32.469407                   -0.0033384885
               32.750239                   -0.0031042482
               33.031071                   -0.0028712557
               33.311902                   -0.0026395663
               33.592734                   -0.0024093548
               33.873566                   -0.0021807331
               34.154397                   -0.0019537349
               34.435229                   -0.0017284383
               34.716061                   -0.0015049267
               34.996892                   -0.0012832857
               35.277724                    -0.001063645
               35.558556                  -0.00084611389
               35.839388                  -0.00063070187
               36.120219                  -0.00041744058
               36.401051                  -0.00020649883
               36.681883                   1.9969878e-06
               36.962714                   0.00020804427
               37.243546                    0.0004115958
               37.524378                   0.00061253907
               37.805209                   0.00081078198
               38.086041                    0.0010062657
               38.366873                    0.0011989267
               38.647705                    0.0013886682
               38.928536                    0.0015754474
               39.209368                    0.0017592435
                 39.4902                     0.001939913
               39.771031                    0.0021173442
               40.051863                    0.0022915741
               40.332695                     0.002462593
               40.613526                    0.0026302757
               40.894358                    0.0027944954
                41.17519                    0.0029552242
               41.456022                    0.0031124845
               41.736853                    0.0032662058
               42.017685                    0.0034163065
               42.298517                    0.0035627355
               42.579348                    0.0037054155
                42.86018                     0.003844378
               43.141012                    0.0039796061
               43.421843                     0.004110903
               43.702675                    0.0042382783
               43.983507                    0.0043618514
               44.264339                    0.0044814836
                44.54517                    0.0045970609
               44.826002                    0.0047086218
               45.106834                    0.0048161391
               45.387665                    0.0049195985
               45.668497                    0.0050189999
               45.949329                    0.0051142455
                46.23016                    0.0052052968
               46.510992                    0.0052922083
               46.791824                    0.0053749785
               47.072656                    0.0054535666
               47.353487                     0.005527909
               47.634319                    0.0055979693
               47.915151                    0.0056638228
               48.195982                    0.0057255003
               48.476814                    0.0057829159
               48.757646                    0.0058360166
               49.038477                    0.0058848465
               49.319309                    0.0059294942
               49.600141                     0.005969916
               49.880973                    0.0060059973
               50.161804                    0.0060378198
               50.442636                    0.0060654886
               50.723468                    0.0060889416
               51.004299                    0.0061081182
               51.285131                    0.0061230622
               51.565963                    0.0061338895
               51.846794                    0.0061405914
               52.127626                    0.0061430495
               52.408458                     0.006141363
                52.68929                    0.0061356648
               52.970121                    0.0061258714
               53.250953                     0.006111972
               53.531785                    0.0060940588
               53.812616                     0.006072145
               54.093448                    0.0060462587
                54.37428                    0.0060164648
               54.655111                    0.0059827823
               54.935943                    0.0059452129
               55.216775                    0.0059038178
               55.497607                    0.0058586728
               55.778438                    0.0058097673
                56.05927                    0.0057571496
               56.340102                    0.0057009365
               56.620933                    0.0056410911
               56.901765                    0.0055776378
               57.182597                    0.0055107371
               57.463428                    0.0054403787
                57.74426                    0.0053665883
               58.025092                    0.0052895007
               58.305924                    0.0052090814
               58.586755                    0.0051253836
               58.867587                    0.0050385864
               59.148419                     0.004948669
                59.42925                    0.0048556418
               59.710082                    0.0047596536
               59.990914                    0.0046607194
               60.271745                    0.0045588652
               60.552577                    0.0044542602
               60.833409                    0.0043469683
