        Frequency / GHz                Z (2)/abs,linear
                1.912633                       28.312107
               1.9180977                       32.099965
               1.9235624                       37.651947
                1.929027                       44.122537
               1.9344917                       50.926604
               1.9399564                       57.680244
                1.945421                       64.120511
               1.9508857                       70.055554
               1.9563503                       75.338086
                1.961815                        79.85173
               1.9672797                       83.504055
               1.9727443                       86.223044
                1.978209                       87.955398
               1.9836737                       88.665819
               1.9891383                        88.33687
                1.994603                       86.969214
               2.0000677                       84.582195
               2.0055323                       81.214877
                2.010997                       76.927816
               2.0164617                        71.80615
               2.0219263                       65.965151
                2.027391                        59.56045
               2.0328557                        52.80722
               2.0383203                        46.01624
                2.043785                       39.658059
               2.0492497                       34.452238
               2.0547143                       31.380535
                2.060179                       31.328135
               2.0656437                       34.382933
               2.0711083                       39.766158
                2.076573                       46.505913
               2.0820377                       53.856849
               2.0875023                       61.319009
                2.092967                       68.553989
               2.0984317                       75.319832
               2.1038963                       81.433856
                2.109361                       86.753011
               2.1148257                       91.163666
               2.1202903                       94.576353
                2.125755                       96.923138
               2.1312197                       98.156408
               2.1366843                        98.24847
                2.142149                       97.191641
               2.1476137                       94.998752
               2.1530783                       91.704094
                2.158543                       87.365048
               2.1640076                       82.064893
               2.1694723                       75.917781
                2.174937                       69.077748
               2.1804016                       61.755412
               2.1858663                        54.24918
                2.191331                       47.001851
               2.1967956                       40.689008
               2.2022603                       36.285967
                2.207725                       34.871949
               2.2131896                       36.948525
               2.2186543                       41.982822
                2.224119                       48.923398
               2.2295836                       56.840416
               2.2350483                       65.085136
                2.240513                       73.220877
               2.2459776                       80.941393
               2.2514423                       88.019622
                2.256907                       94.279715
               2.2623716                        99.58233
               2.2678363                       103.81697
                2.273301                       106.89808
               2.2787656                       108.76314
               2.2842303                       109.37191
                2.289695                       108.70634
               2.2951596                       106.77094
               2.3006243                       103.59365
                2.306089                       99.227304
               2.3115536                       93.752175
               2.3170183                        87.28043
                2.322483                       79.964077
               2.3279476                       72.009585
               2.3334123                       63.705127
                2.338877                       55.470856
               2.3443416                       47.944065
               2.3498063                       42.079265
                2.355271                       39.091541
               2.3607356                       39.895428
               2.3662003                       44.338633
               2.3716649                       51.375178
               2.3771296                       59.871685
               2.3825943                       68.987409
               2.3880589                       78.155481
               2.3935236                       86.985768
               2.3989883                       95.194763
               2.4044529                       102.56588
               2.4099176                       108.92835
               2.4153823                        114.1462
               2.4208469                       118.11257
               2.4263116                       120.74687
               2.4317763                       121.99355
               2.4372409                        121.8217
               2.4427056                       120.22537
               2.4481703                       117.22423
               2.4536349                       112.86495
               2.4590996                        107.2235
               2.4645643                        100.4091
               2.4700289                       92.571207
               2.4754936                       83.912396
               2.4809583                       74.712169
               2.4864229                       65.371679
               2.4918876                       56.494005
               2.4973523                       49.002589
               2.5028169                       44.195523
               2.5082816                         43.3718
               2.5137463                       46.895496
               2.5192109                       53.865269
               2.5246756                       62.941162
               2.5301403                       73.033373
               2.5356049                       83.398999
               2.5410696                       93.536112
               2.5465343                       103.08817
               2.5519989                       111.78731
               2.5574636                         119.424
               2.5629283                       125.83117
               2.5683929                       130.87607
               2.5738576                       134.45609
               2.5793222                       136.49687
               2.5847869                       136.95166
               2.5902516                       135.80127
               2.5957162                        133.0548
               2.6011809                        128.7508
               2.6066456                        122.9593
               2.6121102                        115.7854
               2.6175749                       107.37537
               2.6230396                       97.927938
               2.6285042                         87.7151
               2.6339689                       77.121752
               2.6394336                       66.719869
               2.6448982                       57.394382
               2.6503629                       50.478734
               2.6558276                       47.599978
               2.6612922                        49.75785
               2.6667569                       56.406405
               2.6722216                       66.034198
               2.6776862                       77.228383
               2.6831509                       89.002253
               2.6886156                       100.70104
               2.6940802                       111.87169
               2.6995449                       122.18083
               2.7050096                       131.37051
               2.7104742                       139.23539
               2.7159389                       145.61094
               2.7214036                       150.36755
               2.7268682                       153.40771
               2.7323329                       154.66483
               2.7377976                       154.10313
               2.7432622                       151.71812
               2.7487269                       147.53767
               2.7541916                       141.62386
               2.7596562                       134.07612
               2.7651209                       125.03664
               2.7705855                       114.70011
               2.7760502                       103.33192
               2.7815149                       91.302893
               2.7869795                       79.156532
               2.7924442                       67.734108
               2.7979089                       58.362573
               2.8033735                        52.91495
               2.8088382                       53.102963
               2.8143029                       59.030279
               2.8197675                       69.129512
               2.8252322                       81.573992
               2.8306969                       95.029965
               2.8361615                       108.62719
               2.8416262                       121.78189
               2.8470909                       134.07536
               2.8525555                       145.18843
               2.8580202                       154.86807
               2.8634849                       162.91044
               2.8689495                       169.15244
               2.8744142                       173.46767
               2.8798789                       175.76467
               2.8853435                       175.98651
               2.8908082                       174.11116
               2.8962729                       170.15244
               2.9017375                       164.16174
               2.9072022                       156.23075
               2.9126669                       146.49623
               2.9181315                        135.1484
               2.9235962                       122.44661
               2.9290609                       108.74951
               2.9345255                       94.574655
               2.9399902                       80.716715
               2.9454549                       68.461219
               2.9509195                       59.825715
               2.9563842                       57.234485
               2.9618489                       61.809253
               2.9673135                       72.197997
               2.9727782                       86.065189
               2.9782428                        101.5678
               2.9837075                       117.52034
               2.9891722                       133.15659
               2.9946368                       147.94435
               3.0001015                       161.48578
               3.0055662                       173.46764
               3.0110308                       183.63681
               3.0164955                       191.78814
               3.0219602                       197.75872
               3.0274248                       201.42537
               3.0328895                       202.70385
               3.0383542                       201.54919
               3.0438188                       197.95649
               3.0492835                       191.96258
               3.0547482                       183.64847
               3.0602128                       173.14342
               3.0656775                       160.63225
               3.0711422                       146.36856
               3.0766068                       130.70052
               3.0820715                       114.12248
               3.0875362                       97.381834
               3.0930008                       81.696007
               3.0984655                       69.117388
               3.1039302                       62.677932
               3.1093948                       64.903476
               3.1148595                         75.2035
               3.1203242                       90.685505
               3.1257888                       108.73462
               3.1312535                       127.68283
               3.1367182                       146.49988
               3.1421828                       164.49885
               3.1476475                       181.17895
               3.1531122                       196.14987
               3.1585768                       209.09566
               3.1640415                       219.75745
               3.1695062                       227.92532
               3.1749708                       233.43478
               3.1804355                       236.16564
               3.1859001                        236.0422
               3.1913648                       233.03411
               3.1968295                       227.15795
               3.2022941                        218.4795
               3.2077588                       207.11735
               3.2132235                       193.24906
               3.2186881                       177.12224
               3.2241528                       159.07609
               3.2296175                       139.58488
               3.2350821                       119.35052
               3.2405468                       99.505112
               3.2460115                       82.032708
               3.2514761                       70.353229
               3.2569408                       68.666055
               3.2624055                       78.111287
               3.2678701                       95.397994
               3.2733348                       116.70529
               3.2787995                         139.584
               3.2842641                       162.60458
               3.2897288                       184.86297
               3.2951935                       205.72105
               3.3006581                       224.68795
               3.3061228                       241.36609
               3.3115875                       255.42635
               3.3170521                       266.59666
               3.3225168                       274.65727
               3.3279815                       279.43915
               3.3334461                       280.82417
               3.3389108                       278.74618
               3.3443755                       273.19262
               3.3498401                       264.20678
               3.3553048                       251.89108
               3.3607695                       236.41229
               3.3662341                       218.01067
               3.3716988                       197.01745
               3.3771635                       173.89036
               3.3826281                       149.29023
               3.3880928                        124.2568
               3.3935574                       100.62435
               3.3990221                       81.896553
               3.4044868                       73.884762
               3.4099514                       80.923733
               3.4154161                       100.12771
               3.4208808                       125.75676
               3.4263454                       154.00394
               3.4318101                       182.80184
               3.4372748                       210.93147
               3.4427394                       237.56733
               3.4482041                        262.0845
               3.4536688                       283.97651
               3.4591334                       302.81939
               3.4645981                       318.25593
               3.4700628                       329.98937
               3.4755274                       337.78147
               3.4809921                       341.45287
               3.4864568                       340.88457
               3.4919214                       336.01987
               3.4973861                       326.86695
               3.5028508                       313.50198
               3.5083154                       296.07373
               3.5137801                       274.81105
               3.5192448                        250.0367
               3.5247094                       222.19514
               3.5301741                       191.91297
               3.5356388                       160.14084
               3.5411034                       128.51511
               3.5465681                       100.30945
               3.5520328                       82.351241
               3.5574974                       83.814073
               3.5629621                       104.72526
               3.5684268                       136.37103
               3.5738914                       172.35685
               3.5793561                         209.522
               3.5848208                       246.17317
               3.5902854                       281.22309
               3.5957501                       313.86311
               3.6012147                       343.43588
               3.6066794                       369.38335
               3.6121441                       391.22532
               3.6176087                       408.55139
               3.6230734                       421.01903
               3.6285381                       428.35448
               3.6340027                       430.35511
               3.6394674                       426.89233
               3.6449321                       417.91475
               3.6503967                       403.45185
               3.6558614                       383.61833
               3.6613261                       358.62047
               3.6667907                       328.76688
               3.6722554                       294.48936
               3.6777201                       256.38769
               3.6831847                        215.3357
               3.6886494                       172.76143
               3.6941141                       131.47874
               3.6995787                        98.23698
               3.7050434                       87.642045
               3.7105081                       108.88464
               3.7159727                        149.4991
               3.7214374                       197.52128
               3.7269021                        247.7317
               3.7323667                       297.69298
               3.7378314                       345.94268
               3.7432961                       391.41022
               3.7487607                       433.21679
               3.7542254                       470.60081
               3.7596901                       502.88959
               3.7651547                       529.48991
               3.7706194                       549.88675
               3.7760841                       563.64582
               3.7815487                       570.41772
               3.7870134                       569.94277
               3.7924781                       562.05592
               3.7979427                       546.69179
               3.8034074                       523.88993
                3.808872                       493.80099
               3.8143367                       456.69557
               3.8198014                       412.97948
                3.825266                       363.22478
               3.8307307                       308.24204
               3.8361954                       249.27181
                 3.84166                       188.58215
               3.8471247                       131.72574
               3.8525894                       96.117196
                3.858054                       111.94267
               3.8635187                       167.38036
               3.8689834                       236.41045
                3.874448                       309.37958
               3.8799127                       382.63811
               3.8853774                       454.17188
                3.890842                       522.51228
               3.8963067                       586.42262
               3.9017714                       644.79473
                3.907236                       696.61397
               3.9127007                       740.94988
               3.9181654                       776.95757
                 3.92363                        803.8838
               3.9290947                       821.07505
               3.9345594                       827.98636
                3.940024                       824.19021
               3.9454887                       809.38522
               3.9509534                       783.40459
                3.956418                        746.2246
               3.9618827                       697.97414
               3.9673474                       638.94739
                3.972812                       569.62512
               3.9782767                        490.7192
               3.9837414                       403.28488
                3.989206                       309.06683
               3.9946707                       211.89045
               4.0001354                       125.75177
                  4.0056                       112.43311
               4.0110647                       196.97898
               4.0165293                       310.66827
                4.021994                        431.9756
               4.0274587                        555.2739
               4.0329233                       677.72714
                4.038388                       797.19609
               4.0438527                        911.7703
               4.0493173                       1019.6361
                4.054782                       1119.0379
               4.0602467                       1208.2725
               4.0657113                       1285.6945
                4.071176                       1349.7291
               4.0766407                       1398.8858
               4.0821053                       1431.7742
                 4.08757                       1447.1194
               4.0930347                       1443.7775
               4.0984993                       1420.7506
                4.103964                       1377.2012
               4.1094287                       1312.4664
               4.1148933                       1226.0735
                4.120358                       1117.7569
               4.1258227                       987.48552
               4.1312873                       835.51542
                4.136752                       662.53437
               4.1422167                       470.20469
               4.1476813                        264.5283
                4.153146                       111.68063
               4.1586107                       275.79437
               4.1640753                       536.60636
                 4.16954                       821.04216
               4.1750047                       1121.7669
               4.1804693                       1435.7467
                4.185934                       1760.6106
               4.1913987                       2094.0929
               4.1968633                       2433.9031
                4.202328                       2777.6947
               4.2077926                       3123.0649
               4.2132573                       3467.5657
                4.218722                       3808.7209
               4.2241866                        4144.045
               4.2296513                       4471.0643
                4.235116                       4787.3379
               4.2405806                       5090.4796
               4.2460453                       5378.1791
                 4.25151                       5648.2234
               4.2569746                       5898.5168
               4.2624393                       6127.1005
                4.267904                        6332.171
               4.2733686                       6512.0968
               4.2788333                       6665.4342
                4.284298                       6790.9409
               4.2897626                       6887.5881
               4.2952273                       6954.5704
                4.300692                       6991.3137
               4.3061566                       6997.4814
               4.3116213                       6972.9775
                4.317086                       6917.9483
               4.3225506                       6832.7813
               4.3280153                        6718.102
                 4.33348                       6574.7688
               4.3389446                        6403.865
               4.3444093                       6206.6892
                4.349874                       5984.7438
               4.3553386                       5739.7211
               4.3608033                        5473.488
                4.366268                       5188.0692
               4.3717326                       4885.6287
               4.3771973                       4568.4503
                4.382662                       4238.9173
               4.3881266                       3899.4908
               4.3935913                       3552.6886
                4.399056                       3201.0636
               4.4045206                       2847.1827
               4.4099853                       2493.6078
               4.4154499                       2142.8797
               4.4209146                       1797.5098
               4.4263793                        1459.989
               4.4318439                        1132.845
               4.4373086                       818.86301
               4.4427733                       522.05947
               4.4482379                       254.73397
               4.4537026                       142.28635
               4.4591673                        330.9031
               4.4646319                       550.25004
               4.4700966                       755.29205
               4.4755613                       940.28982
               4.4810259                       1103.3633
               4.4864906                       1243.6219
               4.4919553                       1360.6375
               4.4974199                       1454.2957
               4.5028846                       1524.7408
               4.5083493                       1572.3484
               4.5138139                       1597.7082
               4.5192786                       1601.6091
               4.5247433                       1585.0253
               4.5302079                       1549.1031
               4.5356726                       1495.1452
               4.5411373                       1424.5965
               4.5466019                       1339.0284
               4.5520666                       1240.1246
               4.5575313                        1129.668
               4.5629959                       1009.5335
               4.5684606                       881.68989
               4.5739253                       748.22685
               4.5793899                       611.44432
               4.5848546                       474.12658
               4.5903193                       340.48002
               4.5957839                       220.13101
               4.6012486                       146.91422
               4.6067133                       180.71711
               4.6121779                       278.27126
               4.6176426                       387.76661
               4.6231072                       494.90649
               4.6285719                       595.01052
               4.6340366                       685.81981
               4.6395012                       765.94658
               4.6449659                       834.44154
               4.6504306                       890.64467
               4.6558952                       934.12464
               4.6613599                       964.65035
               4.6668246                       982.17494
               4.6722892                       986.82491
               4.6777539                       978.89112
               4.6832186                       958.82039
               4.6886832                       927.20723
               4.6941479                       884.78588
               4.6996126                       832.42331
               4.7050772                       771.11462
               4.7105419                       701.98376
               4.7160066                       626.29567
               4.7214712                       545.49346
               4.7269359                       461.29413
               4.7324006                        375.9333
               4.7378652                       292.83017
               4.7433299                       218.51796
               4.7487946                        167.5452
               4.7542592                       162.84363
               4.7597239                       204.95246
               4.7651886                       269.53963
               4.7706532                       340.44615
               4.7761179                       410.72235
               4.7815826                       477.08392
               4.7870472                       537.66523
               4.7925119                       591.24898
               4.7979766                       636.97995
               4.8034412                       674.24707
               4.8089059                       702.62997
               4.8143706                       721.87249
               4.8198352                       731.86824
               4.8252999                        732.6516
               4.8307645                       724.39131
               4.8362292                       707.38551
               4.8416939                       682.05785
               4.8471585                       648.95521
               4.8526232                       608.74815
               4.8580879                       562.23709
               4.8635525                       510.36932
               4.8690172                       454.27818
               4.8744819                        395.3685
               4.8799465                       335.50281
               4.8854112                       277.41151
               4.8908759                       225.56536
               4.8963405                       187.56756
               4.9018052                        173.6713
               4.9072699                       188.59775
               4.9127345                         225.018
               4.9181992                       272.24807
               4.9236639                       323.11829
               4.9291285                       373.60226
               4.9345932                       421.35368
               4.9400579                       464.87943
               4.9455225                       503.15631
               4.9509872                       535.45421
               4.9564519                       561.25125
               4.9619165                       580.19081
               4.9673812                       592.05867
               4.9728459                       596.77017
               4.9783105                       594.36255
               4.9837752                       584.99022
               4.9892399                       568.92224
               4.9947045                       546.54201
               5.0001692                       518.34999
               5.0056339                       484.97195
               5.0110985                       447.17652
               5.0165632                       405.91009
               5.0220279                       362.36361
               5.0274925                       318.09783
               5.0329572                       275.26955
               5.0384218                       236.99233
               5.0438865                       207.68526
               5.0493512                       192.58987
               5.0548158                       195.15138
               5.0602805                       214.00292
               5.0657452                       244.08887
               5.0712098                       280.15346
               5.0766745                       318.33184
               5.0821392                       356.05407
               5.0876038                       391.60522
               5.0930685                       423.79986
               5.0985332                        451.7922
               5.1039978                       474.97166
               5.1094625                        492.9055
               5.1149272                       505.30675
               5.1203918                       512.01586
               5.1258565                       512.99014
               5.1313212                       508.29771
               5.1367858                       498.11464
               5.1422505                        482.7249
               5.1477152                       462.52355
               5.1531798                       438.02454
               5.1586445                       409.87593
               5.1641092                       378.88687
               5.1695738                       346.07314
               5.1750385                       312.73054
               5.1805032                       280.54172
               5.1859678                       251.69694
               5.1914325                       228.92179
               5.1968972                        215.1383
               5.2023618                       212.48585
               5.2078265                       221.13972
               5.2132912                       239.15069
               5.2187558                       263.52696
               5.2242205                       291.37217
               5.2296852                       320.36697
               5.2351498                       348.78387
               5.2406145                       375.35786
               5.2460791                       399.15996
               5.2515438                         419.507
               5.2570085                       435.90337
               5.2624731                       448.00493
               5.2679378                       455.59681
               5.2734025                       458.57994
               5.2788671                       456.96318
               5.2843318                       450.85924
               5.2897965                       440.48374
               5.2952611                       426.15729
               5.3007258                       408.31132
               5.3061905                       387.49863
               5.3116551                       364.41054
               5.3171198                       339.90212
               5.3225845                       315.02546
               5.3280491                       291.06472
               5.3335138                       269.55035
               5.3389785                       252.20042
               5.3444431                       240.70958
               5.3499078                       236.34873
               5.3553725                       239.51809
               5.3608371                       249.56891
               5.3663018                       265.05573
               5.3717665                       284.20998
               5.3772311                       305.32513
               5.3826958                       326.94106
               5.3881605                       347.88198
               5.3936251                       367.22961
               5.3990898                        384.2807
               5.4045545                       398.50893
               5.4100191                       409.53601
               5.4154838                       417.11126
               5.4209485                       421.09794
               5.4264131                       421.46437
               5.4318778                       418.27868
               5.4373424                       411.70633
               5.4428071                       402.01004
               5.4482718                       389.55206
               5.4537364                       374.79863
               5.4592011                       358.32648
               5.4646658                       340.83014

