        Frequency / GHz          Charge distribution spectrum/real
               7.7992249                   5.1819959e-12
                 7.80869                   5.1233033e-12
               7.8181551                   5.0652054e-12
               7.8276201                   5.0076972e-12
               7.8370852                   4.9507736e-12
               7.8465503                   4.8944293e-12
               7.8560154                   4.8386595e-12
               7.8654805                   4.7834591e-12
               7.8749455                   4.7288231e-12
               7.8844106                   4.6747465e-12
               7.8938757                   4.6212245e-12
               7.9033408                   4.5682521e-12
               7.9128059                   4.5158246e-12
               7.9222709                   4.4639371e-12
                7.931736                   4.4125848e-12
               7.9412011                    4.361763e-12
               7.9506662                    4.311467e-12
               7.9601313                    4.261692e-12
               7.9695963                   4.2124336e-12
               7.9790614                   4.1636869e-12
               7.9885265                   4.1154475e-12
               7.9979916                   4.0677108e-12
               8.0074566                   4.0204722e-12
               8.0169217                   3.9737273e-12
               8.0263868                   3.9274717e-12
               8.0358519                   3.8817009e-12
                8.045317                   3.8364104e-12
                8.054782                   3.7915961e-12
               8.0642471                   3.7472534e-12
               8.0737122                   3.7033782e-12
               8.0831773                   3.6599661e-12
               8.0926424                   3.6170129e-12
               8.1021074                   3.5745145e-12
               8.1115725                   3.5324666e-12
               8.1210376                   3.4908651e-12
               8.1305027                   3.4497058e-12
               8.1399677                   3.4089848e-12
               8.1494328                   3.3686979e-12
               8.1588979                   3.3288411e-12
                8.168363                   3.2894104e-12
               8.1778281                   3.2504019e-12
               8.1872931                   3.2118116e-12
               8.1967582                   3.1736356e-12
               8.2062233                   3.1358701e-12
               8.2156884                   3.0985112e-12
               8.2251535                    3.061555e-12
               8.2346185                   3.0249978e-12
               8.2440836                   2.9888358e-12
               8.2535487                   2.9530654e-12
               8.2630138                   2.9176827e-12
               8.2724788                   2.8826842e-12
               8.2819439                   2.8480661e-12
                8.291409                   2.8138249e-12
               8.3008741                   2.7799569e-12
               8.3103392                   2.7464586e-12
               8.3198042                   2.7133265e-12
               8.3292693                   2.6805571e-12
               8.3387344                   2.6481468e-12
               8.3481995                   2.6160923e-12
               8.3576646                   2.5843901e-12
               8.3671296                   2.5530367e-12
               8.3765947                   2.5220289e-12
               8.3860598                   2.4913633e-12
               8.3955249                   2.4610365e-12
                 8.40499                   2.4310454e-12
                8.414455                   2.4013865e-12
               8.4239201                   2.3720567e-12
               8.4333852                   2.3430527e-12
               8.4428503                   2.3143715e-12
               8.4523153                   2.2860097e-12
               8.4617804                   2.2579643e-12
               8.4712455                   2.2302321e-12
               8.4807106                   2.2028101e-12
               8.4901757                   2.1756953e-12
               8.4996407                   2.1488845e-12
               8.5091058                   2.1223747e-12
               8.5185709                   2.0961631e-12
                8.528036                   2.0702465e-12
               8.5375011                   2.0446222e-12
               8.5469661                   2.0192871e-12
               8.5564312                   1.9942383e-12
               8.5658963                   1.9694731e-12
               8.5753614                   1.9449886e-12
               8.5848264                   1.9207819e-12
               8.5942915                   1.8968503e-12
               8.6037566                    1.873191e-12
               8.6132217                   1.8498012e-12
               8.6226868                   1.8266783e-12
               8.6321518                   1.8038194e-12
               8.6416169                   1.7812221e-12
                8.651082                   1.7588835e-12
               8.6605471                    1.736801e-12
               8.6700122                   1.7149721e-12
               8.6794772                   1.6933942e-12
               8.6889423                   1.6720646e-12
               8.6984074                    1.650981e-12
               8.7078725                   1.6301406e-12
               8.7173376                   1.6095411e-12
               8.7268026                   1.5891799e-12
               8.7362677                   1.5690546e-12
               8.7457328                   1.5491628e-12
               8.7551979                   1.5295021e-12
               8.7646629                   1.5100699e-12
                8.774128                   1.4908641e-12
               8.7835931                   1.4718822e-12
               8.7930582                    1.453122e-12
               8.8025233                    1.434581e-12
               8.8119883                    1.416257e-12
               8.8214534                   1.3981477e-12
               8.8309185                    1.380251e-12
               8.8403836                   1.3625645e-12
               8.8498487                    1.345086e-12
               8.8593137                   1.3278135e-12
               8.8687788                   1.3107446e-12
               8.8782439                   1.2938772e-12
                8.887709                   1.2772093e-12
                8.897174                   1.2607386e-12
               8.9066391                   1.2444632e-12
               8.9161042                   1.2283809e-12
               8.9255693                   1.2124897e-12
               8.9350344                   1.1967876e-12
               8.9444994                   1.1812724e-12
               8.9539645                   1.1659423e-12
               8.9634296                   1.1507953e-12
               8.9728947                   1.1358293e-12
               8.9823598                   1.1210425e-12
               8.9918248                   1.1064329e-12
               9.0012899                   1.0919986e-12
                9.010755                   1.0777377e-12
               9.0202201                   1.0636483e-12
               9.0296852                   1.0497287e-12
               9.0391502                   1.0359769e-12
               9.0486153                   1.0223911e-12
               9.0580804                   1.0089696e-12
               9.0675455                   9.9571045e-13
               9.0770105                     9.82612e-13
               9.0864756                   9.6967247e-13
               9.0959407                    9.568901e-13
               9.1054058                    9.442632e-13
               9.1148709                   9.3179004e-13
               9.1243359                   9.1946894e-13
                9.133801                   9.0729823e-13
               9.1432661                   8.9527625e-13
               9.1527312                   8.8340136e-13
               9.1621963                   8.7167194e-13
               9.1716613                   8.6008637e-13
               9.1811264                   8.4864306e-13
               9.1905915                   8.3734043e-13
               9.2000566                   8.2617693e-13
               9.2095216                     8.15151e-13
               9.2189867                    8.042611e-13
               9.2284518                   7.9350572e-13
               9.2379169                   7.8288336e-13
                9.247382                   7.7239253e-13
                9.256847                   7.6203174e-13
               9.2663121                   7.5179955e-13
               9.2757772                   7.4169451e-13
               9.2852423                   7.3171518e-13
               9.2947074                   7.2186014e-13
               9.3041724                     7.12128e-13
               9.3136375                   7.0251736e-13
               9.3231026                   6.9302685e-13
               9.3325677                   6.8365511e-13
               9.3420328                   6.7440078e-13
               9.3514978                   6.6526253e-13
               9.3609629                   6.5623904e-13
                9.370428                     6.47329e-13
               9.3798931                   6.3853111e-13
               9.3893581                    6.298441e-13
               9.3988232                   6.2126668e-13
               9.4082883                   6.1279761e-13
               9.4177534                   6.0443564e-13
               9.4272185                   5.9617953e-13
               9.4366835                   5.8802808e-13
               9.4461486                   5.7998006e-13
               9.4556137                   5.7203429e-13
               9.4650788                   5.6418958e-13
