        Time / ns                Charge distribution (time)/real
              0.14440723                   2.2603139e-08
              0.14547692                   2.5146339e-08
               0.1465466                   2.7967494e-08
              0.14761628                   3.1096043e-08
              0.14868597                   3.4564437e-08
              0.14975565                   3.8408438e-08
              0.15082533                   4.2667439e-08
              0.15189502                   4.7384826e-08
               0.1529647                   5.2608364e-08
              0.15403438                   5.8390621e-08
              0.15510407                   6.4789431e-08
              0.15617375                   7.1868409e-08
              0.15724343                   7.9697496e-08
              0.15831312                   8.8353572e-08
               0.1593828                   9.7921111e-08
              0.16045248                   1.0849291e-07
              0.16152217                   1.2017085e-07
              0.16259185                    1.330668e-07
              0.16366153                    1.473035e-07
              0.16473122                   1.6301562e-07
               0.1658009                   1.8035083e-07
              0.16687058                   1.9947105e-07
              0.16794026                   2.2055371e-07
              0.16900995                   2.4379324e-07
              0.17007963                   2.6940258e-07
              0.17114931                   2.9761486e-07
                0.172219                   3.2868528e-07
              0.17328868                   3.6289308e-07
              0.17435836                    4.005437e-07
              0.17542805                   4.4197114e-07
              0.17649773                   4.8754051e-07
              0.17756741                   5.3765078e-07
               0.1786371                   5.9273783e-07
              0.17970678                   6.5327764e-07
              0.18077646                   7.1978986e-07
              0.18184615                   7.9284163e-07
              0.18291583                   8.7305168e-07
              0.18398551                   9.6109483e-07
               0.1850552                   1.0577069e-06
              0.18612488                   1.1636897e-06
              0.18719456                   1.2799171e-06
              0.18826425                   1.4073407e-06
              0.18933393                    1.546997e-06
              0.19040361                    1.700014e-06
               0.1914733                    1.867619e-06
              0.19254298                   2.0511473e-06
              0.19361266                    2.252051e-06
              0.19468235                   2.4719083e-06
              0.19575203                   2.7124347e-06
              0.19682171                   2.9754936e-06
              0.19789139                   3.2631085e-06
              0.19896108                   3.5774767e-06
              0.20003076                   3.9209824e-06
              0.20110044                   4.2962125e-06
              0.20217013                   4.7059726e-06
              0.20323981                   5.1533048e-06
              0.20430949                   5.6415059e-06
              0.20537918                   6.1741483e-06
              0.20644886                    6.755101e-06
              0.20751854                   7.3885535e-06
              0.20858823                   8.0790405e-06
              0.20965791                   8.8314686e-06
              0.21072759                   9.6511455e-06
              0.21179728                    1.054381e-05
              0.21286696                   1.1515667e-05
              0.21393664                   1.2573419e-05
              0.21500633                   1.3724308e-05
              0.21607601                   1.4976155e-05
              0.21714569                   1.6337401e-05
              0.21821538                   1.7817157e-05
              0.21928506                    1.942525e-05
              0.22035474                    2.117228e-05
              0.22142443                   2.3069672e-05
              0.22249411                    2.512974e-05
              0.22356379                    2.736575e-05
              0.22463348                   2.9791989e-05
              0.22570316                   3.2423839e-05
              0.22677284                   3.5277853e-05
              0.22784252                   3.8371842e-05
              0.22891221                   4.1724961e-05
              0.22998189                   4.5357804e-05
              0.23105157                   4.9292504e-05
              0.23212126                   5.3552842e-05
              0.23319094                   5.8164361e-05
              0.23426062                   6.3154482e-05
              0.23533031                    6.855264e-05
              0.23639999                   7.4390414e-05
              0.23746967                   8.0701675e-05
              0.23853936                   8.7522741e-05
              0.23960904                   9.4892537e-05
              0.24067872                   0.00010285277
              0.24174841                   0.00011144811
              0.24281809                   0.00012072639
              0.24388777                    0.0001307388
              0.24495746                   0.00014154013
              0.24602714                   0.00015318895
              0.24709682                   0.00016574792
              0.24816651                   0.00017928399
              0.24923619                   0.00019386872
              0.25030587                   0.00020957851
              0.25137556                   0.00022649496
              0.25244524                   0.00024470515
              0.25351492                   0.00026430201
              0.25458461                   0.00028538465
              0.25565429                   0.00030805875
              0.25672397                   0.00033243693
              0.25779365                   0.00035863921
              0.25886334                   0.00038679341
              0.25993302                   0.00041703561
               0.2610027                   0.00044951066
              0.26207239                   0.00048437269
              0.26314207                   0.00052178559
              0.26421175                   0.00056192363
              0.26528144                   0.00060497204
              0.26635112                   0.00065112758
               0.2674208                   0.00070059924
              0.26849049                   0.00075360891
              0.26956017                   0.00081039205
              0.27062985                   0.00087119847
              0.27169954                    0.0009362931
              0.27276922                    0.0010059568
               0.2738389                    0.0010804872
              0.27490859                    0.0011601995
              0.27597827                    0.0012454278
              0.27704795                    0.0013365253
              0.27811764                    0.0014338662
              0.27918732                     0.001537846
                0.280257                     0.001648883
              0.28132669                    0.0017674195
              0.28239637                    0.0018939226
              0.28346605                    0.0020288857
              0.28453574                    0.0021728299
              0.28560542                     0.002326305
               0.2866751                    0.0024898912
              0.28774478                    0.0026642003
              0.28881447                    0.0028498773
              0.28988415                     0.003047602
              0.29095383                    0.0032580902
              0.29202352                    0.0034820961
               0.2930932                    0.0037204133
              0.29416288                    0.0039738768
              0.29523257                    0.0042433651
              0.29630225                    0.0045298017
              0.29737193                    0.0048341572
              0.29844162                    0.0051574512
               0.2995113                    0.0055007547
              0.30058098                    0.0058651916
              0.30165067                    0.0062519418
              0.30272035                    0.0066622424
              0.30379003                    0.0070973908
              0.30485972                    0.0075587467
               0.3059294                    0.0080477347
              0.30699908                    0.0085658467
              0.30806877                    0.0091146444
              0.30913845                     0.009695762
              0.31020813                     0.010310909
              0.31127782                     0.010961872
               0.3123475                      0.01165052
              0.31341718                     0.012378804
              0.31448687                     0.013148761
              0.31555655                     0.013962518
              0.31662623                     0.014822296
              0.31769592                     0.015730408
               0.3187656                     0.016689267
              0.31983528                     0.017701389
              0.32090496                     0.018769392
              0.32197465                     0.019896003
              0.32304433                     0.021084062
              0.32411401                     0.022336519
               0.3251837                     0.023656446
              0.32625338                     0.025047033
              0.32732306                     0.026511595
              0.32839275                     0.028053575
              0.32946243                     0.029676547
              0.33053211                     0.031384217
               0.3316018                      0.03318043
              0.33267148                     0.035069172
              0.33374116                     0.037054572
              0.33481085                     0.039140907
              0.33588053                     0.041332601
              0.33695021                     0.043634237
               0.3380199                      0.04605055
              0.33908958                     0.048586435
              0.34015926                     0.051246952
              0.34122895                     0.054037323
              0.34229863                     0.056962941
              0.34336831                     0.060029367
                0.344438                     0.063242336
              0.34550768                     0.066607761
              0.34657736                      0.07013173
              0.34764705                     0.073820513
              0.34871673                      0.07768056
              0.34978641                     0.081718506
              0.35085609                     0.085941173
              0.35192578                     0.090355569
              0.35299546                     0.094968889
              0.35406514                     0.099788518
              0.35513483                      0.10482203
              0.35620451                       0.1100772
              0.35727419                      0.11556197
              0.35834388                       0.1212845
              0.35941356                      0.12725312
              0.36048324                      0.13347637
              0.36155293                      0.13996295
              0.36262261                      0.14672178
              0.36369229                      0.15376195
              0.36476198                      0.16109274
              0.36583166                      0.16872359
              0.36690134                      0.17666416
              0.36797103                      0.18492426
              0.36904071                      0.19351387
              0.37011039                      0.20244316
              0.37118008                      0.21172244
              0.37224976                      0.22136221
              0.37331944                      0.23137308
              0.37438913                      0.24176586
              0.37545881                      0.25255147
              0.37652849                      0.26374099
              0.37759818                      0.27534559
              0.37866786                      0.28737661
              0.37973754                      0.29984547
              0.38080722                       0.3127637
              0.38187691                      0.32614295
              0.38294659                      0.33999492
              0.38401627                       0.3543314
              0.38508596                      0.36916426
              0.38615564                      0.38450539
              0.38722532                      0.40036675
              0.38829501                      0.41676032
              0.38936469                      0.43369809
              0.39043437                      0.45119205
              0.39150406                      0.46925419
              0.39257374                      0.48789645
              0.39364342                      0.50713075
              0.39471311                      0.52696894
              0.39578279                       0.5474228
              0.39685247                        0.568504
              0.39792216                      0.59022412
              0.39899184                      0.61259461
              0.40006152                      0.63562676
              0.40113121                       0.6593317
              0.40220089                      0.68372039
              0.40327057                      0.70880356
              0.40434026                      0.73459173
              0.40540994                      0.76109517
              0.40647962                      0.78832388
              0.40754931                      0.81628757
              0.40861899                      0.84499565
              0.40968867                      0.87445718
              0.41075835                      0.90468087
              0.41182804                      0.93567505
              0.41289772                      0.96744766
               0.4139674                       1.0000062
              0.41503709                       1.0333577
              0.41610677                       1.0675089
              0.41717645                       1.1024656
              0.41824614                       1.1382336
              0.41931582                       1.1748179
               0.4203855                       1.2122229
              0.42145519                       1.2504525
              0.42252487                         1.28951
              0.42359455                       1.3293979
              0.42466424                       1.3701183
              0.42573392                       1.4116724
               0.4268036                       1.4540608
              0.42787329                       1.4972834
              0.42894297                       1.5413392
              0.43001265                       1.5862266
              0.43108234                       1.6319431
              0.43215202                       1.6784855
               0.4332217                       1.7258496
              0.43429139                       1.7740305
              0.43536107                       1.8230224
              0.43643075                       1.8728187
              0.43750044                       1.9234116
              0.43857012                       1.9747927
               0.4396398                       2.0269526
              0.44070948                       2.0798808
              0.44177917                       2.1335661
              0.44284885                        2.187996
              0.44391853                       2.2431574
              0.44498822                       2.2990358
               0.4460579                       2.3556162
              0.44712758                       2.4128821
              0.44819727                       2.4708163
              0.44926695                       2.5294005
              0.45033663                       2.5886154
              0.45140632                       2.6484407
                0.452476                       2.7088549
              0.45354568                       2.7698359
              0.45461537                       2.8313601
              0.45568505                       2.8934033
              0.45675473                         2.95594
              0.45782442                       3.0189439
               0.4588941                       3.0823877
              0.45996378                        3.146243
              0.46103347                       3.2104806
              0.46210315                       3.2750702
              0.46317283                       3.3399808
              0.46424252                       3.4051804
               0.4653122                       3.4706359
              0.46638188                       3.5363135
              0.46745157                       3.6021788
              0.46852125                       3.6681962
              0.46959093                       3.7343294
              0.47066061                       3.8005415
               0.4717303                       3.8667948
              0.47279998                       3.9330508
              0.47386966                       3.9992704
              0.47493935                       4.0654139
              0.47600903                        4.131441
              0.47707871                       4.1973108
               0.4781484                       4.2629819
              0.47921808                       4.3284124
              0.48028776                         4.39356
              0.48135745                        4.458382
              0.48242713                       4.5228353
              0.48349681                       4.5868767
               0.4845665                       4.6504624
              0.48563618                       4.7135486
              0.48670586                       4.7760915
              0.48777555                       4.8380468
              0.48884523                       4.8993705
              0.48991491                       4.9600183
               0.4909846                       5.0199463
              0.49205428                       5.0791103
              0.49312396                       5.1374664
              0.49419365                       5.1949712
              0.49526333                        5.251581
              0.49633301                       5.3072529
               0.4974027                       5.3619442
              0.49847238                       5.4156124
              0.49954206                       5.4682158
              0.50061174                       5.5197131
              0.50168143                       5.5700635
              0.50275111                        5.619227
              0.50382079                       5.6671641
              0.50489048                       5.7138362
              0.50596016                       5.7592055
              0.50702984                       5.8032349
              0.50809953                       5.8458882
              0.50916921                       5.8871303
              0.51023889                        5.926927
              0.51130858                       5.9652451
              0.51237826                       6.0020525
              0.51344794                       6.0373184
              0.51451763                       6.0710128
              0.51558731                       6.1031073
              0.51665699                       6.1335746
              0.51772668                       6.1623886
              0.51879636                       6.1895246
              0.51986604                       6.2149594
              0.52093573                        6.238671
              0.52200541                       6.2606388
              0.52307509                        6.280844
              0.52414478                        6.299269
              0.52521446                       6.3158976
              0.52628414                       6.3307155
              0.52735383                       6.3437096
              0.52842351                       6.3548687
              0.52949319                       6.3641829
              0.53056287                       6.3716441
              0.53163256                       6.3772457
              0.53270224                       6.3809829
              0.53377192                       6.3828523
              0.53484161                       6.3828523
              0.53591129                       6.3809829
              0.53698097                       6.3772457
              0.53805066                       6.3716441
              0.53912034                       6.3641829
              0.54019002                       6.3548687
              0.54125971                       6.3437096
              0.54232939                       6.3307155
              0.54339907                       6.3158976
              0.54446876                        6.299269
              0.54553844                        6.280844
              0.54660812                       6.2606388
              0.54767781                        6.238671
              0.54874749                       6.2149594
              0.54981717                       6.1895246
              0.55088686                       6.1623886
              0.55195654                       6.1335746
              0.55302622                       6.1031073
              0.55409591                       6.0710128
              0.55516559                       6.0373184
              0.55623527                       6.0020525
              0.55730496                       5.9652451
              0.55837464                        5.926927
              0.55944432                       5.8871303
                0.560514                       5.8458882
              0.56158369                       5.8032349
              0.56265337                       5.7592055
              0.56372305                       5.7138362
              0.56479274                       5.6671641
              0.56586242                        5.619227
               0.5669321                       5.5700635
              0.56800179                       5.5197131
              0.56907147                       5.4682158
              0.57014115                       5.4156124
              0.57121084                       5.3619442
              0.57228052                       5.3072529
               0.5733502                        5.251581
              0.57441989                       5.1949712
              0.57548957                       5.1374664
              0.57655925                       5.0791103
              0.57762894                       5.0199463
              0.57869862                       4.9600183
               0.5797683                       4.8993705
              0.58083799                       4.8380468
              0.58190767                       4.7760915
              0.58297735                       4.7135486
              0.58404704                       4.6504624
              0.58511672                       4.5868767
               0.5861864                       4.5228353
              0.58725609                        4.458382
              0.58832577                         4.39356
              0.58939545                       4.3284124
              0.59046514                       4.2629819
              0.59153482                       4.1973108
               0.5926045                        4.131441
              0.59367418                       4.0654139
              0.59474387                       3.9992704
              0.59581355                       3.9330508
              0.59688323                       3.8667948
              0.59795292                       3.8005415
               0.5990226                       3.7343294
              0.60009228                       3.6681962
              0.60116197                       3.6021788
              0.60223165                       3.5363135
              0.60330133                       3.4706359
              0.60437102                       3.4051804
               0.6054407                       3.3399808
              0.60651038                       3.2750702
              0.60758007                       3.2104806
              0.60864975                        3.146243
              0.60971943                       3.0823877
              0.61078912                       3.0189439
               0.6118588                         2.95594
              0.61292848                       2.8934033
              0.61399817                       2.8313601
              0.61506785                       2.7698359
              0.61613753                       2.7088549
              0.61720722                       2.6484407
               0.6182769                       2.5886154
              0.61934658                       2.5294005
              0.62041627                       2.4708163
              0.62148595                       2.4128821
              0.62255563                       2.3556162
              0.62362531                       2.2990358
                0.624695                       2.2431574
              0.62576468                        2.187996
              0.62683436                       2.1335661
              0.62790405                       2.0798808
              0.62897373                       2.0269526
              0.63004341                       1.9747927
               0.6311131                       1.9234116
              0.63218278                       1.8728187
              0.63325246                       1.8230224
              0.63432215                       1.7740305
              0.63539183                       1.7258496
              0.63646151                       1.6784855
               0.6375312                       1.6319431
              0.63860088                       1.5862266
              0.63967056                       1.5413392
              0.64074025                       1.4972834
              0.64180993                       1.4540608
              0.64287961                       1.4116724
               0.6439493                       1.3701183
              0.64501898                       1.3293979
              0.64608866                         1.28951
              0.64715835                       1.2504525
              0.64822803                       1.2122229
              0.64929771                       1.1748179
               0.6503674                       1.1382336
              0.65143708                       1.1024656
              0.65250676                       1.0675089
              0.65357644                       1.0333577
              0.65464613                       1.0000062
              0.65571581                      0.96744766
              0.65678549                      0.93567505
              0.65785518                      0.90468087
              0.65892486                      0.87445718
              0.65999454                      0.84499565
              0.66106423                      0.81628757
              0.66213391                      0.78832388
              0.66320359                      0.76109517
              0.66427328                      0.73459173
              0.66534296                      0.70880356
              0.66641264                      0.68372039
              0.66748233                       0.6593317
              0.66855201                      0.63562676
              0.66962169                      0.61259461
              0.67069138                      0.59022412
              0.67176106                        0.568504
              0.67283074                       0.5474228
              0.67390043                      0.52696894
              0.67497011                      0.50713075
              0.67603979                      0.48789645
              0.67710948                      0.46925419
              0.67817916                      0.45119205
              0.67924884                      0.43369809
              0.68031853                      0.41676032
              0.68138821                      0.40036675
              0.68245789                      0.38450539
              0.68352757                      0.36916426
              0.68459726                       0.3543314
              0.68566694                      0.33999492
              0.68673662                      0.32614295
              0.68780631                       0.3127637
              0.68887599                      0.29984547
              0.68994567                      0.28737661
              0.69101536                      0.27534559
              0.69208504                      0.26374099
              0.69315472                      0.25255147
              0.69422441                      0.24176586
              0.69529409                      0.23137308
              0.69636377                      0.22136221
              0.69743346                      0.21172244
              0.69850314                      0.20244316
              0.69957282                      0.19351387
              0.70064251                      0.18492426
              0.70171219                      0.17666416
              0.70278187                      0.16872359
              0.70385156                      0.16109274
              0.70492124                      0.15376195
              0.70599092                      0.14672178
              0.70706061                      0.13996295
              0.70813029                      0.13347637
              0.70919997                      0.12725312
              0.71026966                       0.1212845
              0.71133934                      0.11556197
              0.71240902                       0.1100772
               0.7134787                      0.10482203
              0.71454839                     0.099788518
              0.71561807                     0.094968889
              0.71668775                     0.090355569
              0.71775744                     0.085941173
              0.71882712                     0.081718506
               0.7198968                      0.07768056
              0.72096649                     0.073820513
              0.72203617                      0.07013173
              0.72310585                     0.066607761
              0.72417554                     0.063242336
              0.72524522                     0.060029367
               0.7263149                     0.056962941
              0.72738459                     0.054037323
              0.72845427                     0.051246952
              0.72952395                     0.048586435
              0.73059364                      0.04605055
              0.73166332                     0.043634237
                0.732733                     0.041332601
              0.73380269                     0.039140907
              0.73487237                     0.037054572
              0.73594205                     0.035069172
              0.73701174                      0.03318043
              0.73808142                     0.031384217
               0.7391511                     0.029676547
              0.74022079                     0.028053575
              0.74129047                     0.026511595
              0.74236015                     0.025047033
              0.74342983                     0.023656446
              0.74449952                     0.022336519
               0.7455692                     0.021084062
              0.74663888                     0.019896003
              0.74770857                     0.018769392
              0.74877825                     0.017701389
              0.74984793                     0.016689267
              0.75091762                     0.015730408
               0.7519873                     0.014822296
              0.75305698                     0.013962518
              0.75412667                     0.013148761
              0.75519635                     0.012378804
              0.75626603                      0.01165052
              0.75733572                     0.010961872
               0.7584054                     0.010310909
              0.75947508                     0.009695762
              0.76054477                    0.0091146444
              0.76161445                    0.0085658467
              0.76268413                    0.0080477347
              0.76375382                    0.0075587467
               0.7648235                    0.0070973908
              0.76589318                    0.0066622424
              0.76696287                    0.0062519418
              0.76803255                    0.0058651916
              0.76910223                    0.0055007547
              0.77017192                    0.0051574512
               0.7712416                    0.0048341572
              0.77231128                    0.0045298017
              0.77338096                    0.0042433651
              0.77445065                    0.0039738768
              0.77552033                    0.0037204133
              0.77659001                    0.0034820961
               0.7776597                    0.0032580902
              0.77872938                     0.003047602
              0.77979906                    0.0028498773
              0.78086875                    0.0026642003
              0.78193843                    0.0024898912
              0.78300811                     0.002326305
               0.7840778                    0.0021728299
              0.78514748                    0.0020288857
              0.78621716                    0.0018939226
              0.78728685                    0.0017674195
              0.78835653                     0.001648883
              0.78942621                     0.001537846
               0.7904959                    0.0014338662
              0.79156558                    0.0013365253
              0.79263526                    0.0012454278
              0.79370495                    0.0011601995
              0.79477463                    0.0010804872
              0.79584431                    0.0010059568
                0.796914                    0.0009362931
              0.79798368                   0.00087119847
              0.79905336                   0.00081039205
              0.80012305                   0.00075360891
              0.80119273                   0.00070059924
              0.80226241                   0.00065112758
              0.80333209                   0.00060497204
              0.80440178                   0.00056192363
              0.80547146                   0.00052178559
              0.80654114                   0.00048437269
              0.80761083                   0.00044951066
              0.80868051                   0.00041703561
              0.80975019                   0.00038679341
              0.81081988                   0.00035863921
              0.81188956                   0.00033243693
              0.81295924                   0.00030805875
              0.81402893                   0.00028538465
              0.81509861                   0.00026430201
              0.81616829                   0.00024470515
              0.81723798                   0.00022649496
              0.81830766                   0.00020957851
              0.81937734                   0.00019386872
              0.82044703                   0.00017928399
              0.82151671                   0.00016574792
              0.82258639                   0.00015318895
              0.82365608                   0.00014154013
              0.82472576                    0.0001307388
              0.82579544                   0.00012072639
              0.82686513                   0.00011144811
              0.82793481                   0.00010285277
              0.82900449                   9.4892537e-05
              0.83007418                   8.7522741e-05
              0.83114386                   8.0701675e-05
              0.83221354                   7.4390414e-05
              0.83328322                    6.855264e-05
              0.83435291                   6.3154482e-05
              0.83542259                   5.8164361e-05
              0.83649227                   5.3552842e-05
              0.83756196                   4.9292504e-05
              0.83863164                   4.5357804e-05
              0.83970132                   4.1724961e-05
              0.84077101                   3.8371842e-05
              0.84184069                   3.5277853e-05
              0.84291037                   3.2423839e-05
              0.84398006                   2.9791989e-05
              0.84504974                    2.736575e-05
              0.84611942                    2.512974e-05
              0.84718911                   2.3069672e-05
              0.84825879                    2.117228e-05
              0.84932847                    1.942525e-05
              0.85039816                   1.7817157e-05
              0.85146784                   1.6337401e-05
              0.85253752                   1.4976155e-05
              0.85360721                   1.3724308e-05
              0.85467689                   1.2573419e-05
              0.85574657                   1.1515667e-05
              0.85681626                    1.054381e-05
              0.85788594                   9.6511455e-06
              0.85895562                   8.8314686e-06
              0.86002531                   8.0790405e-06
              0.86109499                   7.3885535e-06
              0.86216467                    6.755101e-06
              0.86323435                   6.1741483e-06
              0.86430404                   5.6415059e-06
              0.86537372                   5.1533048e-06
               0.8664434                   4.7059726e-06
              0.86751309                   4.2962125e-06
              0.86858277                   3.9209824e-06
              0.86965245                   3.5774767e-06
              0.87072214                   3.2631085e-06
              0.87179182                   2.9754936e-06
               0.8728615                   2.7124347e-06
              0.87393119                   2.4719083e-06
              0.87500087                    2.252051e-06
              0.87607055                   2.0511473e-06
              0.87714024                    1.867619e-06
              0.87820992                    1.700014e-06
               0.8792796                    1.546997e-06
              0.88034929                   1.4073407e-06
              0.88141897                   1.2799171e-06
              0.88248865                   1.1636897e-06
              0.88355834                   1.0577069e-06
              0.88462802                   9.6109483e-07
               0.8856977                   8.7305168e-07
              0.88676739                   7.9284163e-07
              0.88783707                   7.1978986e-07
              0.88890675                   6.5327764e-07
              0.88997644                   5.9273783e-07
              0.89104612                   5.3765078e-07
               0.8921158                   4.8754051e-07
              0.89318549                   4.4197114e-07
              0.89425517                    4.005437e-07
              0.89532485                   3.6289308e-07
              0.89639453                   3.2868528e-07
              0.89746422                   2.9761486e-07
               0.8985339                   2.6940258e-07
              0.89960358                   2.4379324e-07
              0.90067327                   2.2055371e-07
              0.90174295                   1.9947105e-07
              0.90281263                   1.8035083e-07
              0.90388232                   1.6301562e-07
                0.904952                    1.473035e-07
              0.90602168                    1.330668e-07
              0.90709137                   1.2017085e-07
              0.90816105                   1.0849291e-07
              0.90923073                   9.7921111e-08
              0.91030042                   8.8353572e-08
               0.9113701                   7.9697496e-08
              0.91243978                   7.1868409e-08
              0.91350947                   6.4789431e-08
              0.91457915                   5.8390621e-08
              0.91564883                   5.2608364e-08
              0.91671852                   4.7384826e-08
               0.9177882                   4.2667439e-08
              0.91885788                   3.8408438e-08
              0.91992757                   3.4564437e-08
              0.92099725                   3.1096043e-08
              0.92206693                   2.7967494e-08
              0.92313662                   2.5146339e-08
               0.9242063                   2.2603139e-08
              0.92527598                   2.0311198e-08
              0.92634566                   1.8246312e-08
              0.92741535                   1.6386547e-08
              0.92848503                    1.471203e-08
              0.92955471                    1.320476e-08
               0.9306244                   1.1848441e-08
              0.93169408                   1.0628322e-08
              0.93276376                   9.5310554e-09
              0.93383345                    8.544567e-09
              0.93490313                   7.6579391e-09
              0.93597281                   6.8613022e-09
               0.9370425                    6.145737e-09
              0.93811218                   5.5031858e-09
              0.93918186                   4.9263717e-09
              0.94025155                   4.4087244e-09
              0.94132123                   3.9443143e-09
              0.94239091                   3.5277912e-09
               0.9434606                   3.1543291e-09
              0.94453028                   2.8195768e-09
              0.94559996                   2.5196118e-09
              0.94666965                   2.2508996e-09
              0.94773933                   2.0102562e-09
              0.94880901                   1.7948141e-09
               0.9498787                   1.6019919e-09
              0.95094838                   1.4294664e-09
              0.95201806                   1.2751474e-09
              0.95308775                   1.1371548e-09
              0.95415743                   1.0137984e-09
              0.95522711                   9.0355869e-10
              0.95629679                   8.0507054e-10
              0.95736648                   7.1710753e-10
              0.95843616                    6.385684e-10
              0.95950584                   5.6846449e-10
              0.96057553                   5.0590859e-10
              0.96164521                    4.501047e-10
              0.96271489                   4.0033893e-10
              0.96378458                   3.5597122e-10
              0.96485426                   3.1642788e-10
              0.96592394                   2.8119486e-10
              0.96699363                   2.4981171e-10
              0.96806331                   2.2186613e-10
              0.96913299                   1.9698901e-10
              0.97020268                   1.7485006e-10
              0.97127236                   1.5515377e-10
              0.97234204                   1.3763589e-10
              0.97341173                   1.2206013e-10
              0.97448141                   1.0821532e-10
              0.97555109                   9.5912776e-11
              0.97662078                   8.4983958e-11
              0.97769046                   7.5278375e-11
