        Time / ns                e-field (t=0..end(0.00192)) (pb)_Z_0D_31/real
----------------------------------------------------------------------
                       0                               0
               0.0019258                               0
               0.0038516                               0
               0.0057774                               0
               0.0077032                               0
                0.009629                               0
               0.0115548                               0
               0.0134806                               0
               0.0154064                               0
               0.0173322                               0
                0.019258                               0
               0.0211838                               0
               0.0231096                               0
               0.0250354                               0
               0.0269612                               0
                0.028887                               0
               0.0308128                               0
               0.0327386                               0
               0.0346644                               0
               0.0365902                               0
                0.038516                               0
               0.0404418                               0
               0.0423676                               0
               0.0442934                               0
               0.0462192                               0
                0.048145                               0
               0.0500708                               0
               0.0519966                               0
               0.0539224                               0
               0.0558482                               0
                0.057774                               0
               0.0596998                               0
               0.0616256                               0
               0.0635514                               0
               0.0654772                               0
                0.067403                               0
               0.0693288                               0
               0.0712546                               0
               0.0731804                  -2.2413113e-30
               0.0751062                  -9.5229788e-30
                0.077032                  -4.4198455e-28
               0.0789578                  -4.9474863e-28
               0.0808836                  -3.1876389e-29
               0.0828094                   6.0216701e-25
               0.0847352                   1.2709768e-24
                0.086661                    2.176095e-26
               0.0885868                  -7.5031842e-23
               0.0905126                  -4.2825592e-23
               0.0924384                  -5.5708032e-24
               0.0943642                   1.5598263e-21
                 0.09629                  -2.1169074e-20
               0.0982158                   -1.247861e-20
               0.1001416                   1.2835147e-19
               0.1020674                   6.1899705e-34
               0.1039932                   4.4538636e-33
                0.105919                  -1.5972621e-18
               0.1078448                   -1.150029e-17
               0.1097706                  -1.2778097e-17
               0.1116964                  -7.3017631e-19
               0.1136222                   3.9429566e-17
                0.115548                  -5.6638285e-31
               0.1174738                  -8.9816802e-32
               0.1193996                   1.4603544e-16
               0.1213254                  -2.0444955e-16
               0.1232512                  -2.9207088e-16
                0.125177                  -3.3114029e-30
               0.1271028                   6.4255708e-17
               0.1290286                  -9.3462568e-17
               0.1309544                  -1.8692514e-16
               0.1328802                  -3.7385027e-16
                0.134806                  -1.4720361e-15
               0.1367318                  -4.2058184e-15
               0.1386576                  -1.3131501e-14
               0.1405834                  -2.5538662e-14
               0.1425092                  -6.1825531e-14
                0.144435                  -1.4678306e-13
               0.1463608                   -3.121652e-13
               0.1482866                  -6.4638757e-13
               0.1502124                  -1.2825878e-12
               0.1521382                  -2.4393747e-12
                0.154064                  -4.4325589e-12
               0.1559898                  -7.6910396e-12
               0.1579156                   -1.276251e-11
               0.1598414                  -2.0300085e-11
               0.1617672                  -3.0824353e-11
                0.163693                  -4.4885991e-11
               0.1656188                   -6.265137e-11
               0.1675446                  -8.3869633e-11
               0.1694704                  -1.0824021e-10
               0.1713962                  -1.3521279e-10
                0.173322                  -1.6500119e-10
               0.1752478                  -1.9875691e-10
               0.1771736                  -2.3940197e-10
               0.1790994                  -2.9199521e-10
               0.1810252                  -3.6444744e-10
                0.182951                  -4.6456763e-10
               0.1848768                  -6.0105598e-10
               0.1868026                  -7.8006168e-10
               0.1887284                  -1.0098153e-09
               0.1906542                  -1.2977339e-09
                 0.19258                  -1.6537235e-09
               0.1945058                  -2.0938027e-09
               0.1964316                  -2.6403302e-09
               0.1983574                  -3.3307035e-09
               0.2002832                  -4.2094741e-09
                0.202209                  -5.3223399e-09
               0.2041348                   -6.726391e-09
               0.2060606                   -6.726391e-09
               0.2079864                  -8.4883336e-09
               0.2099122                  -1.0709377e-08
                0.211838                  -1.3481493e-08
               0.2137638                  -1.6951592e-08
               0.2156896                  -2.1301993e-08
               0.2176154                  -2.6760283e-08
               0.2195412                  -3.3537205e-08
                0.221467                  -4.2054257e-08
               0.2233928                  -5.2678356e-08
               0.2253186                  -6.5885366e-08
               0.2272444                  -8.2304645e-08
               0.2291702                  -1.0272902e-07
                0.231096                  -1.2814616e-07
               0.2330218                  -1.5963565e-07
               0.2349476                  -1.9874025e-07
               0.2368734                  -2.4719799e-07
               0.2387992                  -3.0714961e-07
                0.240725                  -3.8126413e-07
               0.2426508                  -4.7261486e-07
               0.2445766                   -5.855477e-07
               0.2465024                  -7.2465633e-07
               0.2484282                  -8.9625291e-07
                0.250354                  -1.1074303e-06
               0.2522798                  -1.3664023e-06
               0.2542056                  -1.6847641e-06
               0.2561314                  -2.0746065e-06
               0.2580572                  -2.5546235e-06
                0.259983                  -3.1405939e-06
               0.2619088                  -3.8579979e-06
               0.2638346                  -4.7336275e-06
